sp_key,n_cells_br
W-Ase-369025,525
W-Ase-369039,223
W-Ase-369041,183
W-Ase-369053,580
W-Ase-369117,632
W-Ase-369176,824
W-Ase-370831,297
W-Ase-370836,203
W-Ase-378630,28
W-Ase-378795,109
W-Ase-380657,248
W-Ase-380733,27
W-Ase-380747,181
W-Ase-380775,349
W-Ase-380857,88
W-Ase-381961,617
W-Ase-382131,255
W-Ase-559194,534
W-Bch-1061742,208
W-Bch-1061746,343
W-Bch-1061763,115
W-Bch-1061764,31
W-Bch-107262,411
W-Bch-107266,7
W-Bch-107284,320
W-Bch-107315,1474
W-Bch-107316,281
W-Bch-107360,238
W-Bch-107377,477
W-Bch-107378,214
W-Bch-107379,339
W-Bch-107386,48
W-Bch-107412,79
W-Bch-107414,250
W-Bch-107424,215
W-Bch-148463,258
W-Bch-158044,328
W-Bch-158046,295
W-Bch-158052,333
W-Bch-158053,201
W-Bch-158055,329
W-Bch-158056,321
W-Bch-158057,214
W-Bch-158407,474
W-Bch-158410,370
W-Bch-158414,263
W-Bch-158416,238
W-Bch-158420,243
W-Bch-158424,246
W-Bch-158426,350
W-Bch-158431,262
W-Bch-158432,92
W-Bch-158434,112
W-Bch-158440,244
W-Bch-158443,285
W-Bch-158445,193
W-Bch-158447,211
W-Bch-158449,95
W-Bch-158451,169
W-Bch-158452,320
W-Bch-158456,149
W-Bch-158460,267
W-Bch-207529,1
W-Bch-207531,1
W-Bch-207536,1
W-Bch-207537,1
W-Bch-207538,1
W-Bch-207539,1
W-Bch-207541,1
W-Bch-207544,1
W-Bch-207546,1
W-Bch-207551,1
W-Bch-207574,16
W-Bch-207578,1
W-Bch-208760,25
W-Bch-208767,1
W-Bch-208846,1
W-Bch-208849,1
W-Bch-208852,16
W-Bch-208854,1
W-Bch-208863,1
W-Bch-208864,1
W-Bch-208875,1
W-Bch-208876,1
W-Bch-208884,1
W-Bch-208908,18
W-Bch-208971,1
W-Bch-209016,1
W-Bch-209021,1
W-Bch-209051,1
W-Bch-209052,1
W-Bch-209060,1
W-Bch-209074,1
W-Bch-209076,1
W-Bch-209079,1
W-Bch-209085,14
W-Bch-209087,21
W-Bch-209091,1
W-Bch-209093,1
W-Bch-209103,1
W-Bch-209112,1
W-Bch-209113,1
W-Bch-209117,1
W-Bch-209127,1
W-Bch-209144,1
W-Bch-209152,1
W-Bch-209153,1
W-Bch-209159,1
W-Bch-209414,93
W-Bch-209480,24
W-Bch-209486,172
W-Bch-209493,337
W-Bch-209498,1
W-Bch-209500,1
W-Bch-209501,14
W-Bch-209502,255
W-Bch-209508,1
W-Bch-209525,40
W-Bch-209568,179
W-Bch-209579,1
W-Bch-210147,1
W-Bch-210176,14
W-Bch-210186,2
W-Bch-210202,1
W-Bch-210272,1
W-Bch-210299,1
W-Bch-211013,1
W-Bch-211048,1
W-Bch-217262,223
W-Bch-240780,153
W-Bch-241022,233
W-Bch-241042,251
W-Bch-241106,96
W-Bch-241109,274
W-Bch-241128,37
W-Bch-241142,146
W-Bch-241170,200
W-Bch-241171,184
W-Bch-254360,652
W-Bch-345805,191
W-Bch-394860,184
W-Bch-394995,224
W-Bch-394996,198
W-Bch-395017,1
W-Bch-395018,60
W-Bch-395028,16
W-Bch-410816,88
W-Bch-410818,33
W-Bch-410819,88
W-Bch-421890,136
W-Bch-421891,227
W-Bch-421892,220
W-Bch-421893,198
W-Bch-421895,223
W-Bch-421896,103
W-Bch-421897,119
W-Bch-421899,212
W-Bch-421900,201
W-Bch-421901,145
W-Bch-421904,202
W-Bch-421905,117
W-Bch-421908,199
W-Bch-421914,178
W-Bch-421915,209
W-Bch-421921,131
W-Bch-421922,202
W-Bch-421923,134
W-Bch-421924,179
W-Bch-421925,169
W-Bch-421926,237
W-Bch-421927,183
W-Bch-421928,218
W-Bch-421930,159
W-Bch-421931,201
W-Bch-421932,311
W-Bch-421933,93
W-Bch-421934,130
W-Bch-421935,226
W-Bch-421937,141
W-Bch-421938,216
W-Bch-421940,130
W-Bch-421941,66
W-Bch-421944,91
W-Bch-421945,144
W-Bch-421946,111
W-Bch-421947,162
W-Bch-421948,36
W-Bch-421950,267
W-Bch-421951,103
W-Bch-421953,169
W-Bch-421954,199
W-Bch-421957,349
W-Bch-421958,193
W-Bch-421959,236
W-Bch-421960,155
W-Bch-421961,199
W-Bch-421962,210
W-Bch-421964,136
W-Bch-421966,242
W-Bch-421967,157
W-Bch-421969,90
W-Bch-421970,219
W-Bch-421972,163
W-Bch-421973,57
W-Bch-421976,53
W-Bch-421978,39
W-Bch-421982,214
W-Bch-421986,23
W-Bch-421987,101
W-Bch-421990,97
W-Bch-421991,45
W-Bch-421998,234
W-Bch-421999,200
W-Bch-422004,137
W-Bch-422005,25
W-Bch-422007,138
W-Bch-422012,136
W-Bch-422013,172
W-Bch-422014,94
W-Bch-422015,36
W-Bch-422016,88
W-Bch-422018,210
W-Bch-422019,33
W-Bch-422023,208
W-Bch-422024,244
W-Bch-422028,290
W-Bch-422031,77
W-Bch-422032,160
W-Bch-422033,154
W-Bch-422036,141
W-Bch-422037,204
W-Bch-422039,33
W-Bch-422041,70
W-Bch-422042,178
W-Bch-422050,149
W-Bch-422051,161
W-Bch-422053,103
W-Bch-422054,361
W-Bch-422058,144
W-Bch-422059,162
W-Bch-422065,126
W-Bch-422066,131
W-Bch-422067,167
W-Bch-422068,75
W-Bch-422069,93
W-Bch-422070,204
W-Bch-422071,20
W-Bch-422072,134
W-Bch-422075,97
W-Bch-422076,81
W-Bch-422077,77
W-Bch-422078,198
W-Bch-422079,211
W-Bch-422081,149
W-Bch-422083,163
W-Bch-422084,165
W-Bch-422085,47
W-Bch-422086,151
W-Bch-422088,115
W-Bch-422089,223
W-Bch-422093,178
W-Bch-422094,88
W-Bch-422095,204
W-Bch-422097,226
W-Bch-422098,90
W-Bch-422100,96
W-Bch-422104,161
W-Bch-422105,221
W-Bch-422106,55
W-Bch-422107,264
W-Bch-422111,107
W-Bch-422112,160
W-Bch-422116,203
W-Bch-422118,122
W-Bch-422119,237
W-Bch-422124,202
W-Bch-422131,204
W-Bch-422134,195
W-Bch-422136,153
W-Bch-422137,233
W-Bch-422140,61
W-Bch-422141,57
W-Bch-422142,177
W-Bch-422143,175
W-Bch-422145,150
W-Bch-422148,153
W-Bch-422151,216
W-Bch-422153,83
W-Bch-422158,211
W-Bch-422160,173
W-Bch-422163,145
W-Bch-422170,28
W-Bch-422171,195
W-Bch-422172,228
W-Bch-422174,89
W-Bch-422175,206
W-Bch-422177,138
W-Bch-422180,147
W-Bch-422181,195
W-Bch-422187,78
W-Bch-422188,123
W-Bch-422190,58
W-Bch-422194,39
W-Bch-422195,22
W-Bch-440059,55
W-Bch-440093,1
W-Bch-440094,186
W-Bch-440119,1
W-Bch-440133,27
W-Bch-440134,1
W-Bch-440137,9
W-Bch-440180,20
W-Bch-440188,1
W-Bch-440209,2
W-Bch-440253,1
W-Bch-440254,1
W-Bch-440288,289
W-Bch-440289,232
W-Bch-440352,45
W-Bch-440382,255
W-Bch-440384,523
W-Bch-440388,586
W-Bch-440391,2
W-Bch-440405,531
W-Bch-440471,102
W-Bch-440920,1
W-Bch-440939,11
W-Bch-440999,11
W-Bch-441085,10
W-Bch-441333,44
W-Bch-441377,1
W-Bch-441454,1
W-Bch-441457,1
W-Bch-441473,1
W-Bch-441490,156
W-Bch-441503,13
W-Bch-441584,1
W-Bch-441601,140
W-Bch-441602,44
W-Bch-441624,152
W-Bch-441664,159
W-Bch-441698,148
W-Bch-441865,229
W-Bch-441866,240
W-Bch-441885,16
W-Bch-441927,1
W-Bch-441940,73
W-Bch-442074,1
W-Bch-442143,32
W-Bch-442169,187
W-Bch-442171,631
W-Bch-442186,1
W-Bch-442321,1
W-Bch-442367,10
W-Bch-442699,38
W-Bch-442766,3
W-Bch-442772,1
W-Bch-442899,12
W-Bch-443857,1
W-Bch-443859,1
W-Bch-443885,1
W-Bch-443940,167
W-Bch-443955,206
W-Bch-444035,21
W-Bch-444085,1
W-Bch-444088,1
W-Bch-444122,1
W-Bch-444128,1
W-Bch-444374,1
W-Bch-444376,1
W-Bch-444382,49
W-Bch-444383,1
W-Bch-444437,1
W-Bch-444460,1
W-Bch-444462,55
W-Bch-444469,104
W-Bch-444718,1
W-Bch-444772,57
W-Bch-451838,327
W-Bch-557880,51
W-Bch-557899,1
W-Bch-558029,1
W-Bra-104052,510
W-Bra-104061,6
W-Bra-104065,10
W-Bra-104066,488
W-Bra-183339,2414
W-Bra-235369,68
W-Bra-235409,1
W-Bra-235437,17
W-Bra-235549,109
W-Bra-235577,808
W-Bra-235604,1
W-Bra-235615,626
W-Bra-235658,460
W-Bra-235704,37
W-Bry-111061,118
W-Bry-111062,264
W-Bry-111064,195
W-Bry-111067,284
W-Bry-111070,3
W-Bry-111071,45
W-Bry-111072,244
W-Bry-111218,289
W-Bry-111229,51
W-Bry-111265,361
W-Bry-111339,337
W-Bry-111360,268
W-Bry-111389,156
W-Bry-111399,112
W-Bry-111400,360
W-Bry-111411,181
W-Bry-111418,37
W-Bry-111502,111
W-Bry-111512,254
W-Bry-111513,20
W-Bry-111538,251
W-Bry-111600,259
W-Bry-111656,244
W-Bry-111663,235
W-Bry-111695,357
W-Bry-111700,245
W-Bry-111742,179
W-Bry-146844,238
W-Bry-153717,266
W-Bry-173982,283
W-Bry-183031,24
W-Bry-210807,47
W-Bry-216028,188
W-Bry-237815,155
W-Bry-394867,300
W-Bry-396730,252
W-Bry-422258,140
W-Bry-422260,200
W-Bry-422269,244
W-Bry-422270,223
W-Bry-422272,234
W-Bry-422288,194
W-Bry-422293,175
W-Bry-422295,208
W-Bry-422298,204
W-Bry-422317,210
W-Bry-422347,196
W-Bry-422357,160
W-Bry-422360,208
W-Bry-422362,158
W-Bry-422363,152
W-Bry-422368,250
W-Bry-422369,198
W-Bry-422372,224
W-Bry-422377,114
W-Bry-422384,225
W-Bry-422386,338
W-Bry-422387,215
W-Bry-422389,183
W-Bry-422398,95
W-Bry-422407,197
W-Bry-422409,186
W-Bry-422414,119
W-Bry-422421,108
W-Bry-428514,50
W-Bry-469738,81
W-Bry-470224,151
W-Bry-470797,19
W-Bry-471096,9
W-Bry-471970,141
W-Bry-472329,188
W-Bry-472572,172
W-Cep-157858,246
W-Cep-221006,169
W-Cep-266208,90
W-Cep-266212,177
W-Cer-283798,339
W-Cer-283820,108
W-Cha-105414,2830
W-Cha-105415,238
W-Cha-105416,3352
W-Cha-105428,198
W-Cha-105429,350
W-Cha-105430,354
W-Cha-105431,1027
W-Cha-105432,314
W-Cha-105434,363
W-Cha-105435,378
W-Cha-105437,383
W-Cha-105440,656
W-Cha-105441,600
W-Cha-105444,326
W-Cha-105445,1366
W-Cha-105448,152
W-Cha-105464,480
W-Cha-266257,293
W-Cha-266267,29
W-Cha-266268,28
W-Cha-370469,53
W-Cop-104270,107
W-Cop-104273,126
W-Cop-104275,368
W-Cop-104276,266
W-Cop-104294,292
W-Cop-104296,543
W-Cop-104298,363
W-Cop-104299,402
W-Cop-104300,112
W-Cop-104302,404
W-Cop-104303,208
W-Cop-104304,165
W-Cop-104306,122
W-Cop-104311,378
W-Cop-104312,575
W-Cop-104313,189
W-Cop-104342,328
W-Cop-104343,233
W-Cop-104373,233
W-Cop-104390,312
W-Cop-104392,267
W-Cop-104394,119
W-Cop-104422,472
W-Cop-104426,263
W-Cop-104431,286
W-Cop-104432,129
W-Cop-104433,225
W-Cop-104434,455
W-Cop-104437,238
W-Cop-104464,659
W-Cop-104468,523
W-Cop-104469,305
W-Cop-104471,476
W-Cop-104472,371
W-Cop-104473,269
W-Cop-104475,362
W-Cop-104476,381
W-Cop-104481,236
W-Cop-104483,381
W-Cop-104484,224
W-Cop-104486,235
W-Cop-104491,167
W-Cop-104495,638
W-Cop-104496,312
W-Cop-104499,301
W-Cop-104500,233
W-Cop-104502,307
W-Cop-104503,290
W-Cop-104508,314
W-Cop-104509,267
W-Cop-104510,578
W-Cop-104513,414
W-Cop-104542,290
W-Cop-104543,408
W-Cop-104544,248
W-Cop-104545,230
W-Cop-104547,371
W-Cop-104548,295
W-Cop-104549,275
W-Cop-104550,251
W-Cop-104552,963
W-Cop-104553,226
W-Cop-104555,154
W-Cop-104557,305
W-Cop-104561,94
W-Cop-104569,118
W-Cop-104576,211
W-Cop-104580,224
W-Cop-104583,328
W-Cop-104586,258
W-Cop-104595,180
W-Cop-104597,292
W-Cop-104603,108
W-Cop-104607,202
W-Cop-104616,267
W-Cop-104622,162
W-Cop-104627,174
W-Cop-104635,100
W-Cop-104637,412
W-Cop-104639,412
W-Cop-104640,291
W-Cop-104643,301
W-Cop-104646,256
W-Cop-104651,191
W-Cop-104669,365
W-Cop-104670,213
W-Cop-104673,267
W-Cop-104681,698
W-Cop-104684,230
W-Cop-104698,248
W-Cop-104700,236
W-Cop-104723,203
W-Cop-104727,193
W-Cop-104728,234
W-Cop-104733,194
W-Cop-104737,191
W-Cop-104740,213
W-Cop-104743,355
W-Cop-104745,217
W-Cop-104746,213
W-Cop-104779,174
W-Cop-104781,257
W-Cop-104791,149
W-Cop-104792,186
W-Cop-104793,189
W-Cop-104798,129
W-Cop-104807,253
W-Cop-104819,235
W-Cop-104820,238
W-Cop-104821,271
W-Cop-104831,209
W-Cop-104832,206
W-Cop-104833,337
W-Cop-104838,179
W-Cop-104846,105
W-Cop-104851,164
W-Cop-104852,175
W-Cop-104853,247
W-Cop-104856,95
W-Cop-104879,235
W-Cop-104880,371
W-Cop-104881,227
W-Cop-106651,409
W-Cop-106652,756
W-Cop-106654,355
W-Cop-106655,341
W-Cop-106656,1224
W-Cop-106657,360
W-Cop-115509,2940
W-Cop-115521,238
W-Cop-115805,210
W-Cop-115930,194
W-Cop-116041,107
W-Cop-116116,553
W-Cop-116162,289
W-Cop-116204,104
W-Cop-116259,169
W-Cop-116370,219
W-Cop-116382,383
W-Cop-116383,193
W-Cop-116628,172
W-Cop-116665,554
W-Cop-128798,175
W-Cop-128800,314
W-Cop-128811,211
W-Cop-128813,197
W-Cop-128814,220
W-Cop-128893,223
W-Cop-128894,226
W-Cop-128929,125
W-Cop-128938,357
W-Cop-128939,416
W-Cop-128943,735
W-Cop-128944,197
W-Cop-128954,359
W-Cop-129002,171
W-Cop-129038,246
W-Cop-129039,260
W-Cop-129040,226
W-Cop-129041,225
W-Cop-129042,213
W-Cop-129043,213
W-Cop-129045,230
W-Cop-129046,226
W-Cop-129048,211
W-Cop-129052,236
W-Cop-129053,252
W-Cop-129054,240
W-Cop-129055,214
W-Cop-129058,250
W-Cop-129060,225
W-Cop-136003,141
W-Cop-196780,187
W-Cop-211848,254
W-Cop-221287,89
W-Cop-221290,184
W-Cop-237965,555
W-Cop-344706,242
W-Cop-345251,75
W-Cop-345776,224
W-Cop-346101,241
W-Cop-346172,221
W-Cop-346263,207
W-Cop-346358,191
W-Cop-346455,353
W-Cop-346457,338
W-Cop-346605,127
W-Cop-346610,221
W-Cop-348893,187
W-Cop-348896,246
W-Cop-349207,172
W-Cop-354162,195
W-Cop-354873,164
W-Cop-354889,214
W-Cop-355182,201
W-Cop-355923,204
W-Cop-360047,235
W-Cop-360249,174
W-Cop-361259,394
W-Cop-361514,206
W-Crl-283836,152
W-Cte-106358,1958
W-Cte-106360,1373
W-Cte-106362,665
W-Cte-106386,680
W-Cte-106401,290
W-Cte-265211,134
W-Cte-265827,441
W-Cte-265828,536
W-Cub-135279,233
W-Cub-157924,390
W-Cub-288081,248
W-Cub-289378,1227
W-Cum-110470,450
W-Cum-110479,58
W-Cum-110482,17
W-Cum-110483,84
W-Cum-110489,8
W-Cum-110490,49
W-Cum-110500,265
W-Cum-110501,113
W-Cum-110503,62
W-Cum-110504,94
W-Cum-110555,209
W-Cum-110593,124
W-Cum-157810,147
W-Cum-157820,804
W-Cum-157834,102
W-Cum-181661,93
W-Cum-181732,127
W-Cum-181894,31
W-Cum-182122,131
W-Cum-182291,114
W-Cum-182408,220
W-Cum-182476,102
W-Ech-124253,93
W-Ech-124268,336
W-Ech-124270,237
W-Ech-124321,1456
W-Ech-124324,1402
W-Ech-124329,114
W-Ech-124330,264
W-Ech-124331,231
W-Ech-124332,254
W-Ech-124349,152
W-Ech-124364,235
W-Ech-124372,277
W-Ech-124380,256
W-Ech-124392,30
W-Ech-124423,280
W-Ech-158058,246
W-Ech-158062,1083
W-Ech-158065,252
W-Ech-158067,362
W-Ech-160784,464
W-Ech-212453,18
W-Ech-212461,255
W-Ech-212466,1
W-Ech-213375,24
W-Ech-213377,1
W-Ech-213378,1
W-Ech-213380,187
W-Ech-213383,240
W-Ech-213575,1
W-Ech-214456,227
W-Ech-220659,408
W-Ech-240747,223
W-Ech-367846,189
W-Ech-367850,240
W-Ech-367962,211
W-Ech-396741,287
W-Ech-414224,36
W-Ech-422478,231
W-Ech-422480,161
W-Ech-422483,140
W-Ech-422488,176
W-Ech-422489,133
W-Ech-422490,160
W-Ech-422493,149
W-Ech-422494,147
W-Ech-422495,126
W-Ech-422497,192
W-Ech-422498,162
W-Ech-422499,332
W-Ech-422501,229
W-Ech-422502,204
W-Ech-422505,192
W-Ech-422510,192
W-Ech-422511,225
W-Ech-422516,212
W-Ech-422521,235
W-Ech-513060,149
W-Ech-513094,793
W-Ech-513095,5
W-Ech-513138,11
W-Ech-513143,464
W-Ech-513150,224
W-Ech-513165,17
W-Ech-513196,12
W-Ech-513202,271
W-Ech-513215,185
W-Ech-513223,3
W-Ech-513244,27
W-Ech-513245,22
W-Ech-513258,11
W-Ech-513266,17
W-Ech-513346,51
W-Ech-513367,8
W-Ech-513372,30
W-Ech-513378,211
W-Ech-513527,407
W-Ech-532031,86
W-Ech-566966,156
W-Ech-568594,762
W-Ech-569742,381
W-Ech-591102,158
W-For-112488,303
W-For-112495,211
W-For-112496,216
W-For-112498,186
W-For-112525,220
W-For-112564,328
W-For-112613,210
W-For-112620,158
W-For-112643,215
W-For-112664,219
W-For-112674,752
W-For-112772,328
W-For-112815,186
W-For-112849,227
W-For-112864,225
W-For-113085,155
W-For-113169,219
W-For-113219,133
W-For-113257,477
W-For-113259,182
W-For-113296,336
W-For-113478,210
W-For-113634,222
W-For-113697,212
W-For-113957,134
W-For-113968,279
W-For-113974,156
W-For-114016,1205
W-For-114058,227
W-For-114165,761
W-For-114184,190
W-For-114191,182
W-For-114215,70
W-For-163643,41
W-For-418004,216
W-For-466100,143
W-For-491734,262
W-For-723205,348
W-Gtd-114745,109
W-Gtd-114746,116
W-Gtr-114506,96
W-Gtr-114552,129
W-Gtr-114557,119
W-Gtr-114563,121
W-Gtr-114595,95
W-Gtr-114607,38
W-Gtr-114615,212
W-Gtr-114618,134
W-Gtr-114637,79
W-Gtr-114688,92
W-Gtr-114691,79
W-Gtr-114692,223
W-Gtr-154537,124
W-Gtr-247818,49
W-Hex-100803,106
W-Hex-100832,592
W-Hex-100834,477
W-Hex-100838,381
W-Hex-100839,166
W-Hex-100841,11
W-Hex-100842,1427
W-Hex-100854,1166
W-Hex-100862,355
W-Hex-100872,52
W-Hex-100930,131
W-Hex-100933,33
W-Hex-100954,60
W-Hex-100966,5
W-Hex-100982,655
W-Hex-101020,112
W-Hex-220506,15
W-Hex-240753,136
W-Hex-283337,254
W-Hex-283347,137
W-Hex-283377,131
W-Hex-283422,191
W-Hex-283435,213
W-Hex-283440,118
W-Hex-283441,102
W-Hex-283445,139
W-Hex-283678,15
W-Hex-283704,472
W-Hex-288925,42
W-Hex-289169,1
W-Hex-290067,448
W-Hex-290090,1
W-Hex-290758,138
W-Hex-290760,134
W-Hex-395099,203
W-Hex-592997,136
W-Hol-124443,90
W-Hol-124446,117
W-Hol-124452,51
W-Hol-124454,123
W-Hol-124549,329
W-Hol-124612,481
W-Hol-124641,333
W-Hol-124655,351
W-Hol-124710,126
W-Hol-124713,242
W-Hol-124731,277
W-Hol-124765,205
W-Hol-124782,351
W-Hol-148759,130
W-Hol-148822,325
W-Hol-149789,1
W-Hol-152565,1468
W-Hol-158532,212
W-Hol-158534,95
W-Hol-174115,93
W-Hol-208947,125
W-Hol-208956,5
W-Hol-210906,1
W-Hol-210914,1
W-Hol-225684,178
W-Hol-225804,255
W-Hol-225807,165
W-Hol-241347,1490
W-Hol-241780,124
W-Hol-241785,1576
W-Hol-367868,213
W-Hol-422524,222
W-Hol-422525,153
W-Hol-422527,200
W-Hol-422533,42
W-Hol-422535,165
W-Hol-422537,130
W-Hol-422538,80
W-Hol-422542,52
W-Hol-529000,1
W-Hol-529004,227
W-Hol-529305,158
W-Hol-529363,586
W-Hol-529431,65
W-Hol-529459,107
W-Hol-529516,3
W-Hol-529517,56
W-Hol-529559,296
W-Hol-529595,158
W-Hol-529641,54
W-Hol-529651,266
W-Hol-732698,10
W-Hyd-117260,96
W-Hyd-117263,1818
W-Hyd-117266,1327
W-Hyd-117267,1814
W-Hyd-117271,234
W-Hyd-117278,394
W-Hyd-117279,934
W-Hyd-117297,427
W-Hyd-117305,792
W-Hyd-117313,436
W-Hyd-117320,668
W-Hyd-117328,832
W-Hyd-117332,122
W-Hyd-117333,494
W-Hyd-117340,396
W-Hyd-117348,846
W-Hyd-117365,1335
W-Hyd-117366,797
W-Hyd-117367,784
W-Hyd-117368,1296
W-Hyd-117370,708
W-Hyd-117373,1188
W-Hyd-117377,1065
W-Hyd-117378,297
W-Hyd-117380,123
W-Hyd-117382,700
W-Hyd-117385,947
W-Hyd-117386,1018
W-Hyd-117388,1414
W-Hyd-117389,1607
W-Hyd-117393,1474
W-Hyd-117399,1089
W-Hyd-117402,1548
W-Hyd-117411,683
W-Hyd-117413,508
W-Hyd-117420,1403
W-Hyd-117425,466
W-Hyd-117428,292
W-Hyd-117433,244
W-Hyd-117437,366
W-Hyd-117440,397
W-Hyd-117452,717
W-Hyd-117458,1103
W-Hyd-117471,18
W-Hyd-117487,1272
W-Hyd-117491,1222
W-Hyd-117493,159
W-Hyd-117495,88
W-Hyd-117497,1003
W-Hyd-117504,1219
W-Hyd-117506,451
W-Hyd-117516,326
W-Hyd-117517,667
W-Hyd-117536,309
W-Hyd-117538,1009
W-Hyd-117544,1864
W-Hyd-117545,473
W-Hyd-117554,1483
W-Hyd-117555,672
W-Hyd-117558,237
W-Hyd-117561,505
W-Hyd-117562,1171
W-Hyd-117567,928
W-Hyd-117568,329
W-Hyd-117587,133
W-Hyd-117588,1763
W-Hyd-117591,1079
W-Hyd-117597,1640
W-Hyd-117598,521
W-Hyd-117606,1845
W-Hyd-117607,346
W-Hyd-117616,275
W-Hyd-117617,2082
W-Hyd-117622,679
W-Hyd-117628,950
W-Hyd-117630,618
W-Hyd-117632,131
W-Hyd-117635,984
W-Hyd-117644,273
W-Hyd-117673,116
W-Hyd-117679,1351
W-Hyd-117681,507
W-Hyd-117688,180
W-Hyd-117690,2410
W-Hyd-117691,384
W-Hyd-117692,1517
W-Hyd-117699,739
W-Hyd-117702,2909
W-Hyd-117725,455
W-Hyd-117728,1138
W-Hyd-117737,244
W-Hyd-117743,1435
W-Hyd-117751,25
W-Hyd-117755,1322
W-Hyd-117766,370
W-Hyd-117768,851
W-Hyd-117778,967
W-Hyd-117781,419
W-Hyd-117782,618
W-Hyd-117784,310
W-Hyd-117791,363
W-Hyd-117802,560
W-Hyd-117820,683
W-Hyd-117821,783
W-Hyd-117824,1000
W-Hyd-117835,392
W-Hyd-117839,230
W-Hyd-117848,1345
W-Hyd-117849,2507
W-Hyd-117851,312
W-Hyd-117854,1368
W-Hyd-117856,1131
W-Hyd-117860,1989
W-Hyd-117862,753
W-Hyd-117864,454
W-Hyd-117865,966
W-Hyd-117867,223
W-Hyd-117870,2291
W-Hyd-117871,597
W-Hyd-117873,1523
W-Hyd-117877,146
W-Hyd-117879,261
W-Hyd-117886,365
W-Hyd-117887,883
W-Hyd-117889,449
W-Hyd-117890,622
W-Hyd-117902,465
W-Hyd-117906,1643
W-Hyd-117909,2225
W-Hyd-117914,589
W-Hyd-117915,806
W-Hyd-117924,87
W-Hyd-117925,1311
W-Hyd-117926,110
W-Hyd-117929,1614
W-Hyd-117930,115
W-Hyd-117932,1188
W-Hyd-117940,1061
W-Hyd-117945,502
W-Hyd-117962,187
W-Hyd-117964,240
W-Hyd-117965,353
W-Hyd-117970,1695
W-Hyd-117978,508
W-Hyd-117981,719
W-Hyd-117982,266
W-Hyd-117988,1105
W-Hyd-117994,1879
W-Hyd-117998,980
W-Hyd-135278,1210
W-Hyd-135403,1450
W-Hyd-135404,943
W-Hyd-135407,495
W-Hyd-135417,1531
W-Hyd-135419,1035
W-Hyd-135420,1046
W-Hyd-135423,1305
W-Hyd-135426,1370
W-Hyd-135427,954
W-Hyd-135429,1123
W-Hyd-135433,867
W-Hyd-135439,1182
W-Hyd-135440,123
W-Hyd-135441,1125
W-Hyd-135445,946
W-Hyd-135446,946
W-Hyd-135447,819
W-Hyd-135448,1296
W-Hyd-135449,941
W-Hyd-135451,231
W-Hyd-135455,1299
W-Hyd-135470,1018
W-Hyd-135471,520
W-Hyd-135484,1024
W-Hyd-135495,1026
W-Hyd-135504,1003
W-Hyd-150648,332
W-Hyd-151860,1109
W-Hyd-157917,837
W-Hyd-157919,1020
W-Hyd-157947,1487
W-Hyd-157951,1122
W-Hyd-158188,946
W-Hyd-174252,1043
W-Hyd-174752,1354
W-Hyd-174810,10
W-Hyd-183068,238
W-Hyd-196554,414
W-Hyd-196555,1309
W-Hyd-196556,971
W-Hyd-210726,295
W-Hyd-210730,1
W-Hyd-212905,351
W-Hyd-220571,10
W-Hyd-220585,454
W-Hyd-220588,422
W-Hyd-220593,162
W-Hyd-221101,222
W-Hyd-221103,113
W-Hyd-221197,450
W-Hyd-221202,436
W-Hyd-221205,696
W-Hyd-221219,358
W-Hyd-221236,81
W-Hyd-221241,502
W-Hyd-225737,124
W-Hyd-231751,1321
W-Hyd-284022,357
W-Hyd-284049,388
W-Hyd-284054,222
W-Hyd-284059,279
W-Hyd-284077,294
W-Hyd-284079,150
W-Hyd-284094,189
W-Hyd-284095,221
W-Hyd-284128,70
W-Hyd-284139,293
W-Hyd-284154,132
W-Hyd-284234,302
W-Hyd-284249,159
W-Hyd-284292,148
W-Hyd-284329,296
W-Hyd-284355,481
W-Hyd-284368,387
W-Hyd-284378,311
W-Hyd-284592,321
W-Hyd-284646,867
W-Hyd-284663,910
W-Hyd-284671,299
W-Hyd-284695,151
W-Hyd-284710,312
W-Hyd-284722,316
W-Hyd-284749,742
W-Hyd-284816,291
W-Hyd-284921,245
W-Hyd-284975,338
W-Hyd-284982,767
W-Hyd-285025,319
W-Hyd-285055,224
W-Hyd-285111,116
W-Hyd-285115,504
W-Hyd-285201,285
W-Hyd-285218,675
W-Hyd-285265,753
W-Hyd-285266,985
W-Hyd-285299,159
W-Hyd-285431,288
W-Hyd-285480,486
W-Hyd-285494,326
W-Hyd-285502,469
W-Hyd-285553,140
W-Hyd-285712,87
W-Hyd-285781,110
W-Hyd-285782,58
W-Hyd-285791,157
W-Hyd-285793,10
W-Hyd-285794,344
W-Hyd-285807,106
W-Hyd-285822,86
W-Hyd-285850,102
W-Hyd-285860,137
W-Hyd-285868,505
W-Hyd-285873,426
W-Hyd-285877,103
W-Hyd-285879,41
W-Hyd-285880,130
W-Hyd-285884,22
W-Hyd-285889,225
W-Hyd-285891,1
W-Hyd-285894,196
W-Hyd-285905,310
W-Hyd-285930,43
W-Hyd-285941,358
W-Hyd-285951,284
W-Hyd-287252,83
W-Hyd-287297,357
W-Hyd-287322,518
W-Hyd-287421,264
W-Hyd-287481,837
W-Hyd-287500,5
W-Hyd-287501,2
W-Hyd-287506,3
W-Hyd-287753,387
W-Hyd-288325,180
W-Hyd-288336,154
W-Hyd-289260,218
W-Hyd-289361,217
W-Hyd-289899,198
