taxon_id,taxon_authority,n_ds,ms_merge,sp_cat,mdl_seq,scientific_name,common_name,worms_id,redlist_code,extrisk_code,er_score,is_mmpa,is_mbta,is_bcc,worms_is_marine,worms_is_extinct,esa_code,esa_source,is_ok
137094,worms,4,NA,mammal,26876,Delphinus delphis,common dolphin,137094,LC,NMFS:LC,20,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
139045,worms,1,NA,invertebrate,109,Diacria trispinosa,three-spine cavoline,139045,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
173969,worms,1,NA,other,320,Styela squamosa,NA,173969,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
119921,worms,1,NA,invertebrate,631,Eucopia unguiculata,NA,119921,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
140577,worms,1,NA,invertebrate,703,Nuculana minuta,minute nutclam,140577,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
157583,worms,1,NA,other,719,Syllis cornuta,NA,157583,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
467467,worms,1,NA,invertebrate,732,Musculus glacialis,Corrugate mussel,467467,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
156103,worms,1,NA,coral,734,Gersemia rubiformis,red soft coral,156103,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
130500,worms,1,NA,other,736,Ophelina acuminata,NA,130500,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
103579,worms,1,NA,other,743,Diplosoma listerianum,Lister's didemnid,103579,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
100842,worms,1,NA,coral,841,Glandulactis spetsbergensis,Spitsberg sea anemone,100842,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
105863,worms,4,NA,fish,26875,Amblyraja hyperborea,arctic skate,105863,LC,IUCN:LC,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
130677,worms,1,NA,other,973,Phyllodoce madeirensis,NA,130677,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
268130,worms,1,NA,other,1110,Iasis cylindrica,NA,268130,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
135130,worms,1,NA,coral,1142,Anomocora fecunda,NA,135130,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
117887,worms,1,NA,invertebrate,1153,Dynamena disticha,NA,117887,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
138838,worms,1,NA,invertebrate,1169,Atlanta peronii,Peron's sea butterfly,138838,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
130644,worms,1,NA,other,1236,Eumida sanguinea,blood-colored phyllodocid worm,130644,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
393739,worms,1,NA,invertebrate,1293,Mimachlamys gloriosa,NA,393739,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
1056519,worms,1,NA,invertebrate,1403,Robustosergia regalis,NA,1056519,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
1491000,worms,1,NA,other,1594,Scoletoma laurentiana,NA,1491000,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
391795,worms,1,NA,invertebrate,1938,Delectopecten vancouverensis,Randolph scallop,391795,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
150520,worms,1,NA,invertebrate,2025,Nymphon brevirostre,elegant sea spider,150520,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
344596,worms,1,NA,invertebrate,2078,Rhabdus rectius,straight tuskshell,344596,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
146733,worms,1,NA,invertebrate,2182,Boreotrophon truncatus,bobtail trophon,146733,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
405962,worms,1,NA,invertebrate,2187,Diacavolinia longirostris,shelled pteropod,405962,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
181381,worms,1,NA,invertebrate,2328,Histioteuthis reversa,reverse jewell squid,181381,LC,IUCN:LC,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
105858,worms,4,NA,fish,26874,Mobula mobular,devil ray,105858,CR,IUCN:CR,50,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
504512,worms,1,NA,invertebrate,2501,Glycymeris septentrionalis,northern bittersweet,504512,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
420751,worms,1,NA,invertebrate,2608,Limaria pellucida,Antillean fileclam,420751,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
606421,worms,1,NA,invertebrate,2620,Kurtiella tumida,robust mysella,606421,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
344520,worms,1,NA,invertebrate,2668,Paradentalium americanum,American tuskshell,344520,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
334162,worms,1,NA,other,2703,Nereiphylla castanea,NA,334162,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
240357,worms,1,NA,invertebrate,2728,Tanystylum duospinum,NA,240357,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
157504,worms,1,NA,other,2737,Notomastus hemipodus,NA,157504,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
160102,worms,1,NA,invertebrate,2748,Astyris lunata,lunar dovesnail,160102,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
135144,worms,1,NA,coral,2825,Caryophyllia (Caryophyllia) smithii,Devonshire cup coral,135144,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
216636,worms,1,NA,invertebrate,2827,Hyotissa hyotis,giant honeycomb oyster,216636,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
450005,worms,1,NA,invertebrate,2830,Provanna laevis,NA,450005,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
105444,worms,1,NA,other,2905,Pseudosagitta lyra,NA,105444,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
106235,worms,1,NA,invertebrate,3211,Chelonibia testudinaria,turtle barnacle,106235,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
104548,worms,1,NA,invertebrate,3292,Subeucalanus subcrassus,NA,104548,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
156924,worms,1,NA,invertebrate,3301,Ostrea equestris,crested oyster,156924,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
393783,worms,1,NA,invertebrate,3314,Lindapecten muscosus,mossy scallop,393783,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
132277,worms,1,NA,invertebrate,3333,Clathrina coriacea,white lace sponge,132277,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
456588,worms,1,NA,invertebrate,3471,Lottia digitalis,ribbed Limpet,456588,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
440094,worms,1,NA,invertebrate,3526,Metadromia wilsoni,Wilson's sponge crab,440094,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
420957,worms,1,NA,invertebrate,3551,Pitarenus cordatus,corded pitar,420957,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
420653,worms,1,NA,invertebrate,3648,Amphioctopus burryi,brown-striped octopus,420653,LC,IUCN:LC,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
141866,worms,1,NA,invertebrate,3690,Leucosyrinx verrillii,NA,141866,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
156961,worms,1,NA,invertebrate,3735,Petricolaria pholadiformis,false angelwing,156961,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
513378,worms,1,NA,invertebrate,3751,Lytechinus pictus,white sea urchin,513378,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
178648,worms,1,NA,invertebrate,3851,Astropecten cingulatus,NA,178648,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
328104,worms,1,NA,other,3877,Glycera brevicirris,NA,328104,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
291119,worms,4,NA,coral,26896,Stephanocoenia intersepta,blushing star coral,291119,NT,IUCN:NT,2,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
125371,worms,1,NA,coral,3911,Acanella arbuscula,bonsai bamboo coral,125371,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
419784,worms,1,NA,invertebrate,3967,Semicassis granulata,grooved helmet,419784,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
158491,worms,1,NA,invertebrate,4013,Astropecten articulatus,royal sea star,158491,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
422269,worms,1,NA,other,4095,Nellia tenella,NA,422269,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
420731,worms,1,NA,invertebrate,4259,Tucetona pectinata,comb bittersweet,420731,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
420747,worms,1,NA,invertebrate,4260,Ctenoides scaber,Atlantic rough file shell,420747,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
419723,worms,1,NA,invertebrate,4566,Macrocypraea zebra,measled cowrie,419723,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
505839,worms,1,NA,invertebrate,4658,Corbula dietziana,NA,505839,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
594422,worms,1,NA,invertebrate,4702,Peltodoris nobilis,Pacific sea-lemon,594422,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
419487,worms,1,NA,invertebrate,4753,Eulithidium thalassicola,turtlegrass pheasant,419487,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
381240,worms,1,NA,invertebrate,4797,Acrosterigma magnum,magnum pricklycockle,381240,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
420788,worms,1,NA,invertebrate,4834,Ctena orbiculata,dwarf tiger lucine,420788,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
290819,worms,1,NA,coral,4986,Plexaurella nutans,giant slit-pore sea rod,290819,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
420051,worms,1,NA,invertebrate,5084,Triplofusus giganteus,Florida horse conch,420051,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
421791,worms,1,NA,invertebrate,5163,Processa guyanae,thinfoot night shrimp,421791,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
504908,worms,1,NA,invertebrate,5498,Glans carpenteri,Carpenter carditid,504908,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
290083,worms,4,NA,coral,26895,Helioseris cucullata,sunray lettuce coral,290083,CR,IUCN:CR,50,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
225681,worms,4,NA,invertebrate,26893,Cardus crucifer,NA,225681,LC,IUCN:LC,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
221006,worms,1,NA,other,5604,Asymmetron lucayanum,NA,221006,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
531851,worms,1,NA,invertebrate,5752,Lobatus raninus,hawkwing conch,531851,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
344342,worms,1,NA,invertebrate,5913,Gadila dominguensis,NA,344342,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
332712,worms,1,NA,other,5952,Clymenella mucosa,NA,332712,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
419722,worms,1,NA,invertebrate,5972,Macrocypraea cervus,Atlantic deer cowrie,419722,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
289807,worms,4,NA,coral,26894,Dichocoenia stokesii,pineapple coral,289807,VU,FWS:LC,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
421619,worms,1,NA,invertebrate,6146,Lycaea bovallii,NA,421619,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
558810,worms,1,NA,invertebrate,6218,Chicoreus florifer,flowery lace murex,558810,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
581816,worms,1,NA,invertebrate,6244,Doris montereyensis,Monterey dorid,581816,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
419566,worms,1,NA,invertebrate,6380,Littoraria irrorata,marsh periwinkle,419566,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
160363,worms,1,NA,invertebrate,6541,Marshallora nigrocincta,black-line triphora,160363,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
555171,worms,1,NA,invertebrate,6620,Eucorys bartschi,giant false-tun,555171,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
130130,worms,1,NA,other,6713,Glycera tridactyla,glycerine worm,130130,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
283441,worms,1,NA,coral,7250,Urticina coriacea,stubby rose anemone,283441,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
140015,worms,1,NA,invertebrate,7297,Siphonodentalium lobatum,lobate toothshell,140015,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
393900,worms,1,NA,invertebrate,7330,Pecten excavatus,NA,393900,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
394071,worms,1,NA,invertebrate,7475,Euvola laurentii,Laurent's scallop,394071,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
879801,worms,1,NA,invertebrate,7610,Johnsonella fausta,faust tellin,879801,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
506095,worms,1,NA,invertebrate,7839,Modiolatus flavidus,NA,506095,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
382881,worms,1,NA,invertebrate,7949,Justitia longimana,gibbon furrow lobster,382881,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE
529402,worms,1,NA,invertebrate,8320,Holothuria (Mertensiothuria) hilla,Tiger Tail,529402,LC,IUCN:LC,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
208125,worms,1,NA,invertebrate,8374,Coralliophila violacea,purple coral snail,208125,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
444087,worms,1,NA,invertebrate,8427,Cyclodius obscurus,NA,444087,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE
210759,worms,1,NA,invertebrate,8433,Bohadschia vitiensis,brown sandfish,210759,DD,IUCN:DD,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
506176,worms,1,NA,invertebrate,8469,Septifer cumingii,NA,506176,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
216923,worms,1,NA,invertebrate,8641,Polinices mammilla,pear-shaped moon snail,216923,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
440093,worms,1,NA,invertebrate,8755,Lewindromia unidentata,NA,440093,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
758985,worms,1,NA,invertebrate,8797,Hyotissa inermis,imbricate oyster,758985,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
207824,worms,1,NA,invertebrate,8814,Pascahinnites coruscans,NA,207824,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
527780,worms,1,NA,invertebrate,8921,Pustularia bistrinotata,triple-spotted cowrie,527780,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
207470,worms,4,NA,coral,26892,Leptastrea purpurea,crust coral,207470,LC,IUCN:LC,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
420872,worms,1,NA,invertebrate,9031,Laciolina laevigata,smooth tellin,420872,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
507668,worms,1,NA,invertebrate,9032,Globivenus toreuma,embossed venus,507668,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
511782,worms,1,NA,invertebrate,9070,Euplica varians,NA,511782,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
527557,worms,1,NA,invertebrate,9118,Stomatella auricula,variable Stomatella,527557,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
476533,worms,1,NA,invertebrate,9147,Monoplex pilearis,common hairy triton,476533,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
467822,worms,1,NA,invertebrate,9280,Hippa marmorata,Pacific mole crab,467822,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE
511781,worms,1,NA,invertebrate,9467,Euplica turturina,turtle dove shell,511781,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
206954,worms,4,NA,coral,26878,Pocillopora verrucosa,cauliflower coral,206954,EN,FWS:LC,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
207044,worms,4,NA,coral,26884,Acropora hyacinthus,hyacinth table coral,207044,EN,IUCN:EN,25,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
216300,worms,1,NA,invertebrate,9564,Euchelus atratus,blackish margarite,216300,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
218706,worms,1,NA,fish,9725,Kyphosus vaigiensis,brassy chub,218706,LC,IUCN:LC,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
207363,worms,4,NA,coral,26891,Herpolitha limax,striate boomerang coral,207363,LC,IUCN:LC,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
209403,worms,1,NA,fish,9997,Fowleria variegata,variegated cardinalfish,209403,LC,IUCN:LC,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
207046,worms,4,NA,coral,26885,Acropora microphthalma,small staghorn species,207046,EN,IUCN:EN,25,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
207074,worms,4,NA,coral,26886,Acropora loripes,bluetip coral,207074,EN,IUCN:EN,25,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
207271,worms,4,NA,coral,26889,Psammocora profundacella,NA,207271,LC,IUCN:LC,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
207267,worms,4,NA,coral,26888,Psammocora contigua,branched sandpaper coral,207267,LC,IUCN:NT,2,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
1819191,worms,1,NA,invertebrate,10311,Maculastrombus mutabilis,mutable conch,1819191,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
213508,worms,1,NA,invertebrate,10486,Asaphis violascens,violet asphis,213508,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
207006,worms,4,NA,coral,26880,Acropora horrida,blue staghorn,207006,EN,FWS:LC,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE
142001,worms,1,NA,invertebrate,10565,Yoldiella lenticula,lenticulate yoldia,142001,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE
382989,worms,1,NA,invertebrate,10604,Stereomastis aculeata,NA,382989,LC,IUCN:LC,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE
210914,worms,1,NA,invertebrate,10762,Stichopus horrens,Selenka's sea cucumber,210914,DD,IUCN:DD,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
341786,worms,1,NA,invertebrate,10766,Argonauta nouryi,rough-keeled argonaut,341786,LC,IUCN:LC,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
1544948,worms,1,NA,invertebrate,10844,Alcockdromia fallax,NA,1544948,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
207000,worms,4,NA,coral,26879,Acropora robusta,green robusta,207000,EN,IUCN:EN,25,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
207083,worms,4,NA,coral,26887,Acropora abrotanoides,Pacific elkhorn coral,207083,EN,IUCN:EN,25,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE
221011,worms,1,NA,invertebrate,10966,Arete indicus,NA,221011,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE
180992,worms,1,NA,invertebrate,11028,Sabia conica,conic cup-and-saucer,180992,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE
207040,worms,4,NA,coral,26883,Acropora selago,NA,207040,EN,IUCN:EN,25,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
367661,worms,1,NA,invertebrate,11086,Diogenes pallescens,NA,367661,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE
216711,worms,1,NA,invertebrate,11457,Clypeomorus batillariaeformis,necklace cerith,216711,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
444090,worms,1,NA,invertebrate,11519,Cyclodius ungulatus,NA,444090,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE
234208,worms,1,NA,invertebrate,11532,Testudinalia testudinalis,common tortoiseshell limpet,234208,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE
419695,worms,1,NA,invertebrate,11538,Strombus pugilis,fighting conch,419695,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
275218,worms,1,NA,fish,11691,Syngnathus californiensis,kelp pipefish,275218,LC,IUCN:LC,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
1433335,worms,1,NA,invertebrate,11700,Antalis antillarum,Antillean tuskshell,1433335,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE
430655,worms,4,NA,coral,26898,Acropora speciosa,Coral (Acropora speciosa),430655,VU,NMFS:TN,50,FALSE,FALSE,FALSE,TRUE,NA,TN,ch_nmfs,FALSE
381353,worms,1,NA,invertebrate,12706,Vasticardium pectiniforme,Pacific yellow cockle,381353,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE
1609219,worms,1,NA,invertebrate,12768,Trapezionida oritea,NA,1609219,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE
530879,worms,1,NA,invertebrate,12792,Bistolida ursellus,little bear cowrie,530879,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
381317,worms,1,NA,invertebrate,12842,Vasticardium angulatum,angulate cockle,381317,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
832052,worms,1,NA,invertebrate,12843,Vaginella depressa,NA,832052,NA,NA,1,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,FALSE
213178,worms,1,NA,invertebrate,13253,Stellaster childreni,NA,213178,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE
530893,worms,1,NA,invertebrate,13343,Chelycypraea testudinaria,turtle cowry,530893,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
219873,worms,1,NA,fish,13486,Abalistes stellatus,Starry triggerfish,219873,LC,IUCN:LC,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
1417647,worms,1,NA,invertebrate,13587,Myurellopsis kilburni,fly spotted auger,1417647,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
535368,worms,1,NA,invertebrate,13633,Striatobalanus tenuis,NA,535368,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
246758,worms,1,NA,invertebrate,13964,Comatella stelligera,NA,246758,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
723698,worms,1,NA,invertebrate,13973,Miyakella nepa,smalleyed squillid mantis shrimp,723698,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE
207885,worms,1,NA,invertebrate,14095,Spondylus squamosus,scaly thorny oyster,207885,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
216739,worms,1,NA,invertebrate,14163,Bistolida stolida,stolid cowrie,216739,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
216882,worms,1,NA,invertebrate,14165,Palmadusta asellus,asellus cowrie,216882,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
216896,worms,1,NA,invertebrate,14167,Trivirostra oryza,NA,216896,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
434315,worms,1,NA,invertebrate,14215,Macteola interrupta,NA,434315,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
529730,worms,1,NA,invertebrate,14262,Erronea cylindrica,NA,529730,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
531859,worms,1,NA,invertebrate,14265,Tridentarius dentatus,Samar conch,531859,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
577124,worms,1,NA,invertebrate,14295,Graphicomassa ligula,NA,577124,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
734483,worms,1,NA,invertebrate,14313,Gymnodoris impudica,Orange-bobble Gobble Dorid,734483,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
207007,worms,4,NA,coral,26881,Acropora muricata,NA,207007,EN,IUCN:EN,25,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
766865,worms,4,NA,coral,26900,Psammocora exesa,wrinkle coral,766865,LC,IUCN:LC,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
716608,worms,4,NA,coral,26899,Danafungia horrida,spiny mushroom coral,716608,LC,IUCN:LC,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE
504517,worms,1,NA,invertebrate,14490,Glycymeris tenuicostata,NA,504517,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE
