is_ok,component,common_name,scientific_name,redlist_code_max,extrisk_code,er_score,is_mmpa,is_mbta,is_bcc,worms_is_marine,worms_is_extinct,n_datasets,taxon_authority,taxon_id,model_id
TRUE,invertebrate,NA,Nausithoe atlantica,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,135284,2335
TRUE,invertebrate,NA,Euphausia gibboides,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,110684,2319
TRUE,invertebrate,NA,Labidocera scotti,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,346610,4487
TRUE,invertebrate,NA,Fustiaria liodon,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,344261,5258
TRUE,invertebrate,NA,Garymunida longipes,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,1605816,4899
TRUE,invertebrate,NA,Amphiura carchara,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,242906,2318
TRUE,invertebrate,NA,Rossia moelleri,LC,IUCN:LC,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,156383,2317
TRUE,invertebrate,NA,Fissidentalium capillosum,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,139536,2316
TRUE,invertebrate,NA,Vokesimurex tryoni,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,405234,5261
TRUE,invertebrate,NA,Clytia kincaidi,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,284368,2315
TRUE,invertebrate,NA,Crepidula depressa,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,419703,12415
TRUE,invertebrate,NA,Axelella smithii,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,420189,5263
TRUE,invertebrate,NA,Lepetodrilus cristatus,NT,IUCN:NT,2,FALSE,FALSE,FALSE,TRUE,NA,1,worms,449970,2308
TRUE,invertebrate,NA,Acteon melampoides,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,159968,2307
TRUE,invertebrate,NA,Paraphronima crassipes,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,236596,2306
TRUE,invertebrate,NA,Stylaster duchassaingi,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,285873,2302
TRUE,invertebrate,NA,Sertularella gayi,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,117902,2291
TRUE,invertebrate,NA,Skogsbergia lerneri,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,421167,5267
TRUE,invertebrate,NA,Oithona nana,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,106651,2290
TRUE,invertebrate,NA,Cryptodromia tumida,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,440059,7786
TRUE,invertebrate,NA,Nymphon longitarse,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,134696,2287
TRUE,invertebrate,NA,Allosergestes pestafer,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,514113,2284
TRUE,invertebrate,NA,Altelatipes carinatus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,514088,2281
TRUE,invertebrate,NA,Salenocidaris miliaris,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,513527,2277
TRUE,invertebrate,NA,Sicyonia inflexa,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,377634,5277
TRUE,invertebrate,NA,Primno abyssalis,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,421603,2276
TRUE,invertebrate,NA,Phosinella sagraiana,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,1348984,11756
TRUE,invertebrate,NA,Parvamussium multiliratum,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,390675,2273
TRUE,invertebrate,NA,Chauliodoniscus armadilloides,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,259750,2271
TRUE,invertebrate,NA,Bathynectes maravigna,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,107377,2231
TRUE,invertebrate,NA,Graptacme semistriata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,344517,2267
TRUE,invertebrate,NA,Homola minima,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,421895,4652
TRUE,invertebrate,NA,Elasmopus pectenicrus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,102802,5281
TRUE,invertebrate,NA,Ptychogena crocea,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,117727,660
TRUE,invertebrate,NA,Concarnes concavus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,421490,5282
TRUE,invertebrate,NA,Coronaster briareus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,178807,5283
TRUE,invertebrate,NA,Deilocerus perpusillus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,421908,5284
TRUE,invertebrate,NA,Lucicutia clausi,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,104595,5286
TRUE,invertebrate,NA,Chelarctus cultrifer,LC,IUCN:LC,1,FALSE,FALSE,FALSE,TRUE,FALSE,3,worms,382946,NA
TRUE,invertebrate,NA,Gaetanus kruppii,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,104309,5287
TRUE,invertebrate,NA,Periclimenaeus maxillulidens,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,421699,2266
TRUE,invertebrate,NA,Thysanoessa raschii,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,110711,661
TRUE,invertebrate,NA,Melanodrymia aurantiaca,NT,IUCN:NT,2,FALSE,FALSE,FALSE,TRUE,NA,1,worms,449983,2262
TRUE,invertebrate,NA,Paranymphon spinosum,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,134632,2259
TRUE,invertebrate,NA,Teinostoma cocolitoris,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,419675,5290
TRUE,invertebrate,NA,Metaxia rugulosa,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,419911,5291
TRUE,invertebrate,NA,Triphora lilacina,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,419927,5292
TRUE,invertebrate,NA,Rhopalonema funerarium,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,117864,2257
TRUE,invertebrate,NA,Ectinosoma melaniceps,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,116041,7789
TRUE,invertebrate,NA,Natatolana laewilla,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,256680,12839
TRUE,invertebrate,NA,Brachydiastylis resima,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,110470,2255
TRUE,invertebrate,NA,Crypthelia fragilis,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,285782,4654
TRUE,invertebrate,NA,Desmapsamma anchorata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,169121,5297
TRUE,invertebrate,NA,Haloptilus oxycephalus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,104434,2254
TRUE,invertebrate,NA,Philocheras gorei,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,421810,4900
TRUE,invertebrate,NA,Pachydermia laevis,NT,IUCN:NT,2,FALSE,FALSE,FALSE,TRUE,NA,1,worms,449994,2252
TRUE,invertebrate,NA,Calliotropis infundibulum,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,160150,2251
TRUE,invertebrate,NA,Haloptilus acutifrons,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,104422,2250
TRUE,invertebrate,NA,Themisto libellula,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,156452,5308
TRUE,invertebrate,NA,Hyssura bacescui,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,255518,5310
TRUE,invertebrate,NA,Bythograea microps,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,440288,2249
TRUE,invertebrate,NA,Cadulus platensis,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,344293,5312
TRUE,invertebrate,NA,Lasaea undulata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,592749,11964
TRUE,invertebrate,NA,Cerodrillia perryae,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,420293,5313
TRUE,invertebrate,NA,Pilsbryspira nodata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,420411,5314
TRUE,invertebrate,NA,Euchirella curticauda,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,104299,2247
TRUE,invertebrate,NA,Axinyssa ambrosia,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,165739,5315
TRUE,invertebrate,NA,Lepetodrilus pustulosus,NT,IUCN:NT,2,FALSE,FALSE,FALSE,TRUE,NA,1,worms,449978,2244
TRUE,invertebrate,NA,Bathypalaemonella serratipalma,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,107547,2238
TRUE,invertebrate,NA,Ventrilia tenera,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,1492655,4656
TRUE,invertebrate,NA,Apostichopus parvimensis,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,529435,11872
TRUE,invertebrate,NA,Thyraplax cooki,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,440999,7787
TRUE,invertebrate,NA,Synalpheus bousfieldi,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,421753,5322
TRUE,invertebrate,NA,Synalpheus agelas,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,421750,5323
TRUE,invertebrate,NA,Pagurus defensus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,366679,5324
TRUE,invertebrate,NA,Undeuchaeta major,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,104342,2195
TRUE,invertebrate,NA,Dynamena quadridentata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,117889,2221
TRUE,invertebrate,NA,Neolithodes brodiei,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,509196,12041
TRUE,invertebrate,NA,Holothuria (Holothuria) dakarensis,LC,IUCN:LC,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,124495,5329
TRUE,invertebrate,NA,Ammothella exornata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,240410,7764
TRUE,invertebrate,NA,Diacria maculata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,729881,2215
TRUE,invertebrate,NA,Colomastix falcirama,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,421455,5333
TRUE,invertebrate,NA,Eurythenes obesus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,102564,2212
TRUE,invertebrate,NA,Gammarus tigrinus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,102296,7783
TRUE,invertebrate,NA,Merga violacea,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,221197,2209
TRUE,invertebrate,NA,Halocypris inflata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,127794,2204
TRUE,invertebrate,NA,Sapphirina intestinata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,129048,5338
TRUE,invertebrate,NA,Gaetanus miles,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,104311,2203
TRUE,invertebrate,NA,Lensia challengeri,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,287252,5340
TRUE,invertebrate,NA,Diphasia digitalis,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,220585,2199
TRUE,invertebrate,NA,Cytaeis tetrastyla,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,117506,2198
TRUE,invertebrate,NA,Phrosina semilunata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,103273,2197
TRUE,invertebrate,NA,Haliclona (Reniera) mucifibrosa,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,166617,7782
TRUE,invertebrate,NA,Sicyonia parri,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,377647,2089
TRUE,invertebrate,NA,Triconia conifera,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,128957,2192
TRUE,invertebrate,NA,Anoplodactylus californicus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,134716,2189
TRUE,invertebrate,NA,Eurypon clavatum,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,133107,2188
TRUE,invertebrate,NA,Forestiana granulata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,881735,12669
TRUE,invertebrate,NA,Psathyrocaris infirma,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,107680,5357
TRUE,invertebrate,NA,Benthomangelia antonia,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,139222,2186
TRUE,invertebrate,NA,Gymnobela agassizii,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,433946,2170
TRUE,invertebrate,NA,Neogonodactylus oerstedii,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,408949,5359
TRUE,invertebrate,NA,Lensia subtiloides,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,135440,2169
TRUE,invertebrate,NA,Laodicea undulata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,117725,2168
TRUE,invertebrate,NA,Siratus articulatus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,405261,12103
TRUE,invertebrate,NA,Eccliseogyra nitida,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,139712,2162
TRUE,invertebrate,NA,Amphioplus coniortodes,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,242765,7563
TRUE,invertebrate,NA,Periclimenaeus bredini,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,421696,2161
TRUE,invertebrate,NA,Deosergestes henseni,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,514121,2160
TRUE,invertebrate,NA,Leptochelia dubia,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,819866,2159
TRUE,invertebrate,NA,Paracaprella pusilla,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,211364,4324
TRUE,invertebrate,NA,Lestrigonus latissimus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,236569,5370
TRUE,invertebrate,NA,Parametopella texensis,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,421538,5371
TRUE,invertebrate,NA,Poraniella echinulata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,178205,5372
TRUE,invertebrate,NA,Ophiolamina eprae,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,238164,2158
TRUE,invertebrate,NA,Clythrocerus nitidus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,345805,5373
TRUE,invertebrate,NA,Botrynema brucei ellinorae,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,1645582,2157
TRUE,invertebrate,NA,Nymphopsis duodorsospinosa,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,240356,2151
TRUE,invertebrate,NA,Hymenopenaeus doris,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,377450,667
TRUE,invertebrate,NA,Cyclaspis pustulata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,181732,5377
TRUE,invertebrate,NA,Cladocarpus obliquus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,284094,5378
TRUE,invertebrate,NA,Sertularella diaphana,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,285502,2147
TRUE,invertebrate,NA,Xylophaga clenchi,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,507043,2144
TRUE,invertebrate,NA,Pseudopallene circularis,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,134655,784
TRUE,invertebrate,NA,Stylocheiron carinatum,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,110701,2131
TRUE,invertebrate,NA,Neocalanus gracilis,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,104471,2128
TRUE,invertebrate,NA,Eurytellina alternata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,420867,5383
TRUE,invertebrate,NA,Clibanarius eurysternus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,208684,11448
TRUE,invertebrate,NA,Gardinerosergia splendens,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,1056501,2127
TRUE,invertebrate,NA,Eurytellina nitens,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,420870,5384
TRUE,invertebrate,NA,Astropyga pulvinata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,513138,11879
TRUE,invertebrate,NA,Foveamysia soror,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,849028,5394
TRUE,invertebrate,NA,Troglocarcinus corallicola,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,241171,5396
TRUE,invertebrate,NA,Theta chariessa,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,139388,2122
TRUE,invertebrate,NA,Clytia folleata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,284355,2121
TRUE,invertebrate,NA,Brissopsis elongata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,422510,5398
TRUE,invertebrate,NA,Scabrotrophon maltzani,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,399334,2114
TRUE,invertebrate,NA,Pliobothrus symmetricus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,117962,5402
TRUE,invertebrate,NA,Palaemonella rotumana,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,107619,7776
TRUE,invertebrate,NA,Conus chiangi,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,430142,11605
TRUE,invertebrate,NA,Meningodora marptocheles,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,212897,2113
TRUE,invertebrate,NA,Teinostoma umbilicatum,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,160406,5404
TRUE,invertebrate,NA,Atlanta brunnea,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,238118,5405
TRUE,invertebrate,NA,Ophiura flagellata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,124918,2112
TRUE,invertebrate,NA,Poliometra prolixa,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,124229,2111
TRUE,invertebrate,NA,Eucopia unguiculata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,119921,631
TRUE,invertebrate,NA,Ophiacantha vepratica,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,243423,11713
TRUE,invertebrate,NA,Dosinia japonica,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,507589,12162
TRUE,invertebrate,NA,Orchistoma pileus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,285115,2094
TRUE,invertebrate,NA,Galathea rostrata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,392255,5417
TRUE,invertebrate,NA,Isara antillensis,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,1063800,5419
TRUE,invertebrate,NA,Cunina duplicata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,221241,2090
TRUE,invertebrate,NA,Cliona arenosa,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,170426,5420
TRUE,invertebrate,NA,Colomastix tridentata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,421461,5423
TRUE,invertebrate,NA,Photis macromana,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,421594,5424
TRUE,invertebrate,NA,Leiogalathea laevirostris,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,392274,2083
TRUE,invertebrate,NA,Tiaropsis multicirrata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,117978,2086
TRUE,invertebrate,NA,Bougainvillia superciliaris,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,117333,1925
TRUE,invertebrate,NA,Sympagurus brevipes,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,368073,12880
TRUE,invertebrate,NA,Upogebia carinicauda,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,477900,12882
TRUE,invertebrate,NA,Echinolampas depressa,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,422505,5428
TRUE,invertebrate,NA,Amphiura (Amphiura) diomedeae,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,243029,2070
TRUE,invertebrate,NA,Cornutosergestes cornutus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,1056478,2069
TRUE,invertebrate,NA,Diodora aguayoi,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,419336,5429
TRUE,invertebrate,NA,Typhlotanais finmarchicus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,478752,2061
TRUE,invertebrate,NA,Cinachyrella kuekenthali,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,171308,5431
TRUE,invertebrate,NA,Chelophyes contorta,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,196554,2058
TRUE,invertebrate,NA,Thysanopoda monacantha,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,110718,5438
TRUE,invertebrate,NA,Lepetodrilus ovalis,NT,IUCN:NT,2,FALSE,FALSE,FALSE,TRUE,NA,1,worms,449977,2053
TRUE,invertebrate,NA,Sertularella areyi,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,285480,2048
TRUE,invertebrate,NA,Anchistioides antiguensis,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,421678,2047
TRUE,invertebrate,NA,Shinkaia crosnieri,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,378119,12115
TRUE,invertebrate,NA,Eobrolgus spinosus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,158087,2045
TRUE,invertebrate,NA,Plesionika longicauda,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,240888,5444
TRUE,invertebrate,NA,Discias atlanticus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,240677,2044
TRUE,invertebrate,NA,Euchaeta paraconcinna,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,196780,5447
TRUE,invertebrate,NA,Clypeaster prostratus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,422497,5448
TRUE,invertebrate,NA,Helicoradomenia juani,NT,IUCN:NT,2,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,395234,5449
TRUE,invertebrate,NA,Alvania dejongi,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,388692,11882
TRUE,invertebrate,NA,Discodermia polydiscus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,134349,7763
TRUE,invertebrate,NA,Munidopsis crassa,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,107174,2039
TRUE,invertebrate,NA,Acanthephyra quadrispinosa,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,210438,2038
TRUE,invertebrate,NA,Cylichna gouldii,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,160060,2035
TRUE,invertebrate,NA,Macromphalina palmalitoris,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,419714,5451
TRUE,invertebrate,NA,Pleurogonium rubicundum,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,118801,2034
TRUE,invertebrate,NA,Ophiacantha bidentata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,124978,2033
TRUE,invertebrate,NA,Fenimorea pagodula,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,420309,5452
TRUE,invertebrate,NA,Eulimastoma didymum,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,420445,5453
TRUE,invertebrate,NA,Varicorbula krebsiana,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,420982,5454
TRUE,invertebrate,NA,Colossendeis leptorhynchus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,239677,2029
TRUE,invertebrate,NA,Opercularella lacerata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,117413,2027
TRUE,invertebrate,NA,Dragmacidon reticulatum,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,165558,4820
TRUE,invertebrate,NA,Rocinela belliceps,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,256457,2020
TRUE,invertebrate,NA,Stylaster gemmascens,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,117965,2019
TRUE,invertebrate,NA,Liljeborgia (Liljeborgia) bousfieldi,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,1805190,11375
TRUE,invertebrate,NA,Parahepomadus vaubani,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,220256,11366
TRUE,invertebrate,NA,Bathymodiolus thermophilus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,183000,2015
TRUE,invertebrate,NA,Pseudohinnites levii,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,391007,2010
TRUE,invertebrate,NA,Photis longicaudata,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,102383,2005
TRUE,invertebrate,NA,Douglassia bealiana,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,420299,5465
TRUE,invertebrate,NA,Hymenaster quadrispinosus,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,369025,1997
TRUE,invertebrate,NA,Munidopsis serricornis,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,worms,107181,1995
TRUE,invertebrate,NA,Amphiura sundevalli,NA,NA,1,FALSE,FALSE,FALSE,TRUE,NA,1,worms,125100,1990
