taxon_id,scientific_name,sp_cat,ax_status,n_shared,n_am_only,n_ax_only,mean_am,mean_ax,cor,mean_am_all,mean_ax_all,delta,jaccard,delta_PA,delta_AT,delta_AK,delta_other,delta_GA,n_shared_PA,n_shared_AT,n_shared_AK,n_shared_other,n_shared_GA
278377,Salarias segmentatus,fish,absent_in_mask,0,6391,0,NA,NA,NA,11.625,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
217951,Sargocentron inaequalis,fish,ok,0,4685,10533,NA,NA,NA,19.024,15.643,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
219121,Scarus ferrugineus,fish,absent_in_mask,0,4023,0,NA,NA,NA,11.746,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
277463,Pseudanthias lori,fish,absent_in_mask,0,7550,0,NA,NA,NA,31.827,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
277472,Pseudanthias pictilis,fish,absent_in_mask,0,20296,0,NA,NA,NA,27.186,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA
275357,Pseudopleuronectes herzensteini,fish,absent_in_mask,0,8370,0,NA,NA,NA,29.428,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA
277087,Pseudorhombus oligodon,fish,absent_in_mask,0,670,0,NA,NA,NA,17.441,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
219890,Rhinecanthus aculeatus,fish,ok,14339,5877,32799,37.142,25.587,0.445,32.747,12.476,-11.555,0.27,-11.555,NA,NA,NA,NA,14339,NA,NA,NA,NA
219125,Scarus psittacus,fish,ok,17745,1018,74754,31.939,12.771,0.38,31.686,4.62,-19.168,0.19,-19.168,NA,NA,NA,NA,17745,NA,NA,NA,NA
1592293,Pycnochromis agilis,fish,ok,18642,2189,37133,37.821,26.446,0.481,36.211,13.425,-11.375,0.322,-11.375,NA,NA,NA,NA,18642,NA,NA,NA,NA
105830,Rhinochimaera atlantica,fish,ok,17364,19201,7990,44.572,40.784,0.179,38.872,32.583,-3.788,0.39,NA,-28.569,NA,6.21,24.89,NA,9269,NA,131,7964
1595014,Pycnochromis acares,fish,ok,17302,1896,38473,36.469,31.343,0.445,35.462,14.572,-5.126,0.3,-5.126,NA,NA,NA,NA,17302,NA,NA,NA,NA
1020525,Scalicus engyceros,fish,ok,11021,20260,41462,37.062,30.213,0.624,27.93,16.278,-6.849,0.152,-6.849,NA,NA,NA,NA,11021,NA,NA,0,NA
159300,Scarus coeruleus,fish,ok,8408,9975,9320,43.645,60.417,0.237,29.854,44.863,16.772,0.304,NA,20.816,NA,6.663,-0.591,NA,6664,NA,460,1284
278181,Pseudochromis jamesi,fish,ok,1113,16807,1188,30.846,11.046,0.305,31.274,7.246,-19.8,0.058,-19.8,NA,NA,NA,NA,1113,NA,NA,NA,NA
218084,Pterois radiata,fish,ok,3942,14925,23918,33.176,19.116,0.25,31.154,32.306,-14.061,0.092,-14.061,NA,NA,NA,NA,3942,0,NA,0,0
214688,Pterygotrigla macrorhynchus,fish,ok,6023,14090,41027,39.03,34.029,0.522,30.062,22.407,-5.001,0.099,-5.001,NA,NA,NA,NA,6023,NA,0,0,NA
105892,Rajella bathyphila,fish,ok,2151,5581,349,44.904,28.776,0.776,39.646,25.017,-16.128,0.266,NA,-16.128,NA,NA,NA,NA,2151,NA,NA,NA
271420,Rhinochimaera pacifica,fish,absent_in_mask,0,26405,0,NA,NA,NA,7.678,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA
220015,Rhynchorhamphus georgii,fish,absent_in_mask,0,1995,0,NA,NA,NA,11.821,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
126709,Rouleina attrita,fish,ok,34935,396645,8141,84.959,85.969,-0.024,53.125,85.591,1.01,0.079,NA,0.737,NA,71.223,NA,0,34800,0,135,0
218146,Rogadius pristiger,fish,absent_in_mask,0,12544,0,NA,NA,NA,12.493,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
277458,Pseudanthias huchtii,fish,ok,922,1225,770,8.089,18.21,0.222,7.639,13.206,10.122,0.316,10.122,NA,NA,NA,NA,922,NA,NA,NA,NA
217665,Saurida longimanus,fish,absent_in_mask,0,3071,0,NA,NA,NA,10.528,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
277477,Pseudanthias rubrizonatus,fish,absent_in_mask,0,3905,0,NA,NA,NA,12.533,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
159559,Pterois volitans,fish,ok,3433,15271,6181,20.512,15.929,0.099,18.96,9.391,-4.583,0.138,-4.583,NA,NA,NA,NA,3433,NA,NA,NA,NA
282456,Pseudomyrophis nimius,fish,ok,13076,14839,10316,50.404,74.19,0.453,48.029,58.312,23.786,0.342,NA,25.848,NA,-11.977,23.557,NA,2888,NA,102,10086
271591,Rajella purpuriventralis,fish,ok,2183,23057,867,47.55,59.642,0.113,52.482,55.955,12.091,0.084,NA,NA,NA,-7.434,12.363,NA,0,NA,30,2153
127373,Rhadinesthes decimus,fish,ok,173302,96026,121125,35.644,25.372,0.521,42.771,27.063,-10.272,0.444,14.87,-2.271,-15.144,35.329,NA,17622,22724,132505,451,0
275426,Rhynchoconger nitens,fish,absent_in_mask,0,5808,0,NA,NA,NA,19.261,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
217429,Rhinoptera javanica,fish,absent_in_mask,0,1891,0,NA,NA,NA,12.242,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
275963,Rypticus saponaceus,fish,ok,21452,601,16118,69.043,80.888,0.468,68.095,62.326,11.845,0.562,NA,11.126,NA,8.204,12.879,NA,7498,NA,1933,12021
158540,Pteroplatytrygon violacea,fish,ok,61249,275851,207,41.431,27.075,0.263,42.692,27.124,-14.356,0.182,-15.468,-15.026,NA,0.541,5.819,49010,9048,0,726,2465
218080,Pterois mombasae,fish,absent_in_mask,0,5106,0,NA,NA,NA,16.825,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
1593661,Pycnochromis delta,fish,ok,3238,13430,7527,19.696,14.07,0.309,12.503,6.512,-5.625,0.134,-5.625,NA,NA,NA,NA,3238,NA,NA,NA,NA
105893,Rajella bigelowi,fish,ok,1823,45073,324,68.315,40.802,0.771,36.108,35.751,-27.513,0.039,NA,-27.513,NA,NA,NA,NA,1823,NA,0,0
282580,Rhinogobiops nicholsii,fish,ok,8028,75,37025,52.162,86.218,0.336,52.303,33.964,34.056,0.178,37.65,NA,0.346,23.583,NA,6976,NA,605,447,NA
1670924,Rostroraja equatorialis,fish,absent_in_mask,0,2131,0,NA,NA,NA,16.034,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
276950,Satyrichthys welchi,fish,ok,2705,687,29492,8.129,16.821,-0.176,12.382,17.349,8.692,0.082,8.692,NA,NA,NA,NA,2705,NA,NA,NA,NA
276057,Scarus perrico,fish,absent_in_mask,0,8969,0,NA,NA,NA,17.823,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA
276058,Scarus quoyi,fish,absent_in_mask,0,4230,0,NA,NA,NA,18.766,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
282656,Saloptia powelli,fish,ok,6349,19584,9874,43.891,31.377,0.223,41.617,28.247,-12.515,0.177,-12.515,NA,NA,NA,NA,6349,NA,NA,NA,NA
126371,Saurida undosquamis,fish,absent_in_mask,0,2352,0,NA,NA,NA,4.863,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
126812,Pseudocaranx dentex,fish,ok,19203,40077,12728,52.395,51.744,0.693,42.557,35.795,-0.651,0.267,-6.998,8.725,NA,19.12,NA,11782,6921,NA,500,0
398598,Pseudoscopelus lavenbergi,fish,ok,42257,80042,15974,54.373,37.061,0.709,39.973,41.517,-17.312,0.306,-17.312,NA,NA,NA,NA,42257,NA,NA,0,NA
217529,Rhinomuraena quaesita,fish,ok,1634,18075,1165,36.717,21.102,0.269,25.869,16.511,-15.614,0.078,-15.614,NA,NA,NA,NA,1634,NA,NA,NA,NA
158717,Rouleina squamilatera,fish,absent_in_mask,0,5836,0,NA,NA,NA,34.085,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
272213,Sargocentron iota,fish,ok,4985,9652,11238,33.936,30.564,0.194,35.118,23.189,-3.372,0.193,-3.372,NA,NA,NA,NA,4985,NA,NA,NA,NA
272221,Sargocentron xantherythrum,fish,ok,11191,3819,9320,47.175,32.312,0.62,39.022,22.44,-14.863,0.46,-14.863,NA,NA,NA,NA,11191,NA,NA,NA,NA
218278,Pseudanthias squamipinnis,fish,ok,1854,7631,3207,21.333,15.076,0.232,16.136,8.057,-6.257,0.146,-6.257,NA,NA,NA,NA,1854,NA,NA,NA,NA
126400,Sargocentron rubrum,fish,absent_in_mask,0,2850,0,NA,NA,NA,11.132,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
209406,Rhabdamia gracilis,fish,ok,141,1106,6989,1.967,10.167,0.102,17.217,8.957,8.201,0.017,8.201,NA,NA,NA,NA,141,NA,NA,NA,NA
126412,Rondeletia loricata,fish,ok,429557,25451,51310,71.658,44.411,0.489,71.085,41.607,-27.247,0.848,-39.471,-2.243,-21.094,42.609,1.315,218727,47665,143223,758,19184
217945,Sargocentron praslin,fish,ok,3153,14324,9565,25.133,17.474,0.261,23.896,10.386,-7.659,0.117,-7.659,NA,NA,NA,NA,3153,NA,NA,NA,NA
276039,Scarus altipinnis,fish,ok,2523,17776,2959,35.326,27.635,0.307,35.059,16.647,-7.69,0.108,-7.69,NA,NA,NA,NA,2523,NA,NA,NA,NA
271914,Saurenchelys fierasfer,fish,absent_in_mask,0,399,0,NA,NA,NA,2.691,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
254566,Psychrolutes paradoxus,fish,ok,74333,11734,42661,53.483,57.101,0.726,50.047,43.985,3.618,0.577,30.788,NA,2.493,12.308,NA,1448,NA,68540,4345,NA
277042,Pterygotrigla hoplites,fish,ok,1663,7192,17763,5.698,15.637,0.26,5.64,9.773,9.94,0.062,9.94,NA,NA,NA,NA,1663,NA,0,0,NA
219558,Redigobius bikolanus,fish,ok,3161,7248,29560,15.415,20.669,0.207,16.025,11.902,5.254,0.079,5.254,NA,NA,NA,NA,3161,NA,NA,0,NA
277094,Pseudorhombus triocellatus,fish,absent_in_mask,0,682,0,NA,NA,NA,29.31,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
148846,Rhina ancylostomus,fish,absent_in_mask,0,1824,0,NA,NA,NA,3.976,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
712600,Rypticus carpenteri,fish,ok,8916,9565,4847,49.128,43.542,0.144,32.607,38.624,-5.586,0.382,NA,-14.105,NA,-17.572,5.08,NA,4218,NA,626,4072
282647,Saccogaster tuberculata,fish,ok,23458,41482,117891,31.251,23.836,0.449,24.71,14.881,-7.415,0.128,-7.415,NA,NA,NA,NA,23458,NA,0,0,NA
154241,Salvelinus fontinalis,fish,ok,5643,48,11458,34.643,40.989,0.387,34.88,23.592,6.346,0.329,NA,7.501,NA,-0.458,NA,NA,4824,NA,819,NA
278371,Salarias guttatus,fish,ok,43,14187,1471,2.655,12.14,-0.339,17.809,6.258,9.484,0.003,9.484,NA,NA,NA,NA,43,NA,NA,NA,NA
278378,Salarias sexfilum,fish,absent_in_mask,0,640,0,NA,NA,NA,12.757,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
276908,Pseudoplesiops wassi,fish,ok,2080,18191,3276,34.557,8.151,0.227,32.082,5.813,-26.406,0.088,-26.406,NA,NA,NA,NA,2080,NA,NA,NA,NA
273662,Pseudupeneus grandisquamis,fish,ok,2418,6259,9431,28.276,69.58,0.156,23.417,31.516,41.305,0.134,40.884,NA,NA,49.892,NA,2305,NA,NA,113,NA
276704,Pseudojuloides elongatus,fish,absent_in_mask,0,3689,0,NA,NA,NA,5.485,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
277083,Pseudorhombus megalops,fish,absent_in_mask,0,3071,0,NA,NA,NA,10.006,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
320883,Pycnochromis vanderbilti,fish,ok,14260,4007,28537,37.239,28.124,0.411,34.247,14.528,-9.115,0.305,-9.115,NA,NA,NA,NA,14260,NA,NA,NA,NA
1605309,Pycnochromis lineatus,fish,ok,0,649,10765,NA,NA,NA,13.515,7.546,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
275958,Rypticus bistrispinus,fish,ok,19155,1477,13299,54.591,75.051,0.276,53.359,57.554,20.46,0.565,NA,11.031,NA,2.078,32.04,NA,7818,NA,1921,9416
127186,Salmo salar,fish,ok,12036,64,5065,59.486,62.373,0.791,59.536,51.569,2.887,0.701,NA,1.713,NA,14.79,NA,NA,10955,NA,1081,NA
221435,Samaris macrolepis,fish,absent_in_mask,0,5754,0,NA,NA,NA,11.385,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
835135,Satyrichthys milleri,fish,ok,6359,13174,26362,33.708,22.508,0.255,26.748,19.672,-11.2,0.139,-11.2,NA,NA,NA,NA,6359,NA,0,0,NA
276049,Scarus guacamaia,fish,ok,6027,12139,3655,64.607,67.832,0.362,51.028,51.588,3.225,0.276,NA,1.825,NA,-2.257,7.608,NA,3759,NA,474,1794
276903,Pseudoplesiops immaculatus,fish,ok,2358,2559,5787,23.316,14.955,0.178,19.128,9.105,-8.361,0.22,-8.361,NA,NA,NA,NA,2358,NA,NA,NA,NA
277090,Pseudorhombus quinquocellatus,fish,absent_in_mask,0,682,0,NA,NA,NA,25.207,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
276269,Pterois sphex,fish,ok,12519,1594,21094,28.189,13.154,0.389,25.876,5.987,-15.035,0.356,-15.035,NA,NA,NA,NA,12519,NA,NA,NA,NA
278793,Pyramodon ventralis,fish,ok,4863,21878,27799,29.224,19.645,0.33,24.678,13.53,-9.58,0.089,-9.58,NA,NA,NA,NA,4863,NA,NA,NA,NA
282616,Rimicola eigenmanni,fish,ok,2472,32,6462,57.995,35.455,0.255,58.295,36.459,-22.54,0.276,-24.864,NA,NA,20.385,NA,2345,NA,NA,127,NA
282617,Rimicola muscarum,fish,ok,6519,4157,12666,46.993,56.2,0.352,35.621,34.126,9.207,0.279,9.317,NA,-4.381,26.371,NA,5463,NA,609,447,NA
272207,Sargocentron coruscum,fish,ok,14939,255,23606,34.589,51.647,0.265,34.508,38.169,17.059,0.385,NA,4.524,NA,5.986,29.25,NA,6409,NA,1017,7513
272218,Sargocentron spinosissimum,fish,ok,7547,18637,9302,33.81,28.913,0.455,26.105,27.715,-4.897,0.213,-4.897,NA,NA,NA,NA,7547,NA,NA,0,NA
1011965,Satyrichthys moluccensis,fish,absent_in_mask,0,8373,0,NA,NA,NA,18.972,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
282541,Radulinus asprellus,fish,ok,27710,13368,61287,60.776,60.042,0.596,49.829,36.087,-0.734,0.271,4.966,NA,-5.473,19.254,NA,7220,NA,18227,2263,NA
271589,Rajella fuliginea,fish,ok,11703,12380,6101,51.741,65.107,0.497,47.518,55.108,13.366,0.388,NA,6.872,NA,-14.631,15.895,NA,2702,NA,171,8830
126734,Rhynchohyalus natalensis,fish,ok,158872,78734,5303,80.276,55.495,0.91,76.172,55.426,-24.781,0.654,-25.559,-8.922,NA,-20.21,NA,151444,7424,NA,4,0
217952,Sargocentron microstoma,fish,ok,18412,4719,22658,35.289,28.126,0.507,32.404,17.794,-7.163,0.402,-7.163,NA,NA,NA,NA,18412,NA,NA,NA,NA
276042,Scarus coelestinus,fish,ok,5596,16216,879,69.183,61.94,0.518,40.405,57.029,-7.244,0.247,NA,-7.989,NA,3.02,-8.337,NA,3717,NA,425,1454
277475,Pseudanthias randalli,fish,ok,1144,2913,5113,12.027,13.993,0.115,11.998,9.646,1.965,0.125,1.965,NA,NA,NA,NA,1144,NA,NA,NA,NA
272121,Saurida wanieso,fish,absent_in_mask,0,682,0,NA,NA,NA,24.475,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
277045,Pterygotrigla megalops,fish,ok,4190,5573,28488,33.482,24.323,0.476,20.269,20.035,-9.159,0.11,-9.159,NA,NA,NA,NA,4190,NA,0,NA,NA
218087,Rhinopias frondosa,fish,ok,380,4,10385,2.022,44.837,0.295,2.031,25.067,42.815,0.035,42.815,NA,NA,NA,NA,380,NA,NA,NA,NA
105802,Rhizoprionodon acutus,fish,absent_in_mask,0,3023,0,NA,NA,NA,5.845,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
126867,Ruvettus pretiosus,fish,ok,63056,42978,180653,46.529,69.207,0.355,36.537,56.525,22.678,0.22,13.915,33.198,NA,43.477,26.656,30436,19463,0,570,12587
282634,Rudarius excelsus,fish,absent_in_mask,0,682,0,NA,NA,NA,29.31,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
278376,Salarias ramosus,fish,absent_in_mask,0,1673,0,NA,NA,NA,13.706,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
272206,Sargocentron bullisi,fish,ok,24619,807,12460,60.449,76.618,0.442,59.485,67.083,16.17,0.65,NA,9.768,NA,19.95,20.584,NA,9956,NA,1560,13103
217946,Sargocentron cornutum,fish,ok,1512,2108,5310,10.132,14.996,0.187,12.973,7.215,4.865,0.169,4.865,NA,NA,NA,NA,1512,NA,NA,NA,NA
217662,Saurida gracilis,fish,ok,19472,2394,32605,25.913,19.907,0.433,25.43,11.479,-6.006,0.357,-6.006,NA,NA,NA,NA,19472,NA,NA,NA,NA
475052,Roa modesta,fish,absent_in_mask,0,485,0,NA,NA,NA,3.926,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
126366,Rosenblattichthys hubbsi,fish,ok,36406,87644,102471,98.017,76.873,0.753,87.945,61.296,-21.145,0.161,-21.145,NA,NA,NA,NA,36406,0,NA,0,0
158592,Saurenchelys cognita,fish,ok,15694,7237,5454,55.113,83.124,0.268,55.072,80.08,28.011,0.553,NA,27.091,NA,51.654,26.391,NA,7019,NA,812,7863
368180,Samaris spinea,fish,absent_in_mask,0,3866,0,NA,NA,NA,11.175,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
279139,Samariscus longimanus,fish,absent_in_mask,0,682,0,NA,NA,NA,29.31,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
276043,Scarus compressus,fish,absent_in_mask,0,9966,0,NA,NA,NA,18.9,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
278176,Pseudochromis flammicauda,fish,absent_in_mask,0,4911,0,NA,NA,NA,13.006,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
276709,Pseudojuloides severnsi,fish,ok,0,682,3515,NA,NA,NA,25.06,41.67,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
1592380,Pycnochromis iomelas,fish,ok,2069,16704,3389,33.671,7.094,0.235,32.37,4.544,-26.577,0.093,-26.577,NA,NA,NA,NA,2069,NA,NA,NA,NA
276900,Pseudoplesiops annae,fish,ok,2305,1084,5783,7.512,11.69,0.104,10.615,6.75,4.178,0.251,4.178,NA,NA,NA,NA,2305,NA,NA,NA,NA
221419,Pterycombus petersii,fish,ok,182940,20332,437,59.97,46.252,0.206,56.759,46.179,-13.717,0.898,-13.717,NA,NA,NA,NA,182940,NA,NA,0,NA
277085,Pseudorhombus neglectus,fish,absent_in_mask,0,682,0,NA,NA,NA,29.31,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
277046,Pterygotrigla multiocellata,fish,ok,4669,3911,27528,35.943,28.384,0.396,30.326,23.18,-7.559,0.129,-7.559,NA,NA,NA,NA,4669,NA,NA,NA,NA
126853,Remora remora,fish,ok,65712,66824,224854,55.797,69.675,0.611,35.405,44.576,13.878,0.184,14.222,17.044,NA,18.799,7.691,26779,22148,0,2208,14577
282575,Rhacochilus toxotes,fish,ok,3310,468,2250,60.716,68.959,0.216,56.377,61.689,8.243,0.549,7.26,NA,NA,22.175,NA,3092,NA,NA,218,NA
126710,Rouleina maderensis,fish,ok,58570,55490,13633,76.956,65.202,0.008,45.57,62.607,-11.754,0.459,NA,-17.958,NA,63.861,3.286,0,42122,0,230,16218
293729,Sarda chiliensis,fish,ok,2044,12,57406,31.037,97.18,0.147,31.239,91.737,66.143,0.034,66.71,NA,75.53,51.916,NA,1956,NA,6,82,NA
219096,Scarus falcipinnis,fish,absent_in_mask,0,4657,0,NA,NA,NA,28.552,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
219114,Scarus scaber,fish,absent_in_mask,0,5437,0,NA,NA,NA,26.922,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
208915,Pseudocheilinus hexataenia,fish,ok,5191,13976,23124,28.677,20.318,0.29,31.282,8.654,-8.358,0.123,-8.358,NA,NA,NA,NA,5191,NA,NA,NA,NA
282533,Quassiremus evionthas,fish,absent_in_mask,0,1255,0,NA,NA,NA,9.139,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA
218147,Rogadius serratus,fish,absent_in_mask,0,2319,0,NA,NA,NA,11.368,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
275957,Rypticus bicolor,fish,ok,0,11243,11,NA,NA,NA,17.067,88.182,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA
293725,Salvelinus leucomaenis,fish,ok,0,1652,558,NA,NA,NA,36.39,3.468,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA
219124,Scarus rubroviolaceus,fish,ok,18021,1015,74615,31.869,24.219,0.438,31.653,10.369,-7.65,0.192,-7.65,NA,NA,NA,NA,18021,NA,NA,NA,NA
159421,Pseudupeneus maculatus,fish,ok,25675,4198,11906,68.903,75.176,0.491,61.438,63.753,6.273,0.615,NA,8.422,NA,-2.971,6.1,NA,10270,NA,2139,13266
272110,Saurida filamentosa,fish,absent_in_mask,0,682,0,NA,NA,NA,29.31,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
158571,Rhynchoconger flavus,fish,ok,22921,1571,6734,68.706,82.968,0.33,67.183,75.142,14.262,0.734,NA,-0.405,NA,33.088,18.856,NA,6791,NA,1793,14337
219340,Salarias fasciatus,fish,ok,1810,6133,8551,16.424,22.246,0.336,15.287,9.135,5.822,0.11,5.822,NA,NA,NA,NA,1810,NA,NA,NA,NA
220051,Pseudorhombus arsius,fish,ok,1342,1584,4715,4.913,8.301,-0.022,10.252,8.258,3.388,0.176,3.388,NA,NA,NA,NA,1342,NA,NA,NA,NA
219093,Scarus prasiognathos,fish,absent_in_mask,0,7124,0,NA,NA,NA,15.191,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
274679,Psychrolutes sigalutes,fish,ok,37187,18748,16431,69.442,58.869,0.762,54.903,45.517,-10.573,0.514,16.268,NA,-12.626,-1.22,NA,1068,NA,32129,3990,NA
277451,Pseudanthias fasciatus,fish,absent_in_mask,0,12312,0,NA,NA,NA,13.046,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
282479,Pseudotriacanthus strigilifer,fish,absent_in_mask,0,682,0,NA,NA,NA,26.819,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
219696,Rexea bengalensis,fish,ok,3884,5,28313,7.366,20.619,0.138,7.361,20.99,13.252,0.121,13.252,NA,NA,NA,NA,3884,NA,NA,NA,NA
219695,Rexea prometheoides,fish,ok,4304,11,27696,11.279,15.58,0.228,11.275,12.639,4.301,0.134,4.301,NA,NA,NA,NA,4304,NA,NA,NA,NA
282554,Ratabulus megacephalus,fish,absent_in_mask,0,527,0,NA,NA,NA,4.785,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
217452,Sardinops sagax,fish,ok,14558,8332,11489,43.624,57.12,0.408,32.127,54.797,13.497,0.423,35.491,NA,-16.817,6.05,NA,7700,NA,5173,1685,NA
219341,Salarias sinuosus,fish,absent_in_mask,0,16239,0,NA,NA,NA,26.333,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
219129,Scarus niger,fish,ok,2443,15440,4347,29.251,21.547,0.294,27.768,11.473,-7.705,0.11,-7.705,NA,NA,NA,NA,2443,NA,NA,NA,NA
213658,Pterocaesio pisang,fish,absent_in_mask,0,4016,0,NA,NA,NA,14.43,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
217819,Pycnocraspedum squamipinne,fish,ok,4776,4817,27421,22.779,34.115,0.44,18.321,13.125,11.337,0.129,11.337,NA,NA,NA,NA,4776,NA,NA,NA,NA
275425,Rhynchoconger guppyi,fish,ok,7847,11543,6095,57.235,66.575,0.133,52.11,63.506,9.34,0.308,NA,2.011,NA,-19.482,16.257,NA,3223,NA,234,4390
1667997,Rostroraja cervigoni,fish,absent_in_mask,0,4567,0,NA,NA,NA,23.475,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
282636,Ruscarius creaseri,fish,ok,2486,33,5098,55.967,84.731,0.297,56.218,49.586,28.764,0.326,28.476,NA,NA,33.822,NA,2352,NA,NA,134,NA
217954,Sargocentron tiere,fish,ok,19428,3915,26668,38.314,31.954,0.537,35.695,19.178,-6.36,0.388,-6.36,NA,NA,NA,NA,19428,NA,NA,NA,NA
712596,Pseudogramma astigma,fish,ok,1446,11450,1918,24.085,17.444,0.178,19.157,16.615,-6.642,0.098,-6.642,NA,NA,NA,NA,1446,NA,NA,NA,NA
218281,Pseudanthias evansi,fish,absent_in_mask,0,5365,0,NA,NA,NA,26.745,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
1605310,Pycnochromis margaritifer,fish,ok,5352,12769,16810,30.9,16.618,0.285,31.074,7.939,-14.281,0.153,-14.281,NA,NA,NA,NA,5352,NA,NA,NA,NA
127406,Ranzania laevis,fish,ok,261837,50576,251,93.707,71.187,0.768,88.529,71.138,-22.52,0.837,-25.877,-7.379,NA,-10.821,-8.483,212679,24181,NA,1188,23789
277082,Pseudorhombus malayanus,fish,absent_in_mask,0,682,0,NA,NA,NA,29.31,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
219621,Ptereleotris monoptera,fish,absent_in_mask,0,18948,0,NA,NA,NA,23.216,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
282534,Quassiremus nothochir,fish,absent_in_mask,0,8027,0,NA,NA,NA,17.736,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
