worms_id,botw_id,redlist_code,worms_id_url,scientific_names_dataset,scientific_names_dataset_url,scientific_name_accepted,taxon_rank,common_name,taxonomic_group,entity_descriptions,lead_agency,fws_esa,fws_esa_all,is_bcc
280710,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280710,Erotelis smaragdus,https://ecos.fws.gov/ecp/species/11143,Erotelis smaragdus,Species,Emerald Sleeper,Fishes,NA,FWS,LC,LC,FALSE
137112,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137112,Eschrichtius robustus,https://ecos.fws.gov/ecp/species/1477,Eschrichtius robustus,Species,Gray whale,Mammals,"Eastern North Pacific Ocean--coastal and Bering, Beaufort, and Chukchi Seas; Western North Pacific DPS See 50 CFR 224.101",NMFS,EN,EN,FALSE
220222,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=220222,Eubalaena australis,https://ecos.fws.gov/ecp/species/9160,Eubalaena australis,Species,Southern Right Whale,Mammals,Wherever found,NMFS,EN,EN,FALSE
159023,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159023,Eubalaena glacialis,https://ecos.fws.gov/ecp/species/159,Eubalaena glacialis,Species,North Atlantic Right Whale,Mammals,Wherever found,NMFS,EN,EN,FALSE
254974,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254974,Eubalaena japonica,https://ecos.fws.gov/ecp/species/9159,Eubalaena japonica,Species,North Pacific Right Whale,Mammals,Wherever found,NMFS,EN,EN,FALSE
280737,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280737,Eucyclogobius newberryi,https://ecos.fws.gov/ecp/species/57,Eucyclogobius newberryi,Species,tidewater goby,Fishes,Wherever found,FWS,EN,EN,FALSE
212657,22735250,VU,https://www.marinespecies.org/aphia.php?p=taxdetails&id=212657,Eudyptes chrysocome,https://ecos.fws.gov/ecp/species/1502,Eudyptes chrysocome,Species,southern rockhopper penguin,Birds,"New Zealand-Australia DPS, associated with the Campbell Plateau and Macquarie Island",FWS,TN,TN,FALSE
212658,22697793,VU,https://www.marinespecies.org/aphia.php?p=taxdetails&id=212658,Eudyptes chrysolophus,https://ecos.fws.gov/ecp/species/4663,Eudyptes chrysolophus,Species,macaroni penguin,Birds,Campbell Plateau portion of New Zealand/Australia population,FWS,LC,LC,FALSE
405087,22734408,EN,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405087,Eudyptes moseleyi,https://ecos.fws.gov/ecp/species/3503,Eudyptes moseleyi,Species,northern rockhopper penguin,Birds,Wherever found,FWS,LC,LC,FALSE
225971,22697776,NT,https://www.marinespecies.org/aphia.php?p=taxdetails&id=225971,Eudyptes pachyrhynchus,https://ecos.fws.gov/ecp/species/1625,Eudyptes pachyrhynchus,Species,fiordland crested penguin,Birds,Wherever found,FWS,TN,TN,FALSE
225944,22697782,VU,https://www.marinespecies.org/aphia.php?p=taxdetails&id=225944,Eudyptes robustus,https://ecos.fws.gov/ecp/species/1003,Eudyptes robustus,Species,snares crested penguin,Birds,Wherever found,FWS,LC,LC,FALSE
225926,22697797,LC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=225926,Eudyptes schlegeli,https://ecos.fws.gov/ecp/species/3377,Eudyptes schlegeli,Species,royal penguin,Birds,Wherever found,FWS,LC,LC,FALSE
225987,22697789,EN,https://www.marinespecies.org/aphia.php?p=taxdetails&id=225987,Eudyptes sclateri,https://ecos.fws.gov/ecp/species/1467,Eudyptes sclateri,Species,erect-crested penguin,Birds,Wherever found,FWS,TN,TN,FALSE
225932,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=225932,Eudyptula albosignata,https://ecos.fws.gov/ecp/species/2772,Eudyptula minor,Species,white-flippered penguin,Birds,Wherever found,FWS,TN,TN,FALSE
1572565,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1572565,Eulimnadia stoningtonensis; Eulimnadia agassizii,https://ecos.fws.gov/ecp/species/2247,Eulimnadia agassizii,Species,clam shrimp,Crustaceans,Wherever found,FWS,LC,LC,FALSE
254999,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254999,Eumetopias jubatus,https://ecos.fws.gov/ecp/species/5147,Eumetopias jubatus,Species,Steller sea lion,Mammals,"Eastern DPS - Entire, except the population segment west of 1440 W. Long; Western DPS - See 50 CFR 224.101",NMFS,EN,EN,FALSE
1484446,22724329,VU,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1484446,Euphagus carolinus,https://ecos.fws.gov/ecp/species/9478,Euphagus carolinus,Species,Rusty Blackbird,Birds,Wherever found,FWS,LC,LC,TRUE
289214,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=289214,Euphyllia cristata,https://ecos.fws.gov/ecp/species/9373,Euphyllia cristata,Species,No common name,Corals,Wherever found,NMFS,LC,LC,FALSE
273806,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273806,Euthynnus lineatus,https://ecos.fws.gov/ecp/species/11574,Euthynnus lineatus,Species,Black Skipjack,Fishes,NA,FWS,LC,LC,FALSE
1048080,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1048080,Euphyllia paradivisa,https://ecos.fws.gov/ecp/species/9323,Fimbriaphyllia paradivisa,Species,No common name,Corals,Wherever found,NMFS,TN,TN,FALSE
137131,22694927,VU,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137131,Fratercula arctica,https://ecos.fws.gov/ecp/species/8943,Fratercula arctica,Species,Atlantic Puffin,Birds,Wherever found,FWS,LC,LC,FALSE
344610,22694934,LC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=344610,Fratercula cirrhata,https://ecos.fws.gov/ecp/species/430,Fratercula cirrhata,Species,Tufted Puffin,Birds,Wherever found,FWS,LC,LC,TRUE
343997,22697742,VU,https://www.marinespecies.org/aphia.php?p=taxdetails&id=343997,Fregata andrewsi,https://ecos.fws.gov/ecp/species/7957,Fregata andrewsi,Species,Andrew's frigatebird,Birds,Wherever found,FWS,EN,EN,FALSE
343999,22697724,LC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=343999,Fregata magnificens,https://ecos.fws.gov/ecp/species/9588,Fregata magnificens,Species,Magnificent Frigatebird,Birds,Wherever found,FWS,LC,LC,TRUE
212654,22697733,LC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=212654,Fregata minor,https://ecos.fws.gov/ecp/species/10673,Fregata minor,Species,Great Frigatebird,Birds,NA,FWS,LC,LC,FALSE
1773441,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1773441,Fregata minor palmerstoni,https://ecos.fws.gov/ecp/species/10580,Fregata minor palmerstoni,Subspecies,Great Frigatebird,Birds,NA,FWS,LC,LC,TRUE
137195,22697866,LC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137195,Fulmarus glacialis,https://ecos.fws.gov/ecp/species/10464,Fulmarus glacialis,Species,Northern Fulmar,Birds,Wherever found,FWS,LC,LC,FALSE
276031,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276031,Fundulus jenkinsi,https://ecos.fws.gov/ecp/species/9171,Fundulus jenkinsi,Species,Saltmarsh topminnow,Fishes,Wherever found,FWS,LC,LC,FALSE
1443791,62120280,LC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1443791,Gallinula galeata,https://ecos.fws.gov/ecp/species/10819,Gallinula galeata,Species,No common name,Birds,NA,FWS,LC,LC,FALSE
126505,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126505,Gasterosteus aculeatus; Gasterosteus aculeatus williamsoni,https://ecos.fws.gov/ecp/species/11597,Gasterosteus aculeatus,Species,Threespine Stickleback / unarmored threespine stickleback,Fishes,NA; Wherever found,FWS,EN,EN,FALSE
137185,22697847,NT,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137185,Gavia adamsii,https://ecos.fws.gov/ecp/species/8199,Gavia adamsii,Species,Yellow-billed Loon,Birds,Wherever found,FWS,LC,LC,TRUE
137188,22697829,LC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137188,Gavia stellata,https://ecos.fws.gov/ecp/species/9589,Gavia stellata,Species,Red-throated Loon,Birds,Wherever found,FWS,LC,LC,TRUE
148798,62026481,LC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=148798,Gelochelidon nilotica,https://ecos.fws.gov/ecp/species/9501,Gelochelidon nilotica,Species,Gull-billed Tern,Birds,Wherever found,FWS,LC,LC,TRUE
1485154,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1485154,Geoclemys hamiltonii,https://ecos.fws.gov/ecp/species/6371,Geoclemys hamiltonii,Species,Spotted pond turtle,Reptiles,Wherever found,FWS,EN,EN,FALSE
1016062,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1016062,Rhinobatos cemiculus,https://ecos.fws.gov/ecp/species/10791,Glaucostegus cemiculus,Species,Blackchin guitarfish,Fishes,NA,NMFS,TN,TN,FALSE
280896,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280896,Gobiomorus dormitor,https://ecos.fws.gov/ecp/species/11003,Gobiomorus dormitor,Species,Bigmouth Sleeper,Fishes,NA,FWS,LC,LC,FALSE
1819823,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1819823,Graptemys flavimaculata,https://ecos.fws.gov/ecp/species/7730,Graptemys flavimaculata,Species,Yellow-blotched map turtle,Reptiles,Wherever found,FWS,TN,TN,FALSE
366767,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=366767,Haematopus bachmani,https://ecos.fws.gov/ecp/species/9591,Haematopus bachmani,Species,Black Oystercatcher,Birds,Wherever found,FWS,LC,LC,TRUE
366771,22693656,EN,https://www.marinespecies.org/aphia.php?p=taxdetails&id=366771,Haematopus chathamensis,https://ecos.fws.gov/ecp/species/4498,Haematopus chathamensis,Species,Chatham Island oystercatcher,Birds,Wherever found,FWS,LC,LC,FALSE
366766,22693621,EX,https://www.marinespecies.org/aphia.php?p=taxdetails&id=366766,Haematopus meadewaldoi,https://ecos.fws.gov/ecp/species/35,Haematopus meadewaldoi,Species,Canarian black oystercatcher,Birds,Wherever found,FWS,EN,EN,FALSE
159128,22693644,LC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159128,Haematopus palliatus,https://ecos.fws.gov/ecp/species/8935,Haematopus palliatus,Species,American Oystercatcher,Birds,Wherever found,FWS,LC,LC,TRUE
1484345,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1484345,Carpodacus purpureus,https://ecos.fws.gov/ecp/species/9579,Haemorhous purpureus,Species,Purple Finch,Birds,Wherever found,FWS,LC,LC,FALSE
159374,22695144,LC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159374,Haliaeetus leucocephalus,https://ecos.fws.gov/ecp/species/1626,Haliaeetus leucocephalus,Species,Bald Eagle,Birds,"U.S.A., conterminous (lower 48) States.; Sonoran Desert DPS: Arizona: (1) Yavapai, northern Mexico.  Gila, Graham, Pinal, and Maricopa, Counties; and (2) Southern Mohave County (that portion south and east of the center of Interstate Highway 40 and east of Arizona Highway 95), eastern LaPaz County (that portion east of the centerline of U.S. and Arizona Highways 95), and north of the centerline of Interstate Highway 8).; Southwest Distinct Population Segment",FWS,LC,LC,TRUE
405012,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405012,Haliotis cracherodii,https://ecos.fws.gov/ecp/species/9013,Haliotis cracherodii,Species,Black Abalone,Snails,Wherever found,NMFS,EN,EN,FALSE
445362,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=445362,Haliotis sorenseni,https://ecos.fws.gov/ecp/species/4580,Haliotis sorenseni,Species,White Abalone,Snails,"North America (West Coast from Point Conception, CA, U.S.A., to Punta Abreojos, Baja California, Mexico)",NMFS,EN,EN,FALSE
444778,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=444778,Hemigrapsus oregonensis,https://ecos.fws.gov/ecp/species/10193,Hemigrapsus oregonensis,Species,Yellow Shore Crab,Crustaceans,Wherever found,FWS,LC,LC,FALSE
1484377,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1484377,Coccothraustes vespertinus,https://ecos.fws.gov/ecp/species/9465,Hesperiphona vespertina,Species,Evening Grosbeak,Birds,Wherever found,FWS,LC,LC,TRUE
1288013,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1288013,Heteromeyenia longistylis,https://ecos.fws.gov/ecp/species/4295,Heteromeyenia longistylis,Species,Pennsylvania sponge,Sponges,Wherever found,FWS,LC,LC,FALSE
275213,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275213,Hippocampus zosterae,https://ecos.fws.gov/ecp/species/11619,Hippocampus zosterae,Species,Dwarf Seahorse,Fishes,NA,FWS,LC,LC,FALSE
159092,22680423,LC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159092,Histrionicus histrionicus,https://ecos.fws.gov/ecp/species/8558,Histrionicus histrionicus,Species,Harlequin duck,Birds,Wherever found,FWS,LC,LC,FALSE
1815701,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1815701,Acipenser brevirostrum,https://ecos.fws.gov/ecp/species/6635,Huso brevirostrum,Species,Shortnose sturgeon,Fishes,Wherever found,NMFS,EN,EN,FALSE
1815704,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1815704,Acipenser gueldenstaedtii,https://ecos.fws.gov/ecp/species/9255,Huso gueldenstaedtii,Species,Russian Sturgeon,Fishes,Wherever found,FWS,EN,EN,FALSE
126280,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126280,Huso huso,https://ecos.fws.gov/ecp/species/5279,Huso huso,Species,Beluga sturgeon,Fishes,Wherever found,FWS,TN,TN,FALSE
1815705,NA,NA,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1815705,Acipenser naccarii,https://ecos.fws.gov/ecp/species/9747,Huso naccarii,Species,Adriatic sturgeon,Fishes,Wherever found,NMFS,EN,EN,FALSE
