scientific_name,reason
Conus wallangra,iucn_range_outside_us_eez
Conus zeylanicus,iucn_range_outside_us_eez
Coradion altivelis,iucn_range_outside_us_eez
Coradion chrysozonus,iucn_range_outside_us_eez
Coradion melanopus,iucn_range_outside_us_eez
Coralliozetus micropes,iucn_range_outside_us_eez
Coralliozetus rosenblatti,iucn_range_outside_us_eez
Coris aurilineata,iucn_range_outside_us_eez
Coris caudimacula,iucn_range_outside_us_eez
Coris pictoides,iucn_range_outside_us_eez
Corvula macrops,iucn_range_outside_us_eez
Corythoichthys haematopterus,iucn_range_outside_us_eez
Corythoichthys ocellatus,iucn_range_outside_us_eez
Corythoichthys polynotatus,iucn_range_outside_us_eez
Coscinaraea crassa,iucn_range_outside_us_eez
Cosmocampus banneri,iucn_range_outside_us_eez
Cosmocampus investigatoris,iucn_range_outside_us_eez
Cottapistus cottoides,iucn_range_outside_us_eez
Crenarctus bicuspidatus,iucn_range_outside_us_eez
Cristiceps australis,iucn_range_outside_us_eez
Crocodilichthys gracilis,iucn_range_outside_us_eez
Crossorhombus azureus,iucn_range_outside_us_eez
Crossorhombus valderostratus,iucn_range_outside_us_eez
Crossosalarias macrospilus,iucn_range_outside_us_eez
Cryptocentroides insignis,iucn_range_outside_us_eez
Cryptocentrus albidorsus,iucn_range_outside_us_eez
Cryptocentrus cinctus,iucn_range_outside_us_eez
Cryptocentrus cryptocentrus,iucn_range_outside_us_eez
Cryptocentrus fasciatus,iucn_range_outside_us_eez
Cryptocentrus inexplicatus,iucn_range_outside_us_eez
Cryptocentrus leptocephalus,iucn_range_outside_us_eez
Cryptocentrus maudae,iucn_range_outside_us_eez
Cryptocentrus nigrocellatus,iucn_range_outside_us_eez
Cryptocentrus sericus,iucn_range_outside_us_eez
Cryptocentrus tentaculatus,iucn_range_outside_us_eez
Ctenochaetus tominiensis,iucn_range_outside_us_eez
Ctenogobiops crocineus,iucn_range_outside_us_eez
Ctenogobiops mitodes,iucn_range_outside_us_eez
Ctenogobius manglicola,iucn_range_outside_us_eez
Ctenotrypauchen chinensis,iucn_range_outside_us_eez
Cyclichthys orbicularis,iucn_range_outside_us_eez
Cyclopsetta panamensis,iucn_range_outside_us_eez
Cycloseris curvata,iucn_range_outside_us_eez
Cycloseris mokai,iucn_range_outside_us_eez
Cymbacephalus beauforti,iucn_range_outside_us_eez
Cymbacephalus bosschei,iucn_range_outside_us_eez
Cynoglossus cynoglossus,iucn_range_outside_us_eez
Cynoglossus joyneri,iucn_range_outside_us_eez
Cynoglossus kopsii,iucn_range_outside_us_eez
Cynoglossus lida,iucn_range_outside_us_eez
Cynoglossus macrolepidotus,iucn_range_outside_us_eez
Cynoglossus maculipinnis,iucn_range_outside_us_eez
Cynoglossus monopus,iucn_range_outside_us_eez
Cynoglossus puncticeps,iucn_range_outside_us_eez
Cynoglossus robustus,iucn_range_outside_us_eez
Cynoglossus sibogae,iucn_range_outside_us_eez
Cynoglossus suyeni,iucn_range_outside_us_eez
Cynoscion phoxocephalus,iucn_range_outside_us_eez
Cynoscion squamipinnis,iucn_range_outside_us_eez
Cypho purpurascens,iucn_range_outside_us_eez
Cypho zaps,iucn_range_outside_us_eez
Cyprinocirrhites polyactis,iucn_range_outside_us_eez
Cyprinodon artifrons,iucn_range_outside_us_eez
Dactylagnus mundus,iucn_range_outside_us_eez
Dactylagnus parvus,iucn_range_outside_us_eez
Dactyloptena gilberti,iucn_range_outside_us_eez
Dactyloptena macracantha,iucn_range_outside_us_eez
Dactylopus dactylopus,iucn_range_outside_us_eez
Dactyloscopus amnis,iucn_range_outside_us_eez
Dactyloscopus boehlkei,iucn_range_outside_us_eez
Dactyloscopus fimbriatus,iucn_range_outside_us_eez
Dactyloscopus lunaticus,iucn_range_outside_us_eez
Dactyloscopus pectoralis,iucn_range_outside_us_eez
Dagetichthys marginatus,iucn_range_outside_us_eez
Dascyllus flavicaudus,iucn_range_outside_us_eez
Dascyllus melanurus,iucn_range_outside_us_eez
Decapterus kurroides,iucn_range_outside_us_eez
Decapterus russelli,iucn_range_outside_us_eez
Dendrophysa russelii,iucn_range_outside_us_eez
Dentex spariformis,iucn_range_outside_us_eez
Dermatopsis macrodon,iucn_range_outside_us_eez
Deveximentum indicium,iucn_range_outside_us_eez
Deveximentum insidiator,iucn_range_outside_us_eez
Deveximentum interruptum,iucn_range_outside_us_eez
Deveximentum megalolepis,iucn_range_outside_us_eez
Diademichthys lineatus,iucn_range_outside_us_eez
Diagramma labiosum,iucn_range_outside_us_eez
Diancistrus beateae,iucn_range_outside_us_eez
Diancistrus erythraeus,iucn_range_outside_us_eez
Diancistrus fuscus,iucn_range_outside_us_eez
Diancistrus jeffjohnsoni,iucn_range_outside_us_eez
Diancistrus karinae,iucn_range_outside_us_eez
Diancistrus longifilis,iucn_range_outside_us_eez
Diancistrus novaeguineae,iucn_range_outside_us_eez
Diaphus diadematus,iucn_range_outside_us_eez
Diaphus impostor,iucn_range_outside_us_eez
Diaphus megalops,iucn_range_outside_us_eez
Diaphus ostenfeldi,iucn_range_outside_us_eez
Diaphus similis,iucn_range_outside_us_eez
Dibrachichthys melanurus,iucn_range_outside_us_eez
Dibranchus erinaceus,iucn_range_outside_us_eez
Dibranchus hystrix,iucn_range_outside_us_eez
Dibranchus japonicus,iucn_range_outside_us_eez
Dibranchus nudivomer,iucn_range_outside_us_eez
Dibranchus spinosus,iucn_range_outside_us_eez
Dibranchus spongiosa,iucn_range_outside_us_eez
Dicrolene longimana,iucn_range_outside_us_eez
Dicrolene tristis,iucn_range_outside_us_eez
Diplectrum eumelum,iucn_range_outside_us_eez
Diplectrum euryplectrum,iucn_range_outside_us_eez
Diplectrum labarum,iucn_range_outside_us_eez
Diplectrum macropoma,iucn_range_outside_us_eez
Diplectrum rostrum,iucn_range_outside_us_eez
Diplectrum sciurus,iucn_range_outside_us_eez
Diplobatis picta,iucn_range_outside_us_eez
Diploconger polystigmatus,iucn_range_outside_us_eez
Diplogrammus xenicus,iucn_range_outside_us_eez
Diploprion bifasciatum,iucn_range_outside_us_eez
Dipterygonotus balteatus,iucn_range_outside_us_eez
Dischistodus chrysopoecilus,iucn_range_outside_us_eez
Dischistodus fasciatus,iucn_range_outside_us_eez
Dischistodus melanotus,iucn_range_outside_us_eez
Dischistodus perspicillatus,iucn_range_outside_us_eez
Dischistodus prosopotaenia,iucn_range_outside_us_eez
Dischistodus pseudochrysopoecilus,iucn_range_outside_us_eez
Discotrema crinophilum,iucn_range_outside_us_eez
Discotrema monogrammum,iucn_range_outside_us_eez
Dolichosudis fuliginosa,iucn_range_outside_us_eez
Dorosoma petenense,iucn_range_outside_us_eez
Doryrhamphus janssi,iucn_range_outside_us_eez
Doryrhamphus negrosensis,iucn_range_outside_us_eez
Dotsugobius bleekeri,iucn_range_outside_us_eez
Drepane punctata,iucn_range_outside_us_eez
Drombus globiceps,iucn_range_outside_us_eez
Drombus halei,iucn_range_outside_us_eez
Drombus ocyurus,iucn_range_outside_us_eez
Drombus triangularis,iucn_range_outside_us_eez
Dunckerocampus pessuliferus,iucn_range_outside_us_eez
Dussumieria elopsoides,iucn_range_outside_us_eez
Dysomma dolichosomatum,iucn_range_outside_us_eez
Echelus uropterus,iucn_range_outside_us_eez
Echidna nocturna,iucn_range_outside_us_eez
Echidna rhodochilus,iucn_range_outside_us_eez
Echinophyllia orpheensis,iucn_range_outside_us_eez
Echinopora horrida,iucn_range_outside_us_eez
Echiodon exsilium,iucn_range_outside_us_eez
Echiophis brunneus,iucn_range_outside_us_eez
Ecsenius aequalis,iucn_range_outside_us_eez
Ecsenius bandanus,iucn_range_outside_us_eez
Ecsenius bathi,iucn_range_outside_us_eez
Ecsenius fijiensis,iucn_range_outside_us_eez
Ecsenius isos,iucn_range_outside_us_eez
Ecsenius lineatus,iucn_range_outside_us_eez
Ecsenius lividanalis,iucn_range_outside_us_eez
Ecsenius namiyei,iucn_range_outside_us_eez
Ecsenius pictus,iucn_range_outside_us_eez
Ecsenius schroederi,iucn_range_outside_us_eez
Ecsenius tessera,iucn_range_outside_us_eez
Ecsenius trilineatus,iucn_range_outside_us_eez
Ecsenius yaeyamaensis,iucn_range_outside_us_eez
Eduarctus martensii,iucn_range_outside_us_eez
Ekemblemaria myersi,iucn_range_outside_us_eez
Elacatinus puncticulatus,iucn_range_outside_us_eez
Elattarchus archidium,iucn_range_outside_us_eez
Eleotris fusca,iucn_range_outside_us_eez
Eleotris pisonis,iucn_range_outside_us_eez
Ellochelon vaigiensis,iucn_range_outside_us_eez
Elops machnata,iucn_range_outside_us_eez
Emblemaria hypacanthus,iucn_range_outside_us_eez
Emblemaria nivipes,iucn_range_outside_us_eez
Emblemaria piratica,iucn_range_outside_us_eez
Emblemaria walkeri,iucn_range_outside_us_eez
Enchelycore octaviana,iucn_range_outside_us_eez
Engyprosopon annulatum,iucn_range_outside_us_eez
Engyprosopon bleekeri,iucn_range_outside_us_eez
Engyprosopon grandisquama,iucn_range_outside_us_eez
Engyprosopon latifrons,iucn_range_outside_us_eez
Engyprosopon macrolepis,iucn_range_outside_us_eez
Engyprosopon mogkii,iucn_range_outside_us_eez
Engyprosopon septempes,iucn_range_outside_us_eez
Engyprosopon xystrias,iucn_range_outside_us_eez
Enneanectes carminalis,iucn_range_outside_us_eez
Enneanectes glendae,iucn_range_outside_us_eez
Enneanectes macrops,iucn_range_outside_us_eez
Enneanectes reticulatus,iucn_range_outside_us_eez
Enneapterygius etheostoma,iucn_range_outside_us_eez
Enneapterygius fasciatus,iucn_range_outside_us_eez
Enneapterygius flavoccipitis,iucn_range_outside_us_eez
Enneapterygius gracilis,iucn_range_outside_us_eez
Enneapterygius larsonae,iucn_range_outside_us_eez
Enneapterygius mirabilis,iucn_range_outside_us_eez
Enneapterygius niger,iucn_range_outside_us_eez
Enneapterygius pallidoserialis,iucn_range_outside_us_eez
Enneapterygius philippinus,iucn_range_outside_us_eez
Enneapterygius rhabdotus,iucn_range_outside_us_eez
Enneapterygius rubicauda,iucn_range_outside_us_eez
Enneapterygius rufopileus,iucn_range_outside_us_eez
Enneapterygius unimaculatus,iucn_range_outside_us_eez
Enneapterygius williamsi,iucn_range_outside_us_eez
Enneapterygius ziegleri,iucn_range_outside_us_eez
Enoplometopus crosnieri,iucn_range_outside_us_eez
Entomacrodus macrospilus,iucn_range_outside_us_eez
Entomacrodus textilis,iucn_range_outside_us_eez
Epibulus brevis,iucn_range_outside_us_eez
Epigonus telescopus,iucn_range_outside_us_eez
Epinephelus areolatus,iucn_range_outside_us_eez
Epinephelus chlorostigma,iucn_range_outside_us_eez
Epinephelus coeruleopunctatus,iucn_range_outside_us_eez
Epinephelus coioides,iucn_range_outside_us_eez
Epinephelus cyanopodus,iucn_range_outside_us_eez
Epinephelus kupangensis,iucn_range_outside_us_eez
Epinephelus magniscuttis,iucn_range_outside_us_eez
Epinephelus malabaricus,iucn_range_outside_us_eez
Epinephelus ongus,iucn_range_outside_us_eez
Epinephelus rivulatus,iucn_range_outside_us_eez
Epinephelus tukula,iucn_range_outside_us_eez
Eptatretus cirrhatus,iucn_range_outside_us_eez
Eptatretus okinoseanus,iucn_range_outside_us_eez
Eptatretus sinus,iucn_range_outside_us_eez
Equulites elongatus,iucn_range_outside_us_eez
Eridacnis radcliffei,iucn_range_outside_us_eez
Erisphex pottii,iucn_range_outside_us_eez
Erosa erosa,iucn_range_outside_us_eez
Erotelis armiger,iucn_range_outside_us_eez
Etmopterus brachyurus,iucn_range_outside_us_eez
Etmopterus evansi,iucn_range_outside_us_eez
Etmopterus lucifer,iucn_range_outside_us_eez
Etmopterus molleri,iucn_range_outside_us_eez
Etmopterus splendidus,iucn_range_outside_us_eez
Etropus peruvianus,iucn_range_outside_us_eez
Eubalaena australis,iucn_range_outside_us_eez
Eubalichthys caeruleoguttatus,iucn_range_outside_us_eez
Eubleekeria jonesi,iucn_range_outside_us_eez
Eubleekeria splendens,iucn_range_outside_us_eez
Eucinostomus entomelas,iucn_range_outside_us_eez
Eugnathogobius mindora,iucn_range_outside_us_eez
Eurypleuron owasianum,iucn_range_outside_us_eez
Eustomias tetranema,iucn_range_outside_us_eez
Eusurculus pistillum,iucn_range_outside_us_eez
Eviota albolineata,iucn_range_outside_us_eez
Eviota atriventris,iucn_range_outside_us_eez
Eviota bifasciata,iucn_range_outside_us_eez
Eviota dorsogilva,iucn_range_outside_us_eez
Eviota fallax,iucn_range_outside_us_eez
Eviota hoesei,iucn_range_outside_us_eez
Eviota jewettae,iucn_range_outside_us_eez
Eviota karaspila,iucn_range_outside_us_eez
Eviota korechika,iucn_range_outside_us_eez
Eviota latifasciata,iucn_range_outside_us_eez
Eviota melasma,iucn_range_outside_us_eez
Eviota mimica,iucn_range_outside_us_eez
Eviota monostigma,iucn_range_outside_us_eez
Eviota nigramembrana,iucn_range_outside_us_eez
Eviota piperata,iucn_range_outside_us_eez
Eviota prasina,iucn_range_outside_us_eez
Eviota punctulata,iucn_range_outside_us_eez
Eviota queenslandica,iucn_range_outside_us_eez
Eviota shimadai,iucn_range_outside_us_eez
Eviota sigillata,iucn_range_outside_us_eez
Eviota spilota,iucn_range_outside_us_eez
Eviota storthynx,iucn_range_outside_us_eez
Eviota teresae,iucn_range_outside_us_eez
Eviota winterbottomi,iucn_range_outside_us_eez
Exyrias akihito,iucn_range_outside_us_eez
Favites acuticollis,iucn_range_outside_us_eez
Favonigobius gymnauchen,iucn_range_outside_us_eez
Favonigobius lateralis,iucn_range_outside_us_eez
Favonigobius melanobranchus,iucn_range_outside_us_eez
Feia nympha,iucn_range_outside_us_eez
Feroxodon multistriatus,iucn_range_outside_us_eez
Festucalex kulbickii,iucn_range_outside_us_eez
Fibramia thermalis,iucn_range_outside_us_eez
Figaro striatus,iucn_range_outside_us_eez
Filicampus tigris,iucn_range_outside_us_eez
Fimbriaphyllia divisa,iucn_range_outside_us_eez
Foa hyalina,iucn_range_outside_us_eez
Fodiator acutus,iucn_range_outside_us_eez
Fontitrygon geijskesi,iucn_range_outside_us_eez
Fowleria flammea,iucn_range_outside_us_eez
Fusigobius gracilis,iucn_range_outside_us_eez
Fusigobius humeralis,iucn_range_outside_us_eez
Fusigobius longispinus,iucn_range_outside_us_eez
Fusigobius maximus,iucn_range_outside_us_eez
Fusigobius melacron,iucn_range_outside_us_eez
Fusigobius signipinnis,iucn_range_outside_us_eez
Galearctus kitanoviriosus,iucn_range_outside_us_eez
Galearctus timidus,iucn_range_outside_us_eez
Galeus eastmani,iucn_range_outside_us_eez
Gavialiceps javanicus,iucn_range_outside_us_eez
Gazza dentex,iucn_range_outside_us_eez
Gazza minuta,iucn_range_outside_us_eez
Genicanthus lamarck,iucn_range_outside_us_eez
Genicanthus semifasciatus,iucn_range_outside_us_eez
Genyagnus monopterygius,iucn_range_outside_us_eez
Genyatremus dovii,iucn_range_outside_us_eez
Gerres erythrourus,iucn_range_outside_us_eez
Gerres filamentosus,iucn_range_outside_us_eez
Gerres macracanthus,iucn_range_outside_us_eez
Gerres shima,iucn_range_outside_us_eez
Gerres subfasciatus,iucn_range_outside_us_eez
Gigantactis elsmani,iucn_range_outside_us_eez
Gillellus arenicola,iucn_range_outside_us_eez
Gillellus semicinctus,iucn_range_outside_us_eez
Girella simplicidens,iucn_range_outside_us_eez
Giuris margaritaceus,iucn_range_outside_us_eez
Glossanodon polli,iucn_range_outside_us_eez
Glossogobius bicirrhosus,iucn_range_outside_us_eez
Glossogobius celebius,iucn_range_outside_us_eez
Glossogobius giuris,iucn_range_outside_us_eez
Glossogobius olivaceus,iucn_range_outside_us_eez
Glyptocephalus stelleri,iucn_range_outside_us_eez
Glyptophidium argenteum,iucn_range_outside_us_eez
Glyptophidium japonicum,iucn_range_outside_us_eez
Glyptophidium lucidum,iucn_range_outside_us_eez
Gnatholepis gymnocara,iucn_range_outside_us_eez
Gnatholepis ophthalmotaenia,iucn_range_outside_us_eez
Gnathophis castlei,iucn_range_outside_us_eez
Gnathophis umbrellabius,iucn_range_outside_us_eez
Gobiesox adustus,iucn_range_outside_us_eez
Gobiesox pinniger,iucn_range_outside_us_eez
Gobiodon albofasciatus,iucn_range_outside_us_eez
Gobiodon erythrospilus,iucn_range_outside_us_eez
Gobiodon fulvus,iucn_range_outside_us_eez
Gobiodon heterospilos,iucn_range_outside_us_eez
Gobiodon multilineatus,iucn_range_outside_us_eez
Gobiodon okinawae,iucn_range_outside_us_eez
Gobiodon prolixus,iucn_range_outside_us_eez
Gobiodon quinquestrigatus,iucn_range_outside_us_eez
Gobiodon spilophthalmus,iucn_range_outside_us_eez
Gobiomorus polylepis,iucn_range_outside_us_eez
Gobiopsis angustifrons,iucn_range_outside_us_eez
Gobiopsis arenaria,iucn_range_outside_us_eez
Gobiopsis bravoi,iucn_range_outside_us_eez
Gobiopsis liolepis,iucn_range_outside_us_eez
Gobiopsis malekulae,iucn_range_outside_us_eez
Gobiopsis quinquecincta,iucn_range_outside_us_eez
Gobiosoma chiquita,iucn_range_outside_us_eez
Gobiosoma paradoxum,iucn_range_outside_us_eez
Gobulus hancocki,iucn_range_outside_us_eez
Gomphosus caeruleus,iucn_range_outside_us_eez
Goniistius zonatus,iucn_range_outside_us_eez
Goniopora planulata,iucn_range_outside_us_eez
Goniopora stokesi,iucn_range_outside_us_eez
Gorgasia barnesi,iucn_range_outside_us_eez
Gorgasia maculata,iucn_range_outside_us_eez
Gorgasia punctata,iucn_range_outside_us_eez
Grammatobothus polyophthalmus,iucn_range_outside_us_eez
Grammonus robustus,iucn_range_outside_us_eez
Gurgesiella atlantica,iucn_range_outside_us_eez
Gymnapogon philippinus,iucn_range_outside_us_eez
Gymnocaesio gymnoptera,iucn_range_outside_us_eez
Gymnocranius elongatus,iucn_range_outside_us_eez
Gymnocranius satoi,iucn_range_outside_us_eez
Gymnosarda unicolor,iucn_range_outside_us_eez
Gymnothorax angusticauda,iucn_range_outside_us_eez
Gymnothorax australicola,iucn_range_outside_us_eez
Gymnothorax castaneus,iucn_range_outside_us_eez
Gymnothorax castlei,iucn_range_outside_us_eez
Gymnothorax cribroris,iucn_range_outside_us_eez
Gymnothorax dovii,iucn_range_outside_us_eez
Gymnothorax equatorialis,iucn_range_outside_us_eez
Gymnothorax favagineus,iucn_range_outside_us_eez
Gymnothorax hepaticus,iucn_range_outside_us_eez
Gymnothorax herrei,iucn_range_outside_us_eez
Gymnothorax intesi,iucn_range_outside_us_eez
Gymnothorax isingteena,iucn_range_outside_us_eez
Gymnothorax mccoskeri,iucn_range_outside_us_eez
Gymnothorax microstictus,iucn_range_outside_us_eez
Gymnothorax minor,iucn_range_outside_us_eez
Gymnothorax moluccensis,iucn_range_outside_us_eez
Gymnothorax monochrous,iucn_range_outside_us_eez
Gymnothorax panamensis,iucn_range_outside_us_eez
Gymnothorax phalarus,iucn_range_outside_us_eez
Gymnothorax phasmatodes,iucn_range_outside_us_eez
Gymnothorax porphyreus,iucn_range_outside_us_eez
Gymnothorax pseudoherrei,iucn_range_outside_us_eez
Gymnothorax pseudothyrsoideus,iucn_range_outside_us_eez
Gymnothorax punctatofasciatus,iucn_range_outside_us_eez
Gymnothorax reticularis,iucn_range_outside_us_eez
Gymnothorax robinsi,iucn_range_outside_us_eez
Gymnothorax tile,iucn_range_outside_us_eez
Gymnura japonica,iucn_range_outside_us_eez
Gymnura micrura,iucn_range_outside_us_eez
Gymnura poecilura,iucn_range_outside_us_eez
Gymnura zonura,iucn_range_outside_us_eez
Haemulon maculicauda,iucn_range_outside_us_eez
Haemulon scudderii,iucn_range_outside_us_eez
Haemulon sexfasciatum,iucn_range_outside_us_eez
Haemulon steindachneri,iucn_range_outside_us_eez
Haemulopsis leuciscus,iucn_range_outside_us_eez
Halaelurus boesemani,iucn_range_outside_us_eez
Halaelurus sellus,iucn_range_outside_us_eez
Halicampus boothae,iucn_range_outside_us_eez
Halicampus dunckeri,iucn_range_outside_us_eez
Halicampus grayi,iucn_range_outside_us_eez
Halicampus macrorhynchus,iucn_range_outside_us_eez
Halicampus nitidus,iucn_range_outside_us_eez
Halichoeres argus,iucn_range_outside_us_eez
Halichoeres bicolor,iucn_range_outside_us_eez
Halichoeres binotopsis,iucn_range_outside_us_eez
Halichoeres chierchiae,iucn_range_outside_us_eez
Halichoeres chloropterus,iucn_range_outside_us_eez
Halichoeres dimidiatus,iucn_range_outside_us_eez
Halichoeres kallochroma,iucn_range_outside_us_eez
Halichoeres leucurus,iucn_range_outside_us_eez
Halichoeres melanochir,iucn_range_outside_us_eez
Halichoeres miniatus,iucn_range_outside_us_eez
Halichoeres nebulosus,iucn_range_outside_us_eez
Halichoeres nigrescens,iucn_range_outside_us_eez
Halichoeres notospilus,iucn_range_outside_us_eez
Halichoeres papilionaceus,iucn_range_outside_us_eez
Halichoeres podostigma,iucn_range_outside_us_eez
Halichoeres richmondi,iucn_range_outside_us_eez
Halichoeres scapularis,iucn_range_outside_us_eez
Halichoeres solorensis,iucn_range_outside_us_eez
Halichoeres timorensis,iucn_range_outside_us_eez
Halichoeres zeylonicus,iucn_range_outside_us_eez
Halicmetus niger,iucn_range_outside_us_eez
Halicmetus reticulatus,iucn_range_outside_us_eez
Halicmetus ruber,iucn_range_outside_us_eez
Halieutaea brevicauda,iucn_range_outside_us_eez
Halieutaea coccinea,iucn_range_outside_us_eez
Halieutaea fitzsimonsi,iucn_range_outside_us_eez
Halieutaea fumosa,iucn_range_outside_us_eez
Halieutaea indica,iucn_range_outside_us_eez
Halieutaea nigra,iucn_range_outside_us_eez
Halieutopsis simula,iucn_range_outside_us_eez
Halieutopsis stellifera,iucn_range_outside_us_eez
Haliotis planata,iucn_range_outside_us_eez
Halophryne diemensis,iucn_range_outside_us_eez
Harpadon microchir,iucn_range_outside_us_eez
Harpadon translucens,iucn_range_outside_us_eez
Helcogramma ellioti,iucn_range_outside_us_eez
Helcogramma fuscipectoris,iucn_range_outside_us_eez
Helcogramma fuscopinna,iucn_range_outside_us_eez
Helcogramma gymnauchen,iucn_range_outside_us_eez
Helcogramma inclinata,iucn_range_outside_us_eez
Helcogramma nigra,iucn_range_outside_us_eez
Helcogramma obtusirostris,iucn_range_outside_us_eez
Helcogramma rhinoceros,iucn_range_outside_us_eez
Helcogramma springeri,iucn_range_outside_us_eez
Helcogramma trigloides,iucn_range_outside_us_eez
Heliofungia actiniformis,iucn_range_outside_us_eez
Hemanthias peruanus,iucn_range_outside_us_eez
Hemicaranx leucurus,iucn_range_outside_us_eez
Hemicaranx zelotes,iucn_range_outside_us_eez
Hemigaleus australiensis,iucn_range_outside_us_eez
Hemigaleus microstoma,iucn_range_outside_us_eez
Hemiglyphidodon plagiometopon,iucn_range_outside_us_eez
Hemigobius hoevenii,iucn_range_outside_us_eez
Hemiramphus saltator,iucn_range_outside_us_eez
Hemitaurichthys zoster,iucn_range_outside_us_eez
Hephthocara crassiceps,iucn_range_outside_us_eez
Heteristius cinctus,iucn_range_outside_us_eez
Heteroclinus roseus,iucn_range_outside_us_eez
Heteroconger polyzona,iucn_range_outside_us_eez
Heterocyathus aequicostatus,iucn_range_outside_us_eez
Heteropsammia cochlea,iucn_range_outside_us_eez
Hexanchus nakamurai,iucn_range_outside_us_eez
Himantolophus appelii,iucn_range_outside_us_eez
Himantura leoparda,iucn_range_outside_us_eez
Himantura uarnak,iucn_range_outside_us_eez
Himantura undulata,iucn_range_outside_us_eez
Hime curtirostris,iucn_range_outside_us_eez
Hime japonica,iucn_range_outside_us_eez
Hippichthys cyanospilos,iucn_range_outside_us_eez
Hippichthys penicillus,iucn_range_outside_us_eez
Hippocampus bargibanti,iucn_range_outside_us_eez
Hippocampus denise,iucn_range_outside_us_eez
Hippocampus kelloggi,iucn_range_outside_us_eez
Hippocampus pontohi,iucn_range_outside_us_eez
Hippocampus trimaculatus,iucn_range_outside_us_eez
Hippocampus whitei,iucn_range_outside_us_eez
Hippoglossina bollmani,iucn_range_outside_us_eez
Hippoglossoides dubius,iucn_range_outside_us_eez
Hipposcarus harid,iucn_range_outside_us_eez
Hirundichthys marginatus,iucn_range_outside_us_eez
Histiophryne bougainvilli,iucn_range_outside_us_eez
Holacanthus passer,iucn_range_outside_us_eez
Hologymnosus longipes,iucn_range_outside_us_eez
Hologymnosus rhodonotus,iucn_range_outside_us_eez
Homostolus acer,iucn_range_outside_us_eez
Hoplobrotula armata,iucn_range_outside_us_eez
Hoplolatilus fronticinctus,iucn_range_outside_us_eez
Hoplolatilus marcosi,iucn_range_outside_us_eez
Hoplolatilus starcki,iucn_range_outside_us_eez
Hoplostethus japonicus,iucn_range_outside_us_eez
Hoplostethus melanopterus,iucn_range_outside_us_eez
Hoplostethus mento,iucn_range_outside_us_eez
Hoplunnis pacifica,iucn_range_outside_us_eez
Hoplunnis sicarius,iucn_range_outside_us_eez
Hydrolagus marmoratus,iucn_range_outside_us_eez
Hydrolagus mitsukurii,iucn_range_outside_us_eez
Hydrolagus trolli,iucn_range_outside_us_eez
Hydrurga leptonyx,iucn_range_outside_us_eez
Hyperoodon planifrons,iucn_range_outside_us_eez
Hypleurochilus aequipinnis,iucn_range_outside_us_eez
Hypoatherina barnesi,iucn_range_outside_us_eez
Hypoatherina tropicalis,iucn_range_outside_us_eez
Hypogaleus hyugaensis,iucn_range_outside_us_eez
Hypomesus japonicus,iucn_range_outside_us_eez
Hypopleuron caninum,iucn_range_outside_us_eez
Hypoptychus dybowskii,iucn_range_outside_us_eez
Hyporhamphus gilli,iucn_range_outside_us_eez
Hyporhamphus quoyi,iucn_range_outside_us_eez
Hyporhamphus roberti,iucn_range_outside_us_eez
Hyporhamphus snyderi,iucn_range_outside_us_eez
Hypsoblennius brevipinnis,iucn_range_outside_us_eez
Ibacus brevipes,iucn_range_outside_us_eez
Ibacus pubescens,iucn_range_outside_us_eez
Ichthyapus selachops,iucn_range_outside_us_eez
Ichthyocampus carce,iucn_range_outside_us_eez
Ilisha filigera,iucn_range_outside_us_eez
Ilisha lunula,iucn_range_outside_us_eez
Inegocia japonica,iucn_range_outside_us_eez
Iniistius bimaculatus,iucn_range_outside_us_eez
Iniistius dea,iucn_range_outside_us_eez
Iniistius twistii,iucn_range_outside_us_eez
Inimicus caledonicus,iucn_range_outside_us_eez
Inimicus didactylus,iucn_range_outside_us_eez
Inimicus sinensis,iucn_range_outside_us_eez
Ipnops agassizii,iucn_range_outside_us_eez
Isopora brueggemanni,iucn_range_outside_us_eez
Istiblennius dussumieri,iucn_range_outside_us_eez
Istiblennius meleagris,iucn_range_outside_us_eez
Istigobius campbelli,iucn_range_outside_us_eez
Istigobius rigilius,iucn_range_outside_us_eez
Istigobius spence,iucn_range_outside_us_eez
Japonoconger caribbeus,iucn_range_outside_us_eez
Jaydia argyrogaster,iucn_range_outside_us_eez
Jaydia ellioti,iucn_range_outside_us_eez
Jaydia lineata,iucn_range_outside_us_eez
Jaydia novaeguineae,iucn_range_outside_us_eez
Jaydia poeciloptera,iucn_range_outside_us_eez
Jaydia smithi,iucn_range_outside_us_eez
Jaydia striata,iucn_range_outside_us_eez
Jaydia striatodes,iucn_range_outside_us_eez
Jaydia truncata,iucn_range_outside_us_eez
Johnius amblycephalus,iucn_range_outside_us_eez
Johnius australis,iucn_range_outside_us_eez
Johnius belangerii,iucn_range_outside_us_eez
Johnius borneensis,iucn_range_outside_us_eez
Johnius carouna,iucn_range_outside_us_eez
Johnius coitor,iucn_range_outside_us_eez
Johnius dussumieri,iucn_range_outside_us_eez
Johnius grypotus,iucn_range_outside_us_eez
Johnius laevis,iucn_range_outside_us_eez
Johnius macropterus,iucn_range_outside_us_eez
Johnius macrorhynus,iucn_range_outside_us_eez
Johnius novaeguineae,iucn_range_outside_us_eez
Johnius plagiostoma,iucn_range_outside_us_eez
Johnius trachycephalus,iucn_range_outside_us_eez
