scientific_name,reason
Johnius weberi,iucn_range_outside_us_eez
Johnrandallia nigrirostris,iucn_range_outside_us_eez
Kamoharaia megastoma,iucn_range_outside_us_eez
Karalla daura,iucn_range_outside_us_eez
Karalla dussumieri,iucn_range_outside_us_eez
Kentrocapros flavofasciatus,iucn_range_outside_us_eez
Koumansetta hectori,iucn_range_outside_us_eez
Koumansetta rainfordi,iucn_range_outside_us_eez
Kuhlia rupestris,iucn_range_outside_us_eez
Kumococius rodericensis,iucn_range_outside_us_eez
Kyphosus elegans,iucn_range_outside_us_eez
Labracinus cyclophthalmus,iucn_range_outside_us_eez
Labrisomus multiporosus,iucn_range_outside_us_eez
Labrisomus xanti,iucn_range_outside_us_eez
Labropsis alleni,iucn_range_outside_us_eez
Labropsis manabei,iucn_range_outside_us_eez
Laeops guentheri,iucn_range_outside_us_eez
Laeops parviceps,iucn_range_outside_us_eez
Lagenorhynchus obscurus,iucn_range_outside_us_eez
Lagocephalus guentheri,iucn_range_outside_us_eez
Lagocephalus inermis,iucn_range_outside_us_eez
Lagocephalus lunaris,iucn_range_outside_us_eez
Lagocephalus spadiceus,iucn_range_outside_us_eez
Laiphognathus multimaculatus,iucn_range_outside_us_eez
Lampanyctus macropterus,iucn_range_outside_us_eez
Lampanyctus parvicauda,iucn_range_outside_us_eez
Larimichthys pamoides,iucn_range_outside_us_eez
Larimus argenteus,iucn_range_outside_us_eez
Larimus effulgens,iucn_range_outside_us_eez
Lates calcarifer,iucn_range_outside_us_eez
Lepadichthys caritus,iucn_range_outside_us_eez
Lepadichthys frenatus,iucn_range_outside_us_eez
Lepidoblepharon ophthalmolepis,iucn_range_outside_us_eez
Lepidopsetta mochigarei,iucn_range_outside_us_eez
Lepidotrigla spiloptera,iucn_range_outside_us_eez
Lepophidium aporrhox,iucn_range_outside_us_eez
Lepophidium cultratum,iucn_range_outside_us_eez
Lepophidium pardale,iucn_range_outside_us_eez
Lepophidium prorates,iucn_range_outside_us_eez
Leptastrea inaequalis,iucn_range_outside_us_eez
Leptochilichthys pinguis,iucn_range_outside_us_eez
Leptojulis cyanopleura,iucn_range_outside_us_eez
Leptojulis lambdastigma,iucn_range_outside_us_eez
Leptostomias bermudensis,iucn_range_outside_us_eez
Leptostomias gracilis,iucn_range_outside_us_eez
Leptostomias longibarba,iucn_range_outside_us_eez
Lestidiops luetkeni,iucn_range_outside_us_eez
Lestidiops neles,iucn_range_outside_us_eez
Lestidiops similis,iucn_range_outside_us_eez
Lestrolepis japonica,iucn_range_outside_us_eez
Lethrinus erythropterus,iucn_range_outside_us_eez
Lethrinus genivittatus,iucn_range_outside_us_eez
Lethrinus lentjan,iucn_range_outside_us_eez
Lethrinus microdon,iucn_range_outside_us_eez
Lethrinus miniatus,iucn_range_outside_us_eez
Lethrinus ornatus,iucn_range_outside_us_eez
Lethrinus reticulatus,iucn_range_outside_us_eez
Lethrinus semicinctus,iucn_range_outside_us_eez
Lethrinus variegatus,iucn_range_outside_us_eez
Liachirus melanospilos,iucn_range_outside_us_eez
Lile nigrofasciata,iucn_range_outside_us_eez
Limnichthys fasciatus,iucn_range_outside_us_eez
Linophryne brevibarbata,iucn_range_outside_us_eez
Liocranium pleurostigma,iucn_range_outside_us_eez
Liopropoma fasciatum,iucn_range_outside_us_eez
Liopropoma longilepis,iucn_range_outside_us_eez
Lipogramma evides,iucn_range_outside_us_eez
Lissodelphis peronii,iucn_range_outside_us_eez
Lithophyllon scabra,iucn_range_outside_us_eez
Lobophyllia diminuta,iucn_range_outside_us_eez
Lobulogobius morrigu,iucn_range_outside_us_eez
Lobulogobius omanensis,iucn_range_outside_us_eez
Lonchopisthus sinuscalifornicus,iucn_range_outside_us_eez
Lonchurus elegans,iucn_range_outside_us_eez
Lonchurus lanceolatus,iucn_range_outside_us_eez
Lophiodes endoi,iucn_range_outside_us_eez
Lophiodes gracilimanus,iucn_range_outside_us_eez
Lophiodes naresi,iucn_range_outside_us_eez
Lophiodes triradiatus,iucn_range_outside_us_eez
Lophodiodon calori,iucn_range_outside_us_eez
Lophonectes gallus,iucn_range_outside_us_eez
Lotilia graciliosa,iucn_range_outside_us_eez
Loxodon macrorhinus,iucn_range_outside_us_eez
Lubricogobius exiguus,iucn_range_outside_us_eez
Lubricogobius ornatus,iucn_range_outside_us_eez
Luciosudis normani,iucn_range_outside_us_eez
Lumiconger arafura,iucn_range_outside_us_eez
Luposicya lupus,iucn_range_outside_us_eez
Lutjanus bengalensis,iucn_range_outside_us_eez
Lutjanus carponotatus,iucn_range_outside_us_eez
Lutjanus johnii,iucn_range_outside_us_eez
Lutjanus lemniscatus,iucn_range_outside_us_eez
Lutjanus lunulatus,iucn_range_outside_us_eez
Lutjanus malabaricus,iucn_range_outside_us_eez
Lutjanus quinquelineatus,iucn_range_outside_us_eez
Lutjanus russellii,iucn_range_outside_us_eez
Lutjanus sebae,iucn_range_outside_us_eez
Lutjanus semicinctus,iucn_range_outside_us_eez
Lutjanus viridis,iucn_range_outside_us_eez
Lutjanus vitta,iucn_range_outside_us_eez
Luzonichthys waitei,iucn_range_outside_us_eez
Lycengraulis grossidens,iucn_range_outside_us_eez
Lythrypnus pulchellus,iucn_range_outside_us_eez
Lythrypnus rhizophora,iucn_range_outside_us_eez
Macrocephenchelys brevirostris,iucn_range_outside_us_eez
Macropharyngodon kuiteri,iucn_range_outside_us_eez
Macropharyngodon ornatus,iucn_range_outside_us_eez
Macrouroides inflaticeps,iucn_range_outside_us_eez
Maculabatis gerrardi,iucn_range_outside_us_eez
Magnisudis indica,iucn_range_outside_us_eez
Malacoctenus ebisui,iucn_range_outside_us_eez
Malacoctenus hubbsi,iucn_range_outside_us_eez
Malacoctenus tetranemus,iucn_range_outside_us_eez
Malthopsis annulifera,iucn_range_outside_us_eez
Malthopsis asperata,iucn_range_outside_us_eez
Malthopsis kobayashii,iucn_range_outside_us_eez
Malthopsis lutea,iucn_range_outside_us_eez
Malthopsis parva,iucn_range_outside_us_eez
Manonichthys splendens,iucn_range_outside_us_eez
Margrethia valentinae,iucn_range_outside_us_eez
Marilyna darwinii,iucn_range_outside_us_eez
Mastigopterus imperator,iucn_range_outside_us_eez
Maulisia acuticeps,iucn_range_outside_us_eez
Maurolicus muelleri,iucn_range_outside_us_eez
Megatrygon microps,iucn_range_outside_us_eez
Meiacanthus anema,iucn_range_outside_us_eez
Meiacanthus bundoon,iucn_range_outside_us_eez
Meiacanthus grammistes,iucn_range_outside_us_eez
Meiacanthus smithi,iucn_range_outside_us_eez
Melamphaes eulepis,iucn_range_outside_us_eez
Melamphaes janae,iucn_range_outside_us_eez
Melanostomias niger,iucn_range_outside_us_eez
Melanostomias paucilaternatus,iucn_range_outside_us_eez
Menticirrhus elongatus,iucn_range_outside_us_eez
Menticirrhus nasus,iucn_range_outside_us_eez
Menticirrhus paitensis,iucn_range_outside_us_eez
Menticirrhus panamensis,iucn_range_outside_us_eez
Mentodus perforatus,iucn_range_outside_us_eez
Mentodus rostratus,iucn_range_outside_us_eez
Merluccius hernandezi,iucn_range_outside_us_eez
Mesoplodon layardii,iucn_range_outside_us_eez
Mesoplodon peruvianus,iucn_range_outside_us_eez
Mesopristes argenteus,iucn_range_outside_us_eez
Mesopristes cancellatus,iucn_range_outside_us_eez
Microbrotula bentleyi,iucn_range_outside_us_eez
Microdesmus dorsipunctatus,iucn_range_outside_us_eez
Microdesmus suttkusi,iucn_range_outside_us_eez
Micrognathus natans,iucn_range_outside_us_eez
Microgobius brevispinis,iucn_range_outside_us_eez
Microgobius curtus,iucn_range_outside_us_eez
Microgobius cyclolepis,iucn_range_outside_us_eez
Microgobius emblematicus,iucn_range_outside_us_eez
Microgobius erectus,iucn_range_outside_us_eez
Microgobius miraflorensis,iucn_range_outside_us_eez
Microgobius tabogensis,iucn_range_outside_us_eez
Micromussa lordhowensis,iucn_range_outside_us_eez
Micromussa regularis,iucn_range_outside_us_eez
Microspathodon bairdii,iucn_range_outside_us_eez
Microspathodon dorsalis,iucn_range_outside_us_eez
Microstomus achne,iucn_range_outside_us_eez
Mimoblennius atrocinctus,iucn_range_outside_us_eez
Minous coccineus,iucn_range_outside_us_eez
Minous inermis,iucn_range_outside_us_eez
Minous monodactylus,iucn_range_outside_us_eez
Minous quincarinatus,iucn_range_outside_us_eez
Minysicya caudimaculata,iucn_range_outside_us_eez
Mirounga leonina,iucn_range_outside_us_eez
Mobula kuhlii,iucn_range_outside_us_eez
Monocentris japonica,iucn_range_outside_us_eez
Monodon monoceros,iucn_range_outside_us_eez
Monomitopus garmani,iucn_range_outside_us_eez
Monomitopus kumae,iucn_range_outside_us_eez
Monomitopus pallidus,iucn_range_outside_us_eez
Monomitopus torvus,iucn_range_outside_us_eez
Montipora altasepta,iucn_range_outside_us_eez
Montipora capricornis,iucn_range_outside_us_eez
Montipora cebuensis,iucn_range_outside_us_eez
Montipora cocosensis,iucn_range_outside_us_eez
Montipora corbettensis,iucn_range_outside_us_eez
Montipora crassituberculata,iucn_range_outside_us_eez
Montipora digitata,iucn_range_outside_us_eez
Montipora friabilis,iucn_range_outside_us_eez
Montipora orientalis,iucn_range_outside_us_eez
Montipora samarensis,iucn_range_outside_us_eez
Montipora spongodes,iucn_range_outside_us_eez
Montipora turtlensis,iucn_range_outside_us_eez
Montipora undata,iucn_range_outside_us_eez
Mora moro,iucn_range_outside_us_eez
Moringua abbreviata,iucn_range_outside_us_eez
Moringua bicolor,iucn_range_outside_us_eez
Moringua ferruginea,iucn_range_outside_us_eez
Moringua javanica,iucn_range_outside_us_eez
Moringua macrochir,iucn_range_outside_us_eez
Moringua microchir,iucn_range_outside_us_eez
Mugil hospes,iucn_range_outside_us_eez
Mugilogobius chulae,iucn_range_outside_us_eez
Mugilogobius platystoma,iucn_range_outside_us_eez
Muraena clepsydra,iucn_range_outside_us_eez
Muraena lentiginosa,iucn_range_outside_us_eez
Muraena melanotis,iucn_range_outside_us_eez
Muraenichthys gymnopterus,iucn_range_outside_us_eez
Muraenichthys thompsoni,iucn_range_outside_us_eez
Mustelus albipinnis,iucn_range_outside_us_eez
Mustelus antarcticus,iucn_range_outside_us_eez
Mustelus dorsalis,iucn_range_outside_us_eez
Mustelus manazo,iucn_range_outside_us_eez
Mycteroperca jordani,iucn_range_outside_us_eez
Myctophum lunatum,iucn_range_outside_us_eez
Myctophum lychnobium,iucn_range_outside_us_eez
Myersina filifer,iucn_range_outside_us_eez
Myersina macrostoma,iucn_range_outside_us_eez
Myersina nigrivirgata,iucn_range_outside_us_eez
Myrichthys tigrinus,iucn_range_outside_us_eez
Myripristis botche,iucn_range_outside_us_eez
Myripristis earlei,iucn_range_outside_us_eez
Myripristis tiki,iucn_range_outside_us_eez
Myrophis plumbeus,iucn_range_outside_us_eez
Myxine garmani,iucn_range_outside_us_eez
Myxine glutinosa,iucn_range_outside_us_eez
Myxine mccoskeri,iucn_range_outside_us_eez
Nannocampus pictus,iucn_range_outside_us_eez
Narcine brasiliensis,iucn_range_outside_us_eez
Naso caeruleacauda,iucn_range_outside_us_eez
Naso fageni,iucn_range_outside_us_eez
Neamia articycla,iucn_range_outside_us_eez
Neamia octospina,iucn_range_outside_us_eez
Nectamia similis,iucn_range_outside_us_eez
Nematalosa galatheae,iucn_range_outside_us_eez
Nemipterus peronii,iucn_range_outside_us_eez
Nemipterus thosaporni,iucn_range_outside_us_eez
Nemipterus zysron,iucn_range_outside_us_eez
Neobythites fasciatus,iucn_range_outside_us_eez
Neobythites longipes,iucn_range_outside_us_eez
Neobythites macrops,iucn_range_outside_us_eez
Neobythites malayanus,iucn_range_outside_us_eez
Neobythites monocellatus,iucn_range_outside_us_eez
Neobythites ocellatus,iucn_range_outside_us_eez
Neobythites pallidus,iucn_range_outside_us_eez
Neobythites purus,iucn_range_outside_us_eez
Neobythites stelliferoides,iucn_range_outside_us_eez
Neobythites unimaculatus,iucn_range_outside_us_eez
Neocentropogon aeglefinus,iucn_range_outside_us_eez
Neocentropogon trimaculatus,iucn_range_outside_us_eez
Neoglyphidodon bonang,iucn_range_outside_us_eez
Neoglyphidodon melas,iucn_range_outside_us_eez
Neoglyphidodon nigroris,iucn_range_outside_us_eez
Neoglyphidodon oxyodon,iucn_range_outside_us_eez
Neolaeops microphthalmus,iucn_range_outside_us_eez
Neomerinthe megalepis,iucn_range_outside_us_eez
Neoopisthopterus tropicus,iucn_range_outside_us_eez
Neopomacentrus anabatoides,iucn_range_outside_us_eez
Neopomacentrus azysron,iucn_range_outside_us_eez
Neopomacentrus bankieri,iucn_range_outside_us_eez
Neopomacentrus cyanomos,iucn_range_outside_us_eez
Neopomacentrus filamentosus,iucn_range_outside_us_eez
Neopomacentrus nemurus,iucn_range_outside_us_eez
Neopomacentrus taeniurus,iucn_range_outside_us_eez
Neopomacentrus violascens,iucn_range_outside_us_eez
Neotrygon australiae,iucn_range_outside_us_eez
Neotrygon kuhlii,iucn_range_outside_us_eez
Neotrygon picta,iucn_range_outside_us_eez
Nephropsis acanthura,iucn_range_outside_us_eez
Nephropsis holthuisi,iucn_range_outside_us_eez
Nephropsis serrata,iucn_range_outside_us_eez
Nephropsis suhmi,iucn_range_outside_us_eez
Nephropsis sulcata,iucn_range_outside_us_eez
Nibea coibor,iucn_range_outside_us_eez
Nibea squamosa,iucn_range_outside_us_eez
Nicholsina collettei,iucn_range_outside_us_eez
Norfolkia squamiceps,iucn_range_outside_us_eez
Notarius troschelii,iucn_range_outside_us_eez
Notopogon xenosoma,iucn_range_outside_us_eez
Nuchequula gerreoides,iucn_range_outside_us_eez
Nupalirus vericeli,iucn_range_outside_us_eez
Occidentarius platypogon,iucn_range_outside_us_eez
Ocosia apia,iucn_range_outside_us_eez
Oculina valenciennesi,iucn_range_outside_us_eez
Odontoscion xanthops,iucn_range_outside_us_eez
Ogcocephalus notatus,iucn_range_outside_us_eez
Ogcocephalus vespertilio,iucn_range_outside_us_eez
Ogilbia davidsmithi,iucn_range_outside_us_eez
Ogilbia nigromarginata,iucn_range_outside_us_eez
Ogilbia nudiceps,iucn_range_outside_us_eez
Ogilbia ventralis,iucn_range_outside_us_eez
Ogilbyina queenslandiae,iucn_range_outside_us_eez
Okamejei boesemani,iucn_range_outside_us_eez
Okamejei hollandi,iucn_range_outside_us_eez
Okamejei kenojei,iucn_range_outside_us_eez
Oligolepis acutipennis,iucn_range_outside_us_eez
Oligoplites altus,iucn_range_outside_us_eez
Oligoplites refulgens,iucn_range_outside_us_eez
Omobranchus elongatus,iucn_range_outside_us_eez
Omobranchus germaini,iucn_range_outside_us_eez
Omobranchus rotundiceps,iucn_range_outside_us_eez
Omobranchus zebra,iucn_range_outside_us_eez
Omox biporos,iucn_range_outside_us_eez
Oneirodes carlsbergi,iucn_range_outside_us_eez
Oneirodes luetkeni,iucn_range_outside_us_eez
Oneirodes rosenblatti,iucn_range_outside_us_eez
Oneirodes sabex,iucn_range_outside_us_eez
Onigocia macrolepis,iucn_range_outside_us_eez
Onigocia pedimacula,iucn_range_outside_us_eez
Onigocia spinosa,iucn_range_outside_us_eez
Ophichthus altipennis,iucn_range_outside_us_eez
Ophichthus bonaparti,iucn_range_outside_us_eez
Ophichthus frontalis,iucn_range_outside_us_eez
Ophichthus lithinus,iucn_range_outside_us_eez
Ophichthus remiger,iucn_range_outside_us_eez
Ophichthus rutidoderma,iucn_range_outside_us_eez
Ophichthus urolophus,iucn_range_outside_us_eez
Ophidion galeoides,iucn_range_outside_us_eez
Ophidion imitator,iucn_range_outside_us_eez
Ophidion iris,iucn_range_outside_us_eez
Ophioscion scierus,iucn_range_outside_us_eez
Ophisurus serpens,iucn_range_outside_us_eez
Opisthopterus valenciennesi,iucn_range_outside_us_eez
Opistognathus castelnaui,iucn_range_outside_us_eez
Opistognathus darwiniensis,iucn_range_outside_us_eez
Opistognathus fossoris,iucn_range_outside_us_eez
Opistognathus latitabundus,iucn_range_outside_us_eez
Opistognathus nigromarginatus,iucn_range_outside_us_eez
Opistognathus randalli,iucn_range_outside_us_eez
Opistognathus seminudus,iucn_range_outside_us_eez
Opistognathus solorensis,iucn_range_outside_us_eez
Opistognathus variabilis,iucn_range_outside_us_eez
Oplegnathus insignis,iucn_range_outside_us_eez
Oplopomus caninoides,iucn_range_outside_us_eez
Opsanus dichrostomus,iucn_range_outside_us_eez
Optivus agastos,iucn_range_outside_us_eez
Orthopristis chalceus,iucn_range_outside_us_eez
Orthopristis reddingi,iucn_range_outside_us_eez
Ostichthys japonicus,iucn_range_outside_us_eez
Ostorhinchus aureus,iucn_range_outside_us_eez
Ostorhinchus bryx,iucn_range_outside_us_eez
Ostorhinchus cavitensis,iucn_range_outside_us_eez
Ostorhinchus chrysopomus,iucn_range_outside_us_eez
Ostorhinchus chrysotaenia,iucn_range_outside_us_eez
Ostorhinchus cookii,iucn_range_outside_us_eez
Ostorhinchus cyanosoma,iucn_range_outside_us_eez
Ostorhinchus doederleini,iucn_range_outside_us_eez
Ostorhinchus endekataenia,iucn_range_outside_us_eez
Ostorhinchus fasciatus,iucn_range_outside_us_eez
Ostorhinchus flavus,iucn_range_outside_us_eez
Ostorhinchus franssedai,iucn_range_outside_us_eez
Ostorhinchus fukuii,iucn_range_outside_us_eez
Ostorhinchus gularis,iucn_range_outside_us_eez
Ostorhinchus hartzfeldii,iucn_range_outside_us_eez
Ostorhinchus hoevenii,iucn_range_outside_us_eez
Ostorhinchus holotaenia,iucn_range_outside_us_eez
Ostorhinchus jenkinsi,iucn_range_outside_us_eez
Ostorhinchus moluccensis,iucn_range_outside_us_eez
Ostorhinchus monospilus,iucn_range_outside_us_eez
Ostorhinchus multilineatus,iucn_range_outside_us_eez
Ostorhinchus nanus,iucn_range_outside_us_eez
Ostorhinchus nigrocincta,iucn_range_outside_us_eez
Ostorhinchus ocellicaudus,iucn_range_outside_us_eez
Ostorhinchus parvulus,iucn_range_outside_us_eez
Ostorhinchus pleuron,iucn_range_outside_us_eez
Ostorhinchus properuptus,iucn_range_outside_us_eez
Ostorhinchus selas,iucn_range_outside_us_eez
Ostorhinchus septemstriatus,iucn_range_outside_us_eez
Ostracion rhinorhynchos,iucn_range_outside_us_eez
Ostracion solorense,iucn_range_outside_us_eez
Ostracoberyx dorygenys,iucn_range_outside_us_eez
Ostracoberyx paxtoni,iucn_range_outside_us_eez
Oxycercichthys veliferus,iucn_range_outside_us_eez
Oxycheilinus celebicus,iucn_range_outside_us_eez
Oxycheilinus nigromarginatus,iucn_range_outside_us_eez
Oxyconger leptognathus,iucn_range_outside_us_eez
Oxyurichthys auchenolepis,iucn_range_outside_us_eez
Oxyurichthys microlepis,iucn_range_outside_us_eez
Oxyurichthys papuensis,iucn_range_outside_us_eez
Oxyurichthys tentacularis,iucn_range_outside_us_eez
Ozichthys albimaculosus,iucn_range_outside_us_eez
Pagrus auratus,iucn_range_outside_us_eez
Palutrus scapulopunctatus,iucn_range_outside_us_eez
Pandaka pygmaea,iucn_range_outside_us_eez
Panna microdon,iucn_range_outside_us_eez
Pantolabus radiatus,iucn_range_outside_us_eez
Panulirus femoristriga,iucn_range_outside_us_eez
Panulirus homarus,iucn_range_outside_us_eez
Panulirus longipes,iucn_range_outside_us_eez
Panulirus ornatus,iucn_range_outside_us_eez
Panulirus polyphagus,iucn_range_outside_us_eez
Papilloculiceps longiceps,iucn_range_outside_us_eez
Parabathymyrus brachyrhynchus,iucn_range_outside_us_eez
Parabathymyrus macrophthalmus,iucn_range_outside_us_eez
Parablennius intermedius,iucn_range_outside_us_eez
Parablennius pilicornis,iucn_range_outside_us_eez
Parablennius yatabei,iucn_range_outside_us_eez
Parabothus kiensis,iucn_range_outside_us_eez
Paracaristius nudarcus,iucn_range_outside_us_eez
Paracentropogon longispinis,iucn_range_outside_us_eez
Paracentropogon vespa,iucn_range_outside_us_eez
Parachaetodon ocellatus,iucn_range_outside_us_eez
Parachaeturichthys polynema,iucn_range_outside_us_eez
Paracheilinus carpenteri,iucn_range_outside_us_eez
Paracheilinus filamentosus,iucn_range_outside_us_eez
Paracheilinus mccoskeri,iucn_range_outside_us_eez
Paraclinus altivelis,iucn_range_outside_us_eez
Paraclinus mexicanus,iucn_range_outside_us_eez
Paraclinus sini,iucn_range_outside_us_eez
Paraclinus tanygnathus,iucn_range_outside_us_eez
Paraconger californiensis,iucn_range_outside_us_eez
Paraconger similis,iucn_range_outside_us_eez
Paragobiodon modestus,iucn_range_outside_us_eez
Paralabrax auroguttatus,iucn_range_outside_us_eez
Paralabrax dewegeri,iucn_range_outside_us_eez
Paralabrax humeralis,iucn_range_outside_us_eez
Paralichthys aestuarius,iucn_range_outside_us_eez
Paralichthys tropicus,iucn_range_outside_us_eez
Paralichthys woolmani,iucn_range_outside_us_eez
Paraliparis hystrix,iucn_range_outside_us_eez
Paralonchurus brasiliensis,iucn_range_outside_us_eez
Paralonchurus goodei,iucn_range_outside_us_eez
Paramonacanthus choirocephalus,iucn_range_outside_us_eez
Paramonacanthus japonicus,iucn_range_outside_us_eez
Paramonacanthus lowei,iucn_range_outside_us_eez
Paramonacanthus otisensis,iucn_range_outside_us_eez
Paramonacanthus pusillus,iucn_range_outside_us_eez
Paramugil parmatus,iucn_range_outside_us_eez
Paranibea semiluctuosa,iucn_range_outside_us_eez
Parapercis cylindrica,iucn_range_outside_us_eez
Parapercis hexophtalma,iucn_range_outside_us_eez
Parapercis pulchella,iucn_range_outside_us_eez
Parapercis punctulata,iucn_range_outside_us_eez
Parapercis queenslandica,iucn_range_outside_us_eez
Parapercis snyderi,iucn_range_outside_us_eez
Parapercis striolata,iucn_range_outside_us_eez
Parapercis tetracantha,iucn_range_outside_us_eez
Parapercis xanthozona,iucn_range_outside_us_eez
Paraplagusia bilineata,iucn_range_outside_us_eez
Paraplagusia guttata,iucn_range_outside_us_eez
Paraplagusia longirostris,iucn_range_outside_us_eez
Paraplagusia sinerama,iucn_range_outside_us_eez
Paraplesiops poweri,iucn_range_outside_us_eez
Paraplotosus albilabris,iucn_range_outside_us_eez
Parapocryptes serperaster,iucn_range_outside_us_eez
Parapterois heterura,iucn_range_outside_us_eez
Parascorpaena aurita,iucn_range_outside_us_eez
Parascorpaena mcadamsi,iucn_range_outside_us_eez
Parascorpaena mossambica,iucn_range_outside_us_eez
Parascorpaena picta,iucn_range_outside_us_eez
Parastromateus niger,iucn_range_outside_us_eez
Paratrypauchen microcephalus,iucn_range_outside_us_eez
Paraulopus brevirostris,iucn_range_outside_us_eez
Paraulopus melanogrammus,iucn_range_outside_us_eez
Pardachirus hedleyi,iucn_range_outside_us_eez
Pareques viola,iucn_range_outside_us_eez
Parioglossus dotui,iucn_range_outside_us_eez
Parioglossus formosus,iucn_range_outside_us_eez
Parioglossus nudus,iucn_range_outside_us_eez
Parioglossus palustris,iucn_range_outside_us_eez
Parioglossus philippinus,iucn_range_outside_us_eez
Parioglossus rainfordi,iucn_range_outside_us_eez
Parioglossus raoi,iucn_range_outside_us_eez
Parkraemeria ornata,iucn_range_outside_us_eez
Parma oligolepis,iucn_range_outside_us_eez
Parrella maxillaris,iucn_range_outside_us_eez
Parribacus caledonicus,iucn_range_outside_us_eez
Parupeneus chrysopleuron,iucn_range_outside_us_eez
Parupeneus crassilabris,iucn_range_outside_us_eez
Parupeneus forsskali,iucn_range_outside_us_eez
Parupeneus jansenii,iucn_range_outside_us_eez
Parupeneus macronemus,iucn_range_outside_us_eez
Parupeneus spilurus,iucn_range_outside_us_eez
Pastinachus sephen,iucn_range_outside_us_eez
Pateobatis bleekeri,iucn_range_outside_us_eez
Pateobatis fai,iucn_range_outside_us_eez
Pateobatis hortlei,iucn_range_outside_us_eez
Pateobatis jenkinsii,iucn_range_outside_us_eez
Pegasus tetrabelos,iucn_range_outside_us_eez
Pegasus volitans,iucn_range_outside_us_eez
Pellona ditchela,iucn_range_outside_us_eez
Penetopteryx taeniocephalus,iucn_range_outside_us_eez
Pennahia macrocephalus,iucn_range_outside_us_eez
Pennahia pawak,iucn_range_outside_us_eez
Pentaceros japonicus,iucn_range_outside_us_eez
Pentacheles obscurus,iucn_range_outside_us_eez
Pentapodus trivittatus,iucn_range_outside_us_eez
Pentaprion longimanus,iucn_range_outside_us_eez
Peprilus medius,iucn_range_outside_us_eez
Periophthalmodon freycineti,iucn_range_outside_us_eez
Periophthalmodon schlosseri,iucn_range_outside_us_eez
Periophthalmus chrysospilos,iucn_range_outside_us_eez
Periophthalmus gracilis,iucn_range_outside_us_eez
Periophthalmus minutus,iucn_range_outside_us_eez
Perissias taeniopterus,iucn_range_outside_us_eez
Pervagor nigrolineatus,iucn_range_outside_us_eez
Petrarctus demani,iucn_range_outside_us_eez
Petrarctus rugosus,iucn_range_outside_us_eez
Petroscirtes breviceps,iucn_range_outside_us_eez
Petroscirtes lupus,iucn_range_outside_us_eez
Petroscirtes variabilis,iucn_range_outside_us_eez
Phaenomonas pinnata,iucn_range_outside_us_eez
Phenacoscorpius adenensis,iucn_range_outside_us_eez
Pherallodus indicus,iucn_range_outside_us_eez
Phocoena dioptrica,iucn_range_outside_us_eez
Phocoena sinus,iucn_range_outside_us_eez
Pholis nebulosa,iucn_range_outside_us_eez
Photonectes gracilis,iucn_range_outside_us_eez
Photopectoralis aureus,iucn_range_outside_us_eez
Phoxocampus belcheri,iucn_range_outside_us_eez
Phyllichthys punctatus,iucn_range_outside_us_eez
Phyllogobius platycephalops,iucn_range_outside_us_eez
Phyllorhinichthys micractis,iucn_range_outside_us_eez
Physiculus nematopus,iucn_range_outside_us_eez
Physiculus roseus,iucn_range_outside_us_eez
Physogyra lichtensteini,iucn_range_outside_us_eez
Pictichromis coralensis,iucn_range_outside_us_eez
Pinjalo lewisi,iucn_range_outside_us_eez
Pisodonophis boro,iucn_range_outside_us_eez
Plagiopsetta glossa,iucn_range_outside_us_eez
Plagiopsetta stigmosa,iucn_range_outside_us_eez
Planiliza alata,iucn_range_outside_us_eez
Platax batavianus,iucn_range_outside_us_eez
Platax pinnatus,iucn_range_outside_us_eez
Platycephalus endrachtensis,iucn_range_outside_us_eez
Platycephalus indicus,iucn_range_outside_us_eez
Plectorhinchus chrysotaenia,iucn_range_outside_us_eez
Plectorhinchus chubbi,iucn_range_outside_us_eez
Plectorhinchus cinctus,iucn_range_outside_us_eez
Plectorhinchus flavomaculatus,iucn_range_outside_us_eez
Plectorhinchus lessonii,iucn_range_outside_us_eez
Plectorhinchus pictus,iucn_range_outside_us_eez
Plectorhinchus schotaf,iucn_range_outside_us_eez
Plectranthias inermis,iucn_range_outside_us_eez
Plectroglyphidodon obreptus,iucn_range_outside_us_eez
Plectropomus leopardus,iucn_range_outside_us_eez
Plectropomus maculatus,iucn_range_outside_us_eez
Plectropomus oligacanthus,iucn_range_outside_us_eez
Plectropomus pessuliferus,iucn_range_outside_us_eez
Plesiastrea versipora,iucn_range_outside_us_eez
Plesiops cephalotaenia,iucn_range_outside_us_eez
Plesiops oxycephalus,iucn_range_outside_us_eez
Pleuronichthys ocellatus,iucn_range_outside_us_eez
Pleurosicya annandalei,iucn_range_outside_us_eez
Pleurosicya boldinghi,iucn_range_outside_us_eez
Pleurosicya elongata,iucn_range_outside_us_eez
Pleurosicya labiata,iucn_range_outside_us_eez
Pleurosicya mossambica,iucn_range_outside_us_eez
Pleurosicya plicata,iucn_range_outside_us_eez
Pleurosicya prognatha,iucn_range_outside_us_eez
Plotosus canius,iucn_range_outside_us_eez
Pocillopora capitata,iucn_range_outside_us_eez
Podabacia motuporensis,iucn_range_outside_us_eez
Poecilopsetta colorata,iucn_range_outside_us_eez
Poecilopsetta plinthus,iucn_range_outside_us_eez
Poecilopsetta praelonga,iucn_range_outside_us_eez
Pogonoperca ocellata,iucn_range_outside_us_eez
Polycheles baccatus,iucn_range_outside_us_eez
Polycheles coccifer,iucn_range_outside_us_eez
