aphia,species,phylum,class,rec_usa,cells_usa,min_year_usa,max_year_usa,in_v9,has_rng,mp_sdm
156611,Chaetoceros convolutus,Heterokontophyta,Bacillariophyceae,263,136,1934,1984,FALSE,FALSE,available
130470,Onuphis eremita,Annelida,Polychaeta,319,135,1963,2019,FALSE,FALSE,available
878513,Ameritella mitchelli,Mollusca,Bivalvia,190,135,1983,2007,FALSE,FALSE,NA
346398,Epilabidocera longipedata,Arthropoda,Copepoda,231,135,1912,2017,FALSE,FALSE,NA
346025,Acartia (Acanthacartia) tumida,Arthropoda,Copepoda,387,134,1975,1979,FALSE,FALSE,NA
158357,Eualus fabricii,Arthropoda,Malacostraca,177,134,1964,2022,FALSE,FALSE,NA
157679,Pseudocalanus newmani,Arthropoda,Copepoda,223,134,1997,2022,FALSE,FALSE,available
254527,Myoxocephalus jaok,Chordata,Teleostei,279,133,1890,2010,FALSE,FALSE,NA
181764,Cyclaspis unicornis,Arthropoda,Malacostraca,226,133,1976,2015,FALSE,FALSE,NA
149070,Rhizosolenia hebetata,Heterokontophyta,Bacillariophyceae,268,132,1966,2017,FALSE,FALSE,available
558839,Prionospio lighti,Annelida,Polychaeta,156,131,1986,2006,FALSE,FALSE,NA
334136,Nephtys caecoides,Annelida,Polychaeta,253,131,1890,2019,FALSE,FALSE,NA
160215,Colus stimpsoni,Mollusca,Gastropoda,231,131,1878,2018,FALSE,FALSE,available
149123,Chaetoceros socialis,Heterokontophyta,Bacillariophyceae,379,130,1975,2021,FALSE,FALSE,available
104784,Racovitzanus antarcticus,Arthropoda,Copepoda,189,129,1974,2022,FALSE,FALSE,NA
334275,Onuphis iridescens,Annelida,Polychaeta,161,129,1889,2006,FALSE,FALSE,NA
421159,Parasterope pollex,Arthropoda,Ostracoda,182,129,1982,2006,FALSE,FALSE,NA
224824,Polinices lacteus,Mollusca,Gastropoda,243,129,1889,2020,FALSE,FALSE,available
158877,Syacium micrurum,Chordata,Teleostei,159,128,1885,2002,FALSE,FALSE,NA
110535,Eudorella truncatula,Arthropoda,Malacostraca,359,128,1955,2001,FALSE,FALSE,available
405262,Siratus beauii,Mollusca,Gastropoda,203,128,1951,2017,FALSE,FALSE,NA
333037,Aricidea (Acmira) simplex,Annelida,Polychaeta,191,127,1975,2015,FALSE,FALSE,available
220786,Dictyota ceylanica,Ochrophyta,Phaeophyceae,535,126,1953,2010,FALSE,FALSE,NA
157394,Glycera robusta,Annelida,Polychaeta,323,126,1974,2022,FALSE,FALSE,NA
158077,Casco bigelowi,Arthropoda,Malacostraca,322,126,1873,2008,FALSE,FALSE,NA
158496,Leptasterias tenera,Echinodermata,Asteroidea,291,126,1873,1999,FALSE,FALSE,NA
330542,Pholoe glabra,Annelida,Polychaeta,181,125,1953,2019,FALSE,FALSE,NA
371993,Laminaria yezoensis,Ochrophyta,Phaeophyceae,11212,125,1987,2012,FALSE,FALSE,NA
156689,Porosira glacialis,Heterokontophyta,Bacillariophyceae,451,125,1974,2011,FALSE,FALSE,available
476484,Distorsio mcgintyi,Mollusca,Gastropoda,198,124,1939,2015,FALSE,FALSE,NA
488025,Stomozoa gigantea,Chordata,Ascidiacea,253,124,1885,2021,FALSE,FALSE,NA
124343,Phormosoma placenta,Echinodermata,Echinoidea,174,124,1883,2002,FALSE,FALSE,available
341796,Chiroteuthis calyx,Mollusca,Cephalopoda,345,124,1938,2015,FALSE,FALSE,NA
111361,Eucratea loricata,Bryozoa,Gymnolaemata,323,123,1840,2014,FALSE,FALSE,available
110208,Protoperidinium bipes,Myzozoa,Dinophyceae,289,123,1970,2016,FALSE,FALSE,available
289377,Alaskagorgia aleutiana,Cnidaria,Octocorallia,176,122,1984,2017,FALSE,FALSE,NA
532891,Granulina ovuliformis,Mollusca,Gastropoda,172,122,1883,2010,FALSE,FALSE,NA
421974,Macrocoeloma camptocerum,Arthropoda,Malacostraca,202,122,1965,2021,FALSE,FALSE,NA
124798,Molpadia borealis,Echinodermata,Holothuroidea,153,122,1955,2014,FALSE,FALSE,available
334344,Paradiopatra parva,Annelida,Polychaeta,175,122,1897,2006,FALSE,FALSE,NA
181923,Diastylis alaskensis,Arthropoda,Malacostraca,160,122,1884,2017,FALSE,FALSE,NA
440246,Raninoides laevis,Arthropoda,Malacostraca,228,122,1885,2021,FALSE,FALSE,NA
308885,Fundulus xenicus,Chordata,Teleostei,439,121,1951,2023,FALSE,FALSE,NA
451216,Euphilomedes carcharodonta,Arthropoda,Ostracoda,180,121,1999,2019,FALSE,FALSE,NA
152559,Caudina arenata,Echinodermata,Holothuroidea,237,121,1904,2019,FALSE,FALSE,NA
254758,Rhodine bitorquata,Annelida,Polychaeta,136,120,1971,2006,FALSE,FALSE,NA
281114,Hypoplectrus gemma,Chordata,Teleostei,3840,119,1994,2018,FALSE,FALSE,NA
182292,Eudorella pacifica,Arthropoda,Malacostraca,185,119,1972,2003,FALSE,FALSE,NA
110524,Eudorella emarginata,Arthropoda,Malacostraca,240,118,1955,2002,FALSE,FALSE,available
157815,Diastylis polita,Arthropoda,Malacostraca,288,118,1873,2013,FALSE,FALSE,NA
157472,Lumbrineris ernesti,Annelida,Polychaeta,193,118,1960,2007,FALSE,FALSE,NA
127993,Sarsicytheridea bradii,Arthropoda,Ostracoda,125,117,NA,NA,FALSE,FALSE,available
841190,Tripos bucephalus,Myzozoa,Dinophyceae,127,117,1963,2017,FALSE,FALSE,available
173701,Nephtys ferruginea,Annelida,Polychaeta,180,117,1971,2019,FALSE,FALSE,NA
1658668,Gracilipleustes inermis,Arthropoda,Malacostraca,642,116,1962,2008,FALSE,FALSE,NA
159325,Gambusia affinis,Chordata,Teleostei,273,116,1930,2023,FALSE,FALSE,available
869884,Micronephthys cornuta,Annelida,Polychaeta,292,116,1970,2006,FALSE,FALSE,NA
332990,Aphelochaeta monilaris,Annelida,Polychaeta,272,116,1973,2015,FALSE,FALSE,NA
254453,Themisto pacifica,Arthropoda,Malacostraca,165,115,1970,2022,FALSE,FALSE,NA
416523,Acartia clausii,Arthropoda,Copepoda,170,114,1876,2020,FALSE,FALSE,NA
127991,Heterocyprideis sorbyana,Arthropoda,Ostracoda,122,114,1976,1980,FALSE,FALSE,available
422127,Carpoporus papulosus,Arthropoda,Malacostraca,197,114,1963,2018,FALSE,FALSE,NA
841263,Tripos minutus,Myzozoa,Dinophyceae,124,114,1967,2017,FALSE,FALSE,available
158485,Leptosynapta tenuis,Echinodermata,Holothuroidea,255,114,1977,2023,FALSE,FALSE,NA
428630,Cyphocaris challengeri,Arthropoda,Malacostraca,214,113,1905,2022,FALSE,FALSE,NA
103312,Antipathes furcata,Cnidaria,Hexacorallia,693,113,1965,2019,FALSE,FALSE,available
167912,Echinoclathria beringensis,Porifera,Demospongiae,121,113,2006,2016,FALSE,FALSE,NA
374655,Dasya iridescens,Rhodophyta,Florideophyceae,260,113,1908,2010,FALSE,FALSE,NA
332504,Terebellides californica,Annelida,Polychaeta,153,113,1972,2021,FALSE,FALSE,NA
286505,Candidella gigantea,Cnidaria,Octocorallia,2565,112,1987,2022,FALSE,FALSE,NA
289768,Cyclohelia lamellata,Cnidaria,Hydrozoa,203,112,1994,2016,FALSE,FALSE,NA
326722,Chloeia pinnata,Annelida,Polychaeta,162,111,1965,2006,FALSE,FALSE,NA
491164,Neptunea decemcostata,Mollusca,Gastropoda,171,111,1881,2019,FALSE,FALSE,NA
117265,Aeginopsis laurentii,Cnidaria,Hydrozoa,148,111,1950,2017,FALSE,FALSE,available
160368,Melampus bidentatus,Mollusca,Gastropoda,181,111,1894,2019,FALSE,FALSE,NA
333624,Hobsonia florida,Annelida,Polychaeta,147,111,1973,2016,FALSE,FALSE,NA
567619,Pista estevanica,Annelida,Polychaeta,150,110,2003,2019,FALSE,FALSE,NA
399228,Nodulotrophon coronatus,Mollusca,Gastropoda,149,110,1974,2017,FALSE,FALSE,NA
489646,Dyopedos monacanthus,Arthropoda,Malacostraca,543,110,1953,2008,FALSE,FALSE,available
549769,Gracilipleustes gracilis,Arthropoda,Malacostraca,386,110,1953,2000,FALSE,FALSE,NA
158898,Lampanyctus tenuiformis,Chordata,Teleostei,123,110,1975,1975,FALSE,FALSE,NA
163243,Eucampia striata,Heterokontophyta,Bacillariophyceae,158,110,1978,2022,FALSE,FALSE,available
156859,Geukensia demissa,Mollusca,Bivalvia,163,110,1904,2020,FALSE,FALSE,available
107568,Sclerocrangon boreas,Arthropoda,Malacostraca,157,109,1890,2024,FALSE,FALSE,available
156607,Chaetoceros concavicornis,Heterokontophyta,Bacillariophyceae,237,109,1964,1984,FALSE,FALSE,available
163344,Pseudosolenia calcar-avis,Heterokontophyta,Bacillariophyceae,138,109,1976,2016,FALSE,FALSE,available
183372,Protankyra brychia,Echinodermata,Holothuroidea,246,109,1883,2007,FALSE,FALSE,available
149231,Rhizosolenia fragilissima,Heterokontophyta,Bacillariophyceae,359,109,1934,2016,FALSE,FALSE,NA
132507,Phakellia dalli,Porifera,Demospongiae,134,109,1997,2012,FALSE,FALSE,NA
421172,Pseudophilomedes ambon,Arthropoda,Ostracoda,199,109,1974,2010,FALSE,FALSE,NA
1507966,Scoletoma hebes,Annelida,Polychaeta,1020,108,1873,1997,FALSE,FALSE,NA
967836,Triceratium alternans,Heterokontophyta,Bacillariophyceae,223,108,1967,2022,FALSE,FALSE,NA
149150,Nitzschia longissima,Heterokontophyta,Bacillariophyceae,507,108,1964,2012,FALSE,FALSE,available
131398,Streptosyllis arenae,Annelida,Polychaeta,457,108,1974,2008,FALSE,FALSE,available
421429,Coifmanniella mexicana,Arthropoda,Malacostraca,222,108,1884,2015,FALSE,FALSE,NA
548649,Photis dentata,Arthropoda,Malacostraca,658,107,1953,1993,FALSE,FALSE,NA
241954,Pannychia moseleyi,Echinodermata,Holothuroidea,2923,107,1889,2014,FALSE,FALSE,available
254487,Argis lar,Arthropoda,Malacostraca,109,107,1890,2022,FALSE,FALSE,NA
102862,Acanthostepheia behringiensis,Arthropoda,Malacostraca,131,105,1932,2017,FALSE,FALSE,available
590147,Echidnocerus foraminatus,Arthropoda,Malacostraca,142,105,1888,2021,FALSE,FALSE,NA
292044,Callogorgia fraseri,Cnidaria,Octocorallia,132,105,1980,2016,FALSE,FALSE,NA
298828,Bathyraja kincaidii,Chordata,Elasmobranchii,162,104,1890,2019,TRUE,TRUE,NA
104514,Pseudocalanus acuspes,Arthropoda,Copepoda,187,104,2015,2017,FALSE,FALSE,available
423638,Paracyprideis pseudopunctillata,Arthropoda,Ostracoda,109,104,NA,NA,FALSE,FALSE,available
279603,Anarchopterus criniger,Chordata,Teleostei,867,104,1887,2023,TRUE,TRUE,NA
171636,Heterochone calyx,Porifera,Hexactinellida,4081,103,1888,2020,FALSE,FALSE,NA
158212,Actinauge longicornis,Cnidaria,Hexacorallia,168,103,1880,2010,FALSE,FALSE,NA
237870,Tessarabrachion oculatum,Arthropoda,Malacostraca,205,103,1963,2022,FALSE,FALSE,NA
796836,Synasterope setisparsa,Arthropoda,Ostracoda,235,102,1983,2007,FALSE,FALSE,NA
254479,Neptunea heros,Mollusca,Gastropoda,137,102,1965,2023,FALSE,FALSE,available
136486,Tanaissus lilljeborgi,Arthropoda,Malacostraca,1077,102,1974,2000,FALSE,FALSE,available
421184,Rutiderma mollitum,Arthropoda,Ostracoda,193,102,1974,2007,FALSE,FALSE,NA
254486,Crangon dalli,Arthropoda,Malacostraca,124,102,1890,2022,FALSE,FALSE,NA
195924,Plakina tanaga,Porifera,Homoscleromorpha,129,102,1997,2016,FALSE,FALSE,NA
130566,Aricidea neosuecica,Annelida,Polychaeta,553,102,1974,2002,FALSE,FALSE,available
156939,Periploma fragile,Mollusca,Bivalvia,241,102,1903,2000,FALSE,FALSE,NA
180759,Primno macropa,Arthropoda,Malacostraca,131,101,1967,2022,FALSE,FALSE,available
1608733,Callistephanus simplex,Cnidaria,Octocorallia,2826,101,1888,2020,FALSE,FALSE,NA
334789,Sigalion spinosus,Annelida,Polychaeta,191,101,1889,2019,FALSE,FALSE,NA
421153,Amboleberis americana,Arthropoda,Ostracoda,159,101,1924,2007,FALSE,FALSE,NA
607421,Leitoscoloplos acutus,Annelida,Polychaeta,250,101,1871,2008,FALSE,FALSE,available
138858,Buccinum angulosum,Mollusca,Gastropoda,119,100,1954,2017,FALSE,FALSE,not available
555856,Niveria maltbiana,Mollusca,Gastropoda,203,100,1940,2021,FALSE,FALSE,NA
126954,Tetrapturus pfluegeri,Chordata,Teleostei,140,100,1992,2005,TRUE,TRUE,NA
195929,Polymastia fluegeli,Porifera,Demospongiae,123,100,2006,2016,FALSE,FALSE,NA
137600,Saccoglossus kowalevskii,Hemichordata,Enteropneusta,125,100,1871,2017,FALSE,FALSE,NA
243274,Hemipholis cordifera,Echinodermata,Ophiuroidea,125,100,1964,2013,FALSE,FALSE,NA
130473,Onuphis opalina,Annelida,Polychaeta,181,99,1955,1985,FALSE,FALSE,available
257108,Caecognathia crenulatifrons,Arthropoda,Malacostraca,139,99,1956,2019,FALSE,FALSE,NA
126617,Lampanyctus macdonaldi,Chordata,Teleostei,121,99,1883,2005,FALSE,FALSE,available
160552,Dinobryon balticum,Ochrophyta,Chrysophyceae,267,99,1974,1984,FALSE,FALSE,available
1488528,Danaus plexippus,Arthropoda,Hexapoda,163,99,2006,2010,FALSE,FALSE,NA
172439,Nitzschia grunowii,Heterokontophyta,Bacillariophyceae,381,99,1974,1980,FALSE,FALSE,available
372502,Egregia menziesii,Ochrophyta,Phaeophyceae,19277,99,1999,2023,FALSE,FALSE,NA
145635,Hypnea spinella,Rhodophyta,Florideophyceae,171,99,1934,2007,FALSE,FALSE,available
247177,Mesokalliapseudes bahamensis,Arthropoda,Malacostraca,176,98,1980,2015,FALSE,FALSE,NA
195953,Erinaceusyllis erinaceus,Annelida,Polychaeta,246,98,1881,2004,FALSE,FALSE,available
286515,Narella dichotoma,Cnidaria,Octocorallia,787,98,1902,2022,FALSE,FALSE,NA
214429,Haloplegma duperreyi,Rhodophyta,Florideophyceae,259,98,1962,2010,FALSE,FALSE,NA
444171,Pseudomedaeus agassizi,Arthropoda,Malacostraca,158,98,1965,2015,FALSE,FALSE,NA
884311,Hoplopolemius propinquus,Arthropoda,Malacostraca,160,98,1908,2015,FALSE,FALSE,NA
104560,Paraeuchaeta glacialis,Arthropoda,Copepoda,364,98,1957,1998,FALSE,FALSE,available
276134,Gambusia holbrooki,Chordata,Teleostei,269,97,1948,2023,FALSE,FALSE,available
103251,Hyperia galba,Arthropoda,Malacostraca,308,97,1954,2019,FALSE,FALSE,available
590118,Placetron wosnessenskii,Arthropoda,Malacostraca,126,97,1890,2005,FALSE,FALSE,NA
178718,Tethyaster vestitus,Echinodermata,Asteroidea,143,97,1965,2021,FALSE,FALSE,NA
288900,Porites evermanni,Cnidaria,Hexacorallia,3635,96,2006,2010,TRUE,TRUE,NA
129840,Aphrodita aculeata,Annelida,Polychaeta,113,96,1978,2004,FALSE,FALSE,available
102722,Socarnes bidenticulatus,Arthropoda,Malacostraca,127,96,1932,2017,FALSE,FALSE,available
149288,Chaetoceros atlanticus,Heterokontophyta,Bacillariophyceae,166,95,1934,1984,FALSE,FALSE,available
137577,Tubificoides heterochaetus,Annelida,Clitellata,135,95,1991,2004,FALSE,FALSE,available
286152,Iridogorgia bella,Cnidaria,Octocorallia,676,95,1902,2022,FALSE,FALSE,NA
133874,Myxilla brunnea,Porifera,Demospongiae,120,95,2004,2016,FALSE,FALSE,available
158488,Stereoderma unisemita,Echinodermata,Holothuroidea,179,95,1883,2020,FALSE,FALSE,NA
349800,Candacia columbiae,Arthropoda,Copepoda,132,94,1906,2022,FALSE,FALSE,available
182209,Hemilamprops californicus,Arthropoda,Malacostraca,109,94,1987,2019,FALSE,FALSE,NA
158505,Molgula arenata,Chordata,Ascidiacea,234,94,1885,2021,FALSE,FALSE,NA
236056,Gephyrocapsa huxleyi,Haptophyta,Coccolithophyceae,730,94,1969,2022,FALSE,FALSE,NA
113434,Globigerina bulloides,Foraminifera,Globothalamea,1274,94,1959,2020,FALSE,FALSE,available
870267,Litocorsa acuminata,Annelida,Polychaeta,194,94,1976,2002,FALSE,FALSE,NA
149624,Chaetoceros furcellatus,Heterokontophyta,Bacillariophyceae,247,94,1934,1984,FALSE,FALSE,available
326478,Aphelochaeta glandaria,Annelida,Polychaeta,112,94,1991,2003,FALSE,FALSE,NA
102014,Arctolembos arcticus,Arthropoda,Malacostraca,123,94,1976,2017,FALSE,FALSE,available
490909,Clinopegma magnum,Mollusca,Gastropoda,110,94,1976,2014,FALSE,FALSE,NA
147322,Cerebratulus lacteus,Nemertea,Pilidiophora,304,93,1877,2021,FALSE,FALSE,available
441906,Ericerodes gracilipes,Arthropoda,Malacostraca,167,93,1885,2018,FALSE,FALSE,NA
113460,Orbulina universa,Foraminifera,Globothalamea,1192,93,1959,1997,FALSE,FALSE,available
131402,Streptosyllis websteri,Annelida,Polychaeta,161,93,1963,2015,FALSE,FALSE,available
841193,Tripos candelabrum,Myzozoa,Dinophyceae,96,93,1978,2015,FALSE,FALSE,available
157463,Dictyocha fibula,Ochrophyta,Dictyochophyceae,199,93,1969,2016,FALSE,FALSE,available
131156,Prionospio ehlersi,Annelida,Polychaeta,214,92,1975,2003,FALSE,FALSE,available
139320,Oenopota harpa,Mollusca,Gastropoda,119,92,1978,2017,FALSE,FALSE,available
596553,Retifusus roseus,Mollusca,Gastropoda,108,92,2012,2023,FALSE,FALSE,NA
113473,Neogloboquadrina dutertrei,Foraminifera,Globothalamea,898,92,1959,2014,FALSE,FALSE,available
286222,Leptogorgia chilensis,Cnidaria,Octocorallia,2323,92,1888,2019,FALSE,FALSE,NA
334757,Scoletoma parvapedata,Annelida,Polychaeta,1475,91,1963,1983,FALSE,FALSE,NA
107502,Eualus belcheri,Arthropoda,Malacostraca,179,91,1975,2017,FALSE,FALSE,NA
178632,Luidia ludwigi,Echinodermata,Asteroidea,106,91,1889,2021,FALSE,FALSE,NA
113444,Globigerinoides ruber,Foraminifera,Globothalamea,1775,91,1959,1997,FALSE,FALSE,available
328380,Heteropodarke formalis,Annelida,Polychaeta,210,91,1965,2013,FALSE,FALSE,NA
170169,Geodia robusta,Porifera,Demospongiae,138,91,2004,2012,FALSE,FALSE,NA
421044,Paleaequor heteroseta,Annelida,Polychaeta,428,91,1885,2004,FALSE,FALSE,NA
285858,Stylaster brochi,Cnidaria,Hydrozoa,139,91,1906,2015,FALSE,FALSE,NA
134035,Geodia mesotriaena,Porifera,Demospongiae,107,91,1889,2016,FALSE,FALSE,NA
330596,Phyllodoce hartmanae,Annelida,Polychaeta,134,91,1973,2019,FALSE,FALSE,NA
490701,Anomalisipho verkruezeni,Mollusca,Gastropoda,117,91,2012,2017,FALSE,FALSE,available
130954,Potamilla neglecta,Annelida,Polychaeta,262,91,1955,2006,FALSE,FALSE,available
237872,Thysanoessa inspinata,Arthropoda,Malacostraca,172,90,1975,2022,FALSE,FALSE,NA
117912,Sertularia argentea,Cnidaria,Hydrozoa,265,90,1873,1982,FALSE,FALSE,available
329154,Magelona phyllisae,Annelida,Polychaeta,409,90,1974,2004,FALSE,FALSE,NA
576338,Admete solida,Mollusca,Gastropoda,114,90,1990,2017,FALSE,FALSE,NA
163261,Lauderia mediterranea,Heterokontophyta,Bacillariophyceae,95,90,1961,2017,FALSE,FALSE,available
582532,Adontorhina cyclia,Mollusca,Bivalvia,97,90,1987,2019,FALSE,FALSE,NA
422057,Euryplax nitida,Arthropoda,Malacostraca,130,89,1966,2019,FALSE,FALSE,NA
149099,Thalassiosira antarctica,Heterokontophyta,Bacillariophyceae,302,89,1976,1984,FALSE,FALSE,available
113464,Globigerinita glutinata,Foraminifera,Globothalamea,1262,89,1959,1997,FALSE,FALSE,available
102297,Gammarus wilkitzkii,Arthropoda,Malacostraca,111,89,1972,2014,FALSE,FALSE,available
130273,Magelona rosea,Annelida,Polychaeta,690,89,1969,1989,FALSE,FALSE,available
409345,Squilla chydaea,Arthropoda,Malacostraca,293,89,1938,2018,FALSE,FALSE,NA
574237,Plumarella superba,Cnidaria,Octocorallia,125,88,1893,2016,FALSE,FALSE,NA
276420,Eucinostomus harengulus,Chordata,Teleostei,434,88,1998,2017,FALSE,FALSE,NA
175400,Nitzschia frigida,Heterokontophyta,Bacillariophyceae,208,88,1974,1980,FALSE,FALSE,available
288923,Cyphastrea ocellina,Cnidaria,Hexacorallia,2933,88,2000,2010,TRUE,TRUE,NA
246741,Comactinia meridionalis,Echinodermata,Crinoidea,200,88,1889,2021,FALSE,FALSE,NA
158422,Heterocrypta granulata,Arthropoda,Malacostraca,125,88,1904,2021,FALSE,FALSE,NA
102125,Atylus carinatus,Arthropoda,Malacostraca,108,88,1976,2014,FALSE,FALSE,available
102690,Orchomenella minuta,Arthropoda,Malacostraca,260,88,1932,2006,FALSE,FALSE,available
354841,Pleuromamma scutullata,Arthropoda,Copepoda,127,88,1965,2022,FALSE,FALSE,NA
131568,Tomopteris septentrionalis,Annelida,Polychaeta,97,87,1920,2022,FALSE,FALSE,available
421158,Asteropterygion oculitristis,Arthropoda,Ostracoda,257,87,1973,2007,FALSE,FALSE,NA
1045634,Victorgorgia alba,Cnidaria,Octocorallia,855,87,1902,2022,FALSE,FALSE,NA
149884,Ophiomusium eburneum,Echinodermata,Ophiuroidea,170,87,1879,2014,FALSE,FALSE,NA
331210,Scalibregma californicum,Annelida,Polychaeta,126,87,1983,2019,FALSE,FALSE,NA
103256,Hyperoche medusarum,Arthropoda,Malacostraca,104,87,1955,2017,FALSE,FALSE,available
368275,Paguristes puncticeps,Arthropoda,Malacostraca,135,87,1902,2020,FALSE,FALSE,NA
421191,Eusarsiella disparalis,Arthropoda,Ostracoda,157,87,1964,2007,FALSE,FALSE,NA
288456,Palythoa caribaeorum,Cnidaria,Hexacorallia,1024,86,1999,2019,FALSE,FALSE,available
332415,Syllis ortizi,Annelida,Polychaeta,125,86,1980,2011,FALSE,FALSE,NA
816639,Syllis broomensis,Annelida,Polychaeta,227,86,1996,2011,FALSE,FALSE,NA
102707,Paratryphosites abyssi,Arthropoda,Malacostraca,102,86,1980,2017,FALSE,FALSE,NA
446438,Lampanella minima,Mollusca,Gastropoda,207,86,1864,2021,FALSE,FALSE,NA
328985,Lysidice notata,Annelida,Polychaeta,133,86,1997,2015,FALSE,FALSE,NA
841248,Tripos hexacanthus,Myzozoa,Dinophyceae,89,86,1967,2015,FALSE,FALSE,available
884701,Kirkegaardia cryptica,Annelida,Polychaeta,123,86,1986,2019,FALSE,FALSE,NA
353708,Neocalanus flemingeri,Arthropoda,Copepoda,159,86,2015,2022,FALSE,FALSE,NA
1673891,Praxillella pacifica,Annelida,Polychaeta,105,86,1970,2003,FALSE,FALSE,NA
1789435,Electra pilosa,Bryozoa,Gymnolaemata,278,86,1873,2008,FALSE,FALSE,NA
102513,Anonyx lilljeborgi,Arthropoda,Malacostraca,235,86,1877,2015,FALSE,FALSE,available
254559,Moenkhausia tridentata,Chordata,Teleostei,110,85,1993,2007,FALSE,FALSE,NA
131531,Polycirrus medusa,Annelida,Polychaeta,178,85,1972,2003,FALSE,FALSE,available
534698,Meximaera diffidentia,Arthropoda,Malacostraca,159,85,1971,2015,FALSE,FALSE,NA
130819,Melaenis loveni,Annelida,Polychaeta,102,85,1976,2015,FALSE,FALSE,not available
531617,Arrhoges occidentalis,Mollusca,Gastropoda,161,85,1881,1974,FALSE,FALSE,NA
366742,Pagurus ochotensis,Arthropoda,Malacostraca,92,85,1888,2004,FALSE,FALSE,NA
488770,Bemlos unifasciatus,Arthropoda,Malacostraca,161,84,1967,2015,FALSE,FALSE,NA
157573,Spio setosa,Annelida,Polychaeta,446,84,1871,2004,FALSE,FALSE,not available
240752,Nereocystis luetkeana,Ochrophyta,Phaeophyceae,18739,84,1999,2019,FALSE,FALSE,NA
163043,Chaetoceros distans,Heterokontophyta,Bacillariophyceae,276,84,1976,1984,FALSE,FALSE,NA
254499,Lethasterias nanimensis,Echinodermata,Asteroidea,93,84,1888,2017,FALSE,FALSE,NA
113452,Globorotalia scitula,Foraminifera,Globothalamea,1045,83,1959,1997,FALSE,FALSE,available
1287835,Stichopathes luetkeni,Cnidaria,Hexacorallia,929,83,1965,2017,FALSE,FALSE,NA
420170,Volvarina avena,Mollusca,Gastropoda,126,83,1928,2018,FALSE,FALSE,NA
124774,Psychropotes depressa,Echinodermata,Holothuroidea,119,83,1883,2000,FALSE,FALSE,available
760888,Mitrella gausapata,Mollusca,Gastropoda,115,83,1940,2010,FALSE,FALSE,NA
332394,Syllis danieli,Annelida,Polychaeta,119,83,1997,2011,FALSE,FALSE,NA
166666,Amphimedon compressa,Porifera,Demospongiae,300,82,1927,2021,FALSE,FALSE,NA
289661,Chrysopathes speciosa,Cnidaria,Hexacorallia,127,82,1961,2016,FALSE,FALSE,NA
371791,Alaria marginata,Ochrophyta,Phaeophyceae,18461,82,1999,2021,FALSE,FALSE,NA
289747,Cryogorgia koolsae,Cnidaria,Octocorallia,96,82,2000,2017,FALSE,FALSE,NA
1061759,Portunus sayi,Arthropoda,Malacostraca,114,82,1953,2019,FALSE,FALSE,NA
506847,Cochlodesma leanum,Mollusca,Bivalvia,388,82,1903,1985,FALSE,FALSE,NA
420640,Melampus coffea,Mollusca,Gastropoda,194,81,1899,2018,FALSE,FALSE,NA
589796,Cerataspis monstrosus,Arthropoda,Malacostraca,104,81,1884,2021,FALSE,FALSE,available
102314,Weyprechtia heuglini,Arthropoda,Malacostraca,97,81,1980,2014,FALSE,FALSE,NA
734529,Aricidea (Strelzovia) quadrilobata,Annelida,Polychaeta,233,81,1973,2011,FALSE,FALSE,available
394848,Balanus glandula,Arthropoda,Thecostraca,296,81,1923,2022,FALSE,FALSE,available
1436712,Pohleus septemspinosus,Arthropoda,Malacostraca,131,81,1965,2021,FALSE,FALSE,NA
333982,Marycarmenia gaspeensis,Annelida,Polychaeta,570,81,1972,1985,FALSE,FALSE,NA
233108,Stelodoryx oxeata,Porifera,Demospongiae,98,81,2004,2016,FALSE,FALSE,NA
326311,Ampharete americana,Annelida,Polychaeta,452,81,1965,1984,FALSE,FALSE,NA
488965,Nototropis smitti,Arthropoda,Malacostraca,96,80,2012,2014,FALSE,FALSE,available
130542,Myriochele heeri,Annelida,Polychaeta,102,80,1972,2002,FALSE,FALSE,available
158359,Eualus macilentus,Arthropoda,Malacostraca,113,80,1884,2017,FALSE,FALSE,NA
178806,Sclerasterias tanneri,Echinodermata,Asteroidea,115,80,1880,2020,FALSE,FALSE,available
271402,Hydrolagus alberti,Chordata,Holocephali,140,80,1951,2000,TRUE,TRUE,NA
156679,Travisia carnea,Annelida,Polychaeta,195,80,1955,2008,FALSE,FALSE,NA
113458,Neogloboquadrina pachyderma,Foraminifera,Globothalamea,1307,80,1959,1997,FALSE,FALSE,available
138903,Colus jeffreysianus,Mollusca,Gastropoda,96,80,2012,2014,FALSE,FALSE,available
116974,Notostomum laeve,Annelida,Clitellata,96,80,2012,2014,FALSE,FALSE,not available
106377,Mertensia ovum,Ctenophora,Tentaculata,162,80,2015,2021,FALSE,FALSE,available
1528954,Haliophasma geminatum,Arthropoda,Malacostraca,98,80,1956,2006,FALSE,FALSE,NA
423642,Paramphithoe cuspidata,Arthropoda,Malacostraca,96,80,2012,2014,FALSE,FALSE,available
442099,Macrocoeloma nodipes,Arthropoda,Malacostraca,114,79,1965,2021,FALSE,FALSE,NA
422348,Parasmittina nitida,Bryozoa,Gymnolaemata,538,79,1903,1994,FALSE,FALSE,available
1424662,Rathbunixa occidentalis,Arthropoda,Malacostraca,91,79,1970,2019,FALSE,FALSE,NA
409280,Meiosquilla quadridens,Arthropoda,Malacostraca,167,79,1885,2021,FALSE,FALSE,NA
