dataset_id,category,scenario,year_min,year_max,depth,title,summary,variables
sws_baseline_2000_2019_depthmin,sws,baseline,2000,2019,depthmin,Bio-Oracle SeaWaterSpeed [depthMin]Baseline 2000-2019.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
sws_max (Maximum SeaWaterSpeed, m s**-1)
sws_ltmax (Long-term maximum SeaWaterSpeed, m s**-1)
sws_mean (Average SeaWaterSpeed, m s**-1)
sws_ltmin (Long-term minimum SeaWaterSpeed, m s**-1)
sws_min (Minimum SeaWaterSpeed, m s**-1)
sws_range (Range SeaWaterSpeed, m s**-1)
","sws_ltmax, sws_ltmin, sws_max, sws_mean, sws_min, sws_range"
sws_baseline_2000_2019_depthsurf,sws,baseline,2000,2019,depthsurf,Bio-Oracle SeaWaterSpeed [depthSurf]Baseline 2000-2019.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
sws_max (Maximum SeaWaterSpeed, m s**-1)
sws_ltmax (Long-term maximum SeaWaterSpeed, m s**-1)
sws_mean (Average SeaWaterSpeed, m s**-1)
sws_ltmin (Long-term minimum SeaWaterSpeed, m s**-1)
sws_min (Minimum SeaWaterSpeed, m s**-1)
sws_range (Range SeaWaterSpeed, m s**-1)
","sws_ltmax, sws_ltmin, sws_max, sws_mean, sws_min, sws_range"
si_baseline_2000_2018_depthmax,si,baseline,2000,2018,depthmax,Bio-Oracle Silicate [depthMax] Baseline 2000-2018.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
si_max (Maximum Silicate, MMol' 'M-3)
si_ltmax (Long-term maximum Silicate, MMol' 'M-3)
si_mean (Average Silicate, MMol' 'M-3)
si_ltmin (Long-term minimum Silicate, MMol' 'M-3)
si_min (Minimum Silicate, MMol' 'M-3)
si_range (Range Silicate, MMol' 'M-3)
","si_ltmax, si_ltmin, si_max, si_mean, si_min, si_range"
si_baseline_2000_2018_depthmean,si,baseline,2000,2018,depthmean,Bio-Oracle Silicate [depthMean] Baseline 2000-2018.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
si_max (Maximum Silicate, MMol' 'M-3)
si_ltmax (Long-term maximum Silicate, MMol' 'M-3)
si_mean (Average Silicate, MMol' 'M-3)
si_ltmin (Long-term minimum Silicate, MMol' 'M-3)
si_min (Minimum Silicate, MMol' 'M-3)
si_range (Range Silicate, MMol' 'M-3)
","si_ltmax, si_ltmin, si_max, si_mean, si_min, si_range"
si_baseline_2000_2018_depthmin,si,baseline,2000,2018,depthmin,Bio-Oracle Silicate [depthMin] Baseline 2000-2018.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
si_max (Maximum Silicate, MMol' 'M-3)
si_ltmax (Long-term maximum Silicate, MMol' 'M-3)
si_mean (Average Silicate, MMol' 'M-3)
si_ltmin (Long-term minimum Silicate, MMol' 'M-3)
si_min (Minimum Silicate, MMol' 'M-3)
si_range (Range Silicate, MMol' 'M-3)
","si_ltmax, si_ltmin, si_max, si_mean, si_min, si_range"
si_baseline_2000_2018_depthsurf,si,baseline,2000,2018,depthsurf,Bio-Oracle Silicate [depthSurf] Baseline 2000-2018.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
si_max (Maximum Silicate, MMol' 'M-3)
si_ltmax (Long-term maximum Silicate, MMol' 'M-3)
si_mean (Average Silicate, MMol' 'M-3)
si_ltmin (Long-term minimum Silicate, MMol' 'M-3)
si_min (Minimum Silicate, MMol' 'M-3)
si_range (Range Silicate, MMol' 'M-3)
","si_ltmax, si_ltmin, si_max, si_mean, si_min, si_range"
clt_baseline_2000_2020_depthsurf,clt,baseline,2000,2020,depthsurf,Bio-Oracle TotalCloudFraction [depthSurf] Baseline 2000-2020.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
clt_max (Maximum TotalCloudFraction, (0 - 1))
clt_ltmax (Long-term maximum TotalCloudFraction, (0 - 1))
clt_mean (Average TotalCloudFraction, (0 - 1))
clt_ltmin (Long-term minimum TotalCloudFraction, (0 - 1))
clt_min (Minimum TotalCloudFraction, (0 - 1))
clt_range (Range TotalCloudFraction, (0 - 1))
","clt_ltmax, clt_ltmin, clt_max, clt_mean, clt_min, clt_range"
phyc_baseline_2000_2020_depthmax,phyc,baseline,2000,2020,depthmax,Bio-Oracle TotalPhytoplankton [depthMax] Baseline 2000-2020.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
phyc_max (Maximum TotalPhytoplankton, MMol' 'M-3)
phyc_ltmax (Long-term maximum TotalPhytoplankton, MMol' 'M-3)
phyc_mean (Average TotalPhytoplankton, MMol' 'M-3)
phyc_ltmin (Long-term minimum TotalPhytoplankton, MMol' 'M-3)
phyc_min (Minimum TotalPhytoplankton, MMol' 'M-3)
phyc_range (Range TotalPhytoplankton, MMol' 'M-3)
","phyc_ltmax, phyc_ltmin, phyc_max, phyc_mean, phyc_min, phyc_range"
phyc_baseline_2000_2020_depthmean,phyc,baseline,2000,2020,depthmean,Bio-Oracle TotalPhytoplankton [depthMean] Baseline 2000-2020.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
phyc_max (Maximum TotalPhytoplankton, MMol' 'M-3)
phyc_ltmax (Long-term maximum TotalPhytoplankton, MMol' 'M-3)
phyc_mean (Average TotalPhytoplankton, MMol' 'M-3)
phyc_ltmin (Long-term minimum TotalPhytoplankton, MMol' 'M-3)
phyc_min (Minimum TotalPhytoplankton, MMol' 'M-3)
phyc_range (Range TotalPhytoplankton, MMol' 'M-3)
","phyc_ltmax, phyc_ltmin, phyc_max, phyc_mean, phyc_min, phyc_range"
phyc_baseline_2000_2020_depthmin,phyc,baseline,2000,2020,depthmin,Bio-Oracle TotalPhytoplankton [depthMin] Baseline 2000-2020.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
phyc_max (Maximum TotalPhytoplankton, MMol' 'M-3)
phyc_ltmax (Long-term maximum TotalPhytoplankton, MMol' 'M-3)
phyc_mean (Average TotalPhytoplankton, MMol' 'M-3)
phyc_ltmin (Long-term minimum TotalPhytoplankton, MMol' 'M-3)
phyc_min (Minimum TotalPhytoplankton, MMol' 'M-3)
phyc_range (Range TotalPhytoplankton, MMol' 'M-3)
","phyc_ltmax, phyc_ltmin, phyc_max, phyc_mean, phyc_min, phyc_range"
phyc_baseline_2000_2020_depthsurf,phyc,baseline,2000,2020,depthsurf,Bio-Oracle TotalPhytoplankton [depthSurf] Baseline 2000-2020.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
phyc_max (Maximum TotalPhytoplankton, MMol' 'M-3)
phyc_ltmax (Long-term maximum TotalPhytoplankton, MMol' 'M-3)
phyc_mean (Average TotalPhytoplankton, MMol' 'M-3)
phyc_ltmin (Long-term minimum TotalPhytoplankton, MMol' 'M-3)
phyc_min (Minimum TotalPhytoplankton, MMol' 'M-3)
phyc_range (Range TotalPhytoplankton, MMol' 'M-3)
","phyc_ltmax, phyc_ltmin, phyc_max, phyc_mean, phyc_min, phyc_range"
kdpar_mean_baseline_2000_2020_depthsurf,kdpar_mean,baseline,2000,2020,depthsurf,NA,NA,"kdpar_mean_ltmax, kdpar_mean_ltmin, kdpar_mean_max, kdpar_mean_mean, kdpar_mean_min, kdpar_mean_range"
par_mean_baseline_2000_2020_depthsurf,par_mean,baseline,2000,2020,depthsurf,NA,NA,"par_mean_ltmax, par_mean_ltmin, par_mean_max, par_mean_mean, par_mean_min, par_mean_range"
