dataset_id,variable,fill_value,color_bar_maximum,color_bar_minimum,ioos_category,long_name,units,color_bar_scale,standard_name,color_bar_palette
o2_ssp585_2020_2100_depthmean,o2_sd,-9999.9,50.0,0.0,Statistics,Standard deviation DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_baseline_2000_2018_depthmin,o2_ltmax,-9999.9,NA,NA,Dissolved O2,Long-term maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_baseline_2000_2018_depthmin,o2_ltmin,-9999.9,NA,NA,Dissolved O2,Long-term minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_baseline_2000_2018_depthmin,o2_max,-9999.9,NA,NA,Dissolved O2,Maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_baseline_2000_2018_depthmin,o2_mean,-9999.9,NA,NA,Dissolved O2,Average DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_baseline_2000_2018_depthmin,o2_min,-9999.9,NA,NA,Dissolved O2,Minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_baseline_2000_2018_depthmin,o2_range,-9999.9,NA,NA,Dissolved O2,Range DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp119_2020_2100_depthmin,o2_ltmax,-9999.9,NA,NA,Dissolved O2,Long-term maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp119_2020_2100_depthmin,o2_ltmin,-9999.9,NA,NA,Dissolved O2,Long-term minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp119_2020_2100_depthmin,o2_max,-9999.9,NA,NA,Dissolved O2,Maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp119_2020_2100_depthmin,o2_mean,-9999.9,NA,NA,Dissolved O2,Average DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp119_2020_2100_depthmin,o2_min,-9999.9,NA,NA,Dissolved O2,Minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp119_2020_2100_depthmin,o2_range,-9999.9,NA,NA,Dissolved O2,Range DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp119_2020_2100_depthmin,o2_sd,-9999.9,50.0,0.0,Statistics,Standard deviation DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp126_2020_2100_depthmin,o2_ltmax,-9999.9,NA,NA,Dissolved O2,Long-term maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp126_2020_2100_depthmin,o2_ltmin,-9999.9,NA,NA,Dissolved O2,Long-term minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp126_2020_2100_depthmin,o2_max,-9999.9,NA,NA,Dissolved O2,Maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp126_2020_2100_depthmin,o2_mean,-9999.9,NA,NA,Dissolved O2,Average DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp126_2020_2100_depthmin,o2_min,-9999.9,NA,NA,Dissolved O2,Minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp126_2020_2100_depthmin,o2_range,-9999.9,NA,NA,Dissolved O2,Range DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp126_2020_2100_depthmin,o2_sd,-9999.9,50.0,0.0,Statistics,Standard deviation DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp245_2020_2100_depthmin,o2_ltmax,-9999.9,NA,NA,Dissolved O2,Long-term maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp245_2020_2100_depthmin,o2_ltmin,-9999.9,NA,NA,Dissolved O2,Long-term minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp245_2020_2100_depthmin,o2_max,-9999.9,NA,NA,Dissolved O2,Maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp245_2020_2100_depthmin,o2_mean,-9999.9,NA,NA,Dissolved O2,Average DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp245_2020_2100_depthmin,o2_min,-9999.9,NA,NA,Dissolved O2,Minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp245_2020_2100_depthmin,o2_range,-9999.9,NA,NA,Dissolved O2,Range DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp245_2020_2100_depthmin,o2_sd,-9999.9,50.0,0.0,Statistics,Standard deviation DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp370_2020_2100_depthmin,o2_ltmax,-9999.9,NA,NA,Dissolved O2,Long-term maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp370_2020_2100_depthmin,o2_ltmin,-9999.9,NA,NA,Dissolved O2,Long-term minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp370_2020_2100_depthmin,o2_max,-9999.9,NA,NA,Dissolved O2,Maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp370_2020_2100_depthmin,o2_mean,-9999.9,NA,NA,Dissolved O2,Average DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp370_2020_2100_depthmin,o2_min,-9999.9,NA,NA,Dissolved O2,Minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp370_2020_2100_depthmin,o2_range,-9999.9,NA,NA,Dissolved O2,Range DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp370_2020_2100_depthmin,o2_sd,-9999.9,50.0,0.0,Statistics,Standard deviation DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp460_2020_2100_depthmin,o2_ltmax,-9999.9,NA,NA,Dissolved O2,Long-term maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp460_2020_2100_depthmin,o2_ltmin,-9999.9,NA,NA,Dissolved O2,Long-term minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp460_2020_2100_depthmin,o2_max,-9999.9,NA,NA,Dissolved O2,Maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp460_2020_2100_depthmin,o2_mean,-9999.9,NA,NA,Dissolved O2,Average DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp460_2020_2100_depthmin,o2_min,-9999.9,NA,NA,Dissolved O2,Minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp460_2020_2100_depthmin,o2_range,-9999.9,NA,NA,Dissolved O2,Range DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp460_2020_2100_depthmin,o2_sd,-9999.9,50.0,0.0,Statistics,Standard deviation DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp585_2020_2100_depthmin,o2_ltmax,-9999.9,NA,NA,Dissolved O2,Long-term maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp585_2020_2100_depthmin,o2_ltmin,-9999.9,NA,NA,Dissolved O2,Long-term minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp585_2020_2100_depthmin,o2_max,-9999.9,NA,NA,Dissolved O2,Maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp585_2020_2100_depthmin,o2_mean,-9999.9,NA,NA,Dissolved O2,Average DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp585_2020_2100_depthmin,o2_min,-9999.9,NA,NA,Dissolved O2,Minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp585_2020_2100_depthmin,o2_range,-9999.9,NA,NA,Dissolved O2,Range DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp585_2020_2100_depthmin,o2_sd,-9999.9,50.0,0.0,Statistics,Standard deviation DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_baseline_2000_2018_depthsurf,o2_ltmax,-9999.9,NA,NA,Dissolved O2,Long-term maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_baseline_2000_2018_depthsurf,o2_ltmin,-9999.9,NA,NA,Dissolved O2,Long-term minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_baseline_2000_2018_depthsurf,o2_max,-9999.9,NA,NA,Dissolved O2,Maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_baseline_2000_2018_depthsurf,o2_mean,-9999.9,NA,NA,Dissolved O2,Average DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_baseline_2000_2018_depthsurf,o2_min,-9999.9,NA,NA,Dissolved O2,Minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_baseline_2000_2018_depthsurf,o2_range,-9999.9,NA,NA,Dissolved O2,Range DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp119_2020_2100_depthsurf,o2_ltmax,-9999.9,NA,NA,Dissolved O2,Long-term maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp119_2020_2100_depthsurf,o2_ltmin,-9999.9,NA,NA,Dissolved O2,Long-term minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp119_2020_2100_depthsurf,o2_max,-9999.9,NA,NA,Dissolved O2,Maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp119_2020_2100_depthsurf,o2_mean,-9999.9,NA,NA,Dissolved O2,Average DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp119_2020_2100_depthsurf,o2_min,-9999.9,NA,NA,Dissolved O2,Minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp119_2020_2100_depthsurf,o2_range,-9999.9,NA,NA,Dissolved O2,Range DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp119_2020_2100_depthsurf,o2_sd,-9999.9,50.0,0.0,Statistics,Standard deviation DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp126_2020_2100_depthsurf,o2_ltmax,-9999.9,NA,NA,Dissolved O2,Long-term maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp126_2020_2100_depthsurf,o2_ltmin,-9999.9,NA,NA,Dissolved O2,Long-term minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp126_2020_2100_depthsurf,o2_max,-9999.9,NA,NA,Dissolved O2,Maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp126_2020_2100_depthsurf,o2_mean,-9999.9,NA,NA,Dissolved O2,Average DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp126_2020_2100_depthsurf,o2_min,-9999.9,NA,NA,Dissolved O2,Minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp126_2020_2100_depthsurf,o2_range,-9999.9,NA,NA,Dissolved O2,Range DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp126_2020_2100_depthsurf,o2_sd,-9999.9,50.0,0.0,Statistics,Standard deviation DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp245_2020_2100_depthsurf,o2_ltmax,-9999.9,NA,NA,Dissolved O2,Long-term maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp245_2020_2100_depthsurf,o2_ltmin,-9999.9,NA,NA,Dissolved O2,Long-term minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp245_2020_2100_depthsurf,o2_max,-9999.9,NA,NA,Dissolved O2,Maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp245_2020_2100_depthsurf,o2_mean,-9999.9,NA,NA,Dissolved O2,Average DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp245_2020_2100_depthsurf,o2_min,-9999.9,NA,NA,Dissolved O2,Minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp245_2020_2100_depthsurf,o2_range,-9999.9,NA,NA,Dissolved O2,Range DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp245_2020_2100_depthsurf,o2_sd,-9999.9,50.0,0.0,Statistics,Standard deviation DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp370_2020_2100_depthsurf,o2_ltmax,-9999.9,NA,NA,Dissolved O2,Long-term maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp370_2020_2100_depthsurf,o2_ltmin,-9999.9,NA,NA,Dissolved O2,Long-term minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp370_2020_2100_depthsurf,o2_max,-9999.9,NA,NA,Dissolved O2,Maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp370_2020_2100_depthsurf,o2_mean,-9999.9,NA,NA,Dissolved O2,Average DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp370_2020_2100_depthsurf,o2_min,-9999.9,NA,NA,Dissolved O2,Minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp370_2020_2100_depthsurf,o2_range,-9999.9,NA,NA,Dissolved O2,Range DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp370_2020_2100_depthsurf,o2_sd,-9999.9,50.0,0.0,Statistics,Standard deviation DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp460_2020_2100_depthsurf,o2_ltmax,-9999.9,NA,NA,Dissolved O2,Long-term maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp460_2020_2100_depthsurf,o2_ltmin,-9999.9,NA,NA,Dissolved O2,Long-term minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp460_2020_2100_depthsurf,o2_max,-9999.9,NA,NA,Dissolved O2,Maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp460_2020_2100_depthsurf,o2_mean,-9999.9,NA,NA,Dissolved O2,Average DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp460_2020_2100_depthsurf,o2_min,-9999.9,NA,NA,Dissolved O2,Minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp460_2020_2100_depthsurf,o2_range,-9999.9,NA,NA,Dissolved O2,Range DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp460_2020_2100_depthsurf,o2_sd,-9999.9,50.0,0.0,Statistics,Standard deviation DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp585_2020_2100_depthsurf,o2_ltmax,-9999.9,NA,NA,Dissolved O2,Long-term maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp585_2020_2100_depthsurf,o2_ltmin,-9999.9,NA,NA,Dissolved O2,Long-term minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp585_2020_2100_depthsurf,o2_max,-9999.9,NA,NA,Dissolved O2,Maximum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp585_2020_2100_depthsurf,o2_mean,-9999.9,NA,NA,Dissolved O2,Average DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp585_2020_2100_depthsurf,o2_min,-9999.9,NA,NA,Dissolved O2,Minimum DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp585_2020_2100_depthsurf,o2_range,-9999.9,NA,NA,Dissolved O2,Range DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
o2_ssp585_2020_2100_depthsurf,o2_sd,-9999.9,50.0,0.0,Statistics,Standard deviation DissolvedMolecularOxygen,MMol' 'M-3,NA,NA,NA
mlotst_baseline_2000_2019_depthsurf,mlotst_ltmax,-9999.9,NA,NA,Location,Long-term maximum MixedLayerDepth,m,NA,NA,NA
mlotst_baseline_2000_2019_depthsurf,mlotst_ltmin,-9999.9,NA,NA,Location,Long-term minimum MixedLayerDepth,m,NA,NA,NA
mlotst_baseline_2000_2019_depthsurf,mlotst_max,-9999.9,NA,NA,Location,Maximum MixedLayerDepth,m,NA,NA,NA
mlotst_baseline_2000_2019_depthsurf,mlotst_mean,-9999.9,NA,NA,Statistics,Average MixedLayerDepth,m,NA,NA,NA
mlotst_baseline_2000_2019_depthsurf,mlotst_min,-9999.9,NA,NA,Location,Minimum MixedLayerDepth,m,NA,NA,NA
mlotst_baseline_2000_2019_depthsurf,mlotst_range,-9999.9,NA,NA,Location,Range MixedLayerDepth,m,NA,NA,NA
mlotst_ssp119_2020_2100_depthsurf,mlotst_ltmax,-9999.9,NA,NA,Location,Long-term maximum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp119_2020_2100_depthsurf,mlotst_ltmin,-9999.9,NA,NA,Location,Long-term minimum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp119_2020_2100_depthsurf,mlotst_max,-9999.9,NA,NA,Location,Maximum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp119_2020_2100_depthsurf,mlotst_mean,-9999.9,NA,NA,Statistics,Average MixedLayerDepth,m,NA,NA,NA
mlotst_ssp119_2020_2100_depthsurf,mlotst_min,-9999.9,NA,NA,Location,Minimum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp119_2020_2100_depthsurf,mlotst_range,-9999.9,NA,NA,Location,Range MixedLayerDepth,m,NA,NA,NA
mlotst_ssp119_2020_2100_depthsurf,mlotst_sd,-9999.9,50.0,0.0,Statistics,Standard deviation MixedLayerDepth,m,NA,NA,NA
mlotst_ssp126_2020_2100_depthsurf,mlotst_ltmax,-9999.9,NA,NA,Location,Long-term maximum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp126_2020_2100_depthsurf,mlotst_ltmin,-9999.9,NA,NA,Location,Long-term minimum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp126_2020_2100_depthsurf,mlotst_max,-9999.9,NA,NA,Location,Maximum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp126_2020_2100_depthsurf,mlotst_mean,-9999.9,NA,NA,Statistics,Average MixedLayerDepth,m,NA,NA,NA
mlotst_ssp126_2020_2100_depthsurf,mlotst_min,-9999.9,NA,NA,Location,Minimum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp126_2020_2100_depthsurf,mlotst_range,-9999.9,NA,NA,Location,Range MixedLayerDepth,m,NA,NA,NA
mlotst_ssp126_2020_2100_depthsurf,mlotst_sd,-9999.9,50.0,0.0,Statistics,Standard deviation MixedLayerDepth,m,NA,NA,NA
mlotst_ssp245_2020_2100_depthsurf,mlotst_ltmax,-9999.9,NA,NA,Location,Long-term maximum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp245_2020_2100_depthsurf,mlotst_ltmin,-9999.9,NA,NA,Location,Long-term minimum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp245_2020_2100_depthsurf,mlotst_max,-9999.9,NA,NA,Location,Maximum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp245_2020_2100_depthsurf,mlotst_mean,-9999.9,NA,NA,Statistics,Average MixedLayerDepth,m,NA,NA,NA
mlotst_ssp245_2020_2100_depthsurf,mlotst_min,-9999.9,NA,NA,Location,Minimum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp245_2020_2100_depthsurf,mlotst_range,-9999.9,NA,NA,Location,Range MixedLayerDepth,m,NA,NA,NA
mlotst_ssp245_2020_2100_depthsurf,mlotst_sd,-9999.9,50.0,0.0,Statistics,Standard deviation MixedLayerDepth,m,NA,NA,NA
mlotst_ssp370_2020_2100_depthsurf,mlotst_ltmax,-9999.9,NA,NA,Location,Long-term maximum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp370_2020_2100_depthsurf,mlotst_ltmin,-9999.9,NA,NA,Location,Long-term minimum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp370_2020_2100_depthsurf,mlotst_max,-9999.9,NA,NA,Location,Maximum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp370_2020_2100_depthsurf,mlotst_mean,-9999.9,NA,NA,Statistics,Average MixedLayerDepth,m,NA,NA,NA
mlotst_ssp370_2020_2100_depthsurf,mlotst_min,-9999.9,NA,NA,Location,Minimum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp370_2020_2100_depthsurf,mlotst_range,-9999.9,NA,NA,Location,Range MixedLayerDepth,m,NA,NA,NA
mlotst_ssp370_2020_2100_depthsurf,mlotst_sd,-9999.9,50.0,0.0,Statistics,Standard deviation MixedLayerDepth,m,NA,NA,NA
mlotst_ssp460_2020_2100_depthsurf,mlotst_ltmax,-9999.9,NA,NA,Location,Long-term maximum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp460_2020_2100_depthsurf,mlotst_ltmin,-9999.9,NA,NA,Location,Long-term minimum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp460_2020_2100_depthsurf,mlotst_max,-9999.9,NA,NA,Location,Maximum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp460_2020_2100_depthsurf,mlotst_mean,-9999.9,NA,NA,Statistics,Average MixedLayerDepth,m,NA,NA,NA
mlotst_ssp460_2020_2100_depthsurf,mlotst_min,-9999.9,NA,NA,Location,Minimum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp460_2020_2100_depthsurf,mlotst_range,-9999.9,NA,NA,Location,Range MixedLayerDepth,m,NA,NA,NA
mlotst_ssp460_2020_2100_depthsurf,mlotst_sd,-9999.9,50.0,0.0,Statistics,Standard deviation MixedLayerDepth,m,NA,NA,NA
mlotst_ssp585_2020_2100_depthsurf,mlotst_ltmax,-9999.9,NA,NA,Location,Long-term maximum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp585_2020_2100_depthsurf,mlotst_ltmin,-9999.9,NA,NA,Location,Long-term minimum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp585_2020_2100_depthsurf,mlotst_max,-9999.9,NA,NA,Location,Maximum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp585_2020_2100_depthsurf,mlotst_mean,-9999.9,NA,NA,Statistics,Average MixedLayerDepth,m,NA,NA,NA
mlotst_ssp585_2020_2100_depthsurf,mlotst_min,-9999.9,NA,NA,Location,Minimum MixedLayerDepth,m,NA,NA,NA
mlotst_ssp585_2020_2100_depthsurf,mlotst_range,-9999.9,NA,NA,Location,Range MixedLayerDepth,m,NA,NA,NA
mlotst_ssp585_2020_2100_depthsurf,mlotst_sd,-9999.9,50.0,0.0,Statistics,Standard deviation MixedLayerDepth,m,NA,NA,NA
no3_baseline_2000_2018_depthmax,no3_ltmax,-9999.9,50.0,0.0,Dissolved Nutrients,Long-term maximum Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_baseline_2000_2018_depthmax,no3_ltmin,-9999.9,50.0,0.0,Dissolved Nutrients,Long-term minimum Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_baseline_2000_2018_depthmax,no3_max,-9999.9,50.0,0.0,Dissolved Nutrients,Maximum Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_baseline_2000_2018_depthmax,no3_mean,-9999.9,50.0,0.0,Dissolved Nutrients,Average Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_baseline_2000_2018_depthmax,no3_min,-9999.9,50.0,0.0,Dissolved Nutrients,Minimum Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_baseline_2000_2018_depthmax,no3_range,-9999.9,50.0,0.0,Dissolved Nutrients,Range Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_ssp119_2020_2100_depthmax,no3_ltmax,-9999.9,50.0,0.0,Dissolved Nutrients,Long-term maximum Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_ssp119_2020_2100_depthmax,no3_ltmin,-9999.9,50.0,0.0,Dissolved Nutrients,Long-term minimum Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_ssp119_2020_2100_depthmax,no3_max,-9999.9,50.0,0.0,Dissolved Nutrients,Maximum Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_ssp119_2020_2100_depthmax,no3_mean,-9999.9,50.0,0.0,Dissolved Nutrients,Average Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_ssp119_2020_2100_depthmax,no3_min,-9999.9,50.0,0.0,Dissolved Nutrients,Minimum Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_ssp119_2020_2100_depthmax,no3_range,-9999.9,50.0,0.0,Dissolved Nutrients,Range Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_ssp119_2020_2100_depthmax,no3_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Nitrate,MMol' 'M-3,NA,NA,NA
no3_ssp126_2020_2100_depthmax,no3_ltmax,-9999.9,50.0,0.0,Dissolved Nutrients,Long-term maximum Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_ssp126_2020_2100_depthmax,no3_ltmin,-9999.9,50.0,0.0,Dissolved Nutrients,Long-term minimum Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_ssp126_2020_2100_depthmax,no3_max,-9999.9,50.0,0.0,Dissolved Nutrients,Maximum Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_ssp126_2020_2100_depthmax,no3_mean,-9999.9,50.0,0.0,Dissolved Nutrients,Average Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_ssp126_2020_2100_depthmax,no3_min,-9999.9,50.0,0.0,Dissolved Nutrients,Minimum Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_ssp126_2020_2100_depthmax,no3_range,-9999.9,50.0,0.0,Dissolved Nutrients,Range Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_ssp126_2020_2100_depthmax,no3_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Nitrate,MMol' 'M-3,NA,NA,NA
no3_ssp245_2020_2100_depthmax,no3_ltmax,-9999.9,50.0,0.0,Dissolved Nutrients,Long-term maximum Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_ssp245_2020_2100_depthmax,no3_ltmin,-9999.9,50.0,0.0,Dissolved Nutrients,Long-term minimum Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_ssp245_2020_2100_depthmax,no3_max,-9999.9,50.0,0.0,Dissolved Nutrients,Maximum Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_ssp245_2020_2100_depthmax,no3_mean,-9999.9,50.0,0.0,Dissolved Nutrients,Average Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
no3_ssp245_2020_2100_depthmax,no3_min,-9999.9,50.0,0.0,Dissolved Nutrients,Minimum Nitrate,MMol' 'M-3,NA,mole_concentration_of_nitrate_in_sea_water,NA
