dataset_id,variable,fill_value,color_bar_maximum,color_bar_minimum,ioos_category,long_name,units,color_bar_scale,standard_name,color_bar_palette
tas_baseline_2000_2020_depthsurf,tas_ltmax,-9999.9,313.0,263.0,Temperature,Long-term maximum AirTemperature,K,NA,NA,NA
tas_baseline_2000_2020_depthsurf,tas_ltmin,-9999.9,313.0,263.0,Temperature,Long-term minimum AirTemperature,K,NA,NA,NA
tas_baseline_2000_2020_depthsurf,tas_max,-9999.9,313.0,263.0,Temperature,Maximum AirTemperature,K,NA,NA,NA
tas_baseline_2000_2020_depthsurf,tas_mean,-9999.9,313.0,263.0,Temperature,Average AirTemperature,K,NA,NA,NA
tas_baseline_2000_2020_depthsurf,tas_min,-9999.9,313.0,263.0,Temperature,Minimum AirTemperature,K,NA,NA,NA
tas_baseline_2000_2020_depthsurf,tas_range,-9999.9,313.0,263.0,Temperature,Range AirTemperature,K,NA,NA,NA
tas_ssp119_2020_2100_depthsurf,tas_ltmax,-9999.9,40.0,-10.0,Temperature,Long-term maximum AirTemperature,degree_C,NA,NA,NA
tas_ssp119_2020_2100_depthsurf,tas_ltmin,-9999.9,40.0,-10.0,Temperature,Long-term minimum AirTemperature,degree_C,NA,NA,NA
tas_ssp119_2020_2100_depthsurf,tas_max,-9999.9,40.0,-10.0,Temperature,Maximum AirTemperature,degree_C,NA,NA,NA
tas_ssp119_2020_2100_depthsurf,tas_mean,-9999.9,40.0,-10.0,Temperature,Average AirTemperature,degree_C,NA,NA,NA
tas_ssp119_2020_2100_depthsurf,tas_min,-9999.9,40.0,-10.0,Temperature,Minimum AirTemperature,degree_C,NA,NA,NA
tas_ssp119_2020_2100_depthsurf,tas_range,-9999.9,40.0,-10.0,Temperature,Range AirTemperature,degree_C,NA,NA,NA
tas_ssp119_2020_2100_depthsurf,tas_sd,-9999.9,5.0,0.0,Statistics,Standard deviation AirTemperature,degree_C,NA,NA,NA
tas_ssp126_2020_2100_depthsurf,tas_ltmax,-9999.9,40.0,-10.0,Temperature,Long-term maximum AirTemperature,degree_C,NA,NA,NA
tas_ssp126_2020_2100_depthsurf,tas_ltmin,-9999.9,40.0,-10.0,Temperature,Long-term minimum AirTemperature,degree_C,NA,NA,NA
tas_ssp126_2020_2100_depthsurf,tas_max,-9999.9,40.0,-10.0,Temperature,Maximum AirTemperature,degree_C,NA,NA,NA
tas_ssp126_2020_2100_depthsurf,tas_mean,-9999.9,40.0,-10.0,Temperature,Average AirTemperature,degree_C,NA,NA,NA
tas_ssp126_2020_2100_depthsurf,tas_min,-9999.9,40.0,-10.0,Temperature,Minimum AirTemperature,degree_C,NA,NA,NA
tas_ssp126_2020_2100_depthsurf,tas_range,-9999.9,40.0,-10.0,Temperature,Range AirTemperature,degree_C,NA,NA,NA
tas_ssp126_2020_2100_depthsurf,tas_sd,-9999.9,5.0,0.0,Statistics,Standard deviation AirTemperature,degree_C,NA,NA,NA
tas_ssp245_2020_2100_depthsurf,tas_ltmax,-9999.9,40.0,-10.0,Temperature,Long-term maximum AirTemperature,degree_C,NA,NA,NA
tas_ssp245_2020_2100_depthsurf,tas_ltmin,-9999.9,40.0,-10.0,Temperature,Long-term minimum AirTemperature,degree_C,NA,NA,NA
tas_ssp245_2020_2100_depthsurf,tas_max,-9999.9,40.0,-10.0,Temperature,Maximum AirTemperature,degree_C,NA,NA,NA
tas_ssp245_2020_2100_depthsurf,tas_mean,-9999.9,40.0,-10.0,Temperature,Average AirTemperature,degree_C,NA,NA,NA
tas_ssp245_2020_2100_depthsurf,tas_min,-9999.9,40.0,-10.0,Temperature,Minimum AirTemperature,degree_C,NA,NA,NA
tas_ssp245_2020_2100_depthsurf,tas_range,-9999.9,40.0,-10.0,Temperature,Range AirTemperature,degree_C,NA,NA,NA
tas_ssp245_2020_2100_depthsurf,tas_sd,-9999.9,5.0,0.0,Statistics,Standard deviation AirTemperature,degree_C,NA,NA,NA
tas_ssp370_2020_2100_depthsurf,tas_ltmax,-9999.9,40.0,-10.0,Temperature,Long-term maximum AirTemperature,degree_C,NA,NA,NA
tas_ssp370_2020_2100_depthsurf,tas_ltmin,-9999.9,40.0,-10.0,Temperature,Long-term minimum AirTemperature,degree_C,NA,NA,NA
tas_ssp370_2020_2100_depthsurf,tas_max,-9999.9,40.0,-10.0,Temperature,Maximum AirTemperature,degree_C,NA,NA,NA
tas_ssp370_2020_2100_depthsurf,tas_mean,-9999.9,40.0,-10.0,Temperature,Average AirTemperature,degree_C,NA,NA,NA
tas_ssp370_2020_2100_depthsurf,tas_min,-9999.9,40.0,-10.0,Temperature,Minimum AirTemperature,degree_C,NA,NA,NA
tas_ssp370_2020_2100_depthsurf,tas_range,-9999.9,40.0,-10.0,Temperature,Range AirTemperature,degree_C,NA,NA,NA
tas_ssp370_2020_2100_depthsurf,tas_sd,-9999.9,5.0,0.0,Statistics,Standard deviation AirTemperature,degree_C,NA,NA,NA
tas_ssp460_2020_2100_depthsurf,tas_ltmax,-9999.9,40.0,-10.0,Temperature,Long-term maximum AirTemperature,degree_C,NA,NA,NA
tas_ssp460_2020_2100_depthsurf,tas_ltmin,-9999.9,40.0,-10.0,Temperature,Long-term minimum AirTemperature,degree_C,NA,NA,NA
tas_ssp460_2020_2100_depthsurf,tas_max,-9999.9,40.0,-10.0,Temperature,Maximum AirTemperature,degree_C,NA,NA,NA
tas_ssp460_2020_2100_depthsurf,tas_mean,-9999.9,40.0,-10.0,Temperature,Average AirTemperature,degree_C,NA,NA,NA
tas_ssp460_2020_2100_depthsurf,tas_min,-9999.9,40.0,-10.0,Temperature,Minimum AirTemperature,degree_C,NA,NA,NA
tas_ssp460_2020_2100_depthsurf,tas_range,-9999.9,40.0,-10.0,Temperature,Range AirTemperature,degree_C,NA,NA,NA
tas_ssp460_2020_2100_depthsurf,tas_sd,-9999.9,5.0,0.0,Statistics,Standard deviation AirTemperature,degree_C,NA,NA,NA
tas_ssp585_2020_2100_depthsurf,tas_ltmax,-9999.9,40.0,-10.0,Temperature,Long-term maximum AirTemperature,degree_C,NA,NA,NA
tas_ssp585_2020_2100_depthsurf,tas_ltmin,-9999.9,40.0,-10.0,Temperature,Long-term minimum AirTemperature,degree_C,NA,NA,NA
tas_ssp585_2020_2100_depthsurf,tas_max,-9999.9,40.0,-10.0,Temperature,Maximum AirTemperature,degree_C,NA,NA,NA
tas_ssp585_2020_2100_depthsurf,tas_mean,-9999.9,40.0,-10.0,Temperature,Average AirTemperature,degree_C,NA,NA,NA
tas_ssp585_2020_2100_depthsurf,tas_min,-9999.9,40.0,-10.0,Temperature,Minimum AirTemperature,degree_C,NA,NA,NA
tas_ssp585_2020_2100_depthsurf,tas_range,-9999.9,40.0,-10.0,Temperature,Range AirTemperature,degree_C,NA,NA,NA
tas_ssp585_2020_2100_depthsurf,tas_sd,-9999.9,5.0,0.0,Statistics,Standard deviation AirTemperature,degree_C,NA,NA,NA
chl_baseline_2000_2018_depthmax,chl_ltmax,-9999.9,30.0,0.03,Ocean Color,Long-term maximum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthmax,chl_ltmin,-9999.9,30.0,0.03,Ocean Color,Long-term minimum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthmax,chl_max,-9999.9,30.0,0.03,Ocean Color,Maximum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthmax,chl_mean,-9999.9,30.0,0.03,Ocean Color,Average Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthmax,chl_min,-9999.9,30.0,0.03,Ocean Color,Minimum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthmax,chl_range,-9999.9,30.0,0.03,Ocean Color,Range Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthmean,chl_ltmax,-9999.9,30.0,0.03,Ocean Color,Long-term maximum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthmean,chl_ltmin,-9999.9,30.0,0.03,Ocean Color,Long-term minimum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthmean,chl_max,-9999.9,30.0,0.03,Ocean Color,Maximum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthmean,chl_mean,-9999.9,30.0,0.03,Ocean Color,Average Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthmean,chl_min,-9999.9,30.0,0.03,Ocean Color,Minimum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthmean,chl_range,-9999.9,30.0,0.03,Ocean Color,Range Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthmin,chl_ltmax,-9999.9,30.0,0.03,Ocean Color,Long-term maximum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthmin,chl_ltmin,-9999.9,30.0,0.03,Ocean Color,Long-term minimum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthmin,chl_max,-9999.9,30.0,0.03,Ocean Color,Maximum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthmin,chl_mean,-9999.9,30.0,0.03,Ocean Color,Average Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthmin,chl_min,-9999.9,30.0,0.03,Ocean Color,Minimum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthmin,chl_range,-9999.9,30.0,0.03,Ocean Color,Range Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthsurf,chl_ltmax,-9999.9,30.0,0.03,Ocean Color,Long-term maximum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthsurf,chl_ltmin,-9999.9,30.0,0.03,Ocean Color,Long-term minimum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthsurf,chl_max,-9999.9,30.0,0.03,Ocean Color,Maximum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthsurf,chl_mean,-9999.9,30.0,0.03,Ocean Color,Average Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthsurf,chl_min,-9999.9,30.0,0.03,Ocean Color,Minimum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_baseline_2000_2018_depthsurf,chl_range,-9999.9,30.0,0.03,Ocean Color,Range Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp119_2020_2100_depthsurf,chl_ltmax,-9999.9,30.0,0.03,Ocean Color,Long-term maximum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp119_2020_2100_depthsurf,chl_ltmin,-9999.9,30.0,0.03,Ocean Color,Long-term minimum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp119_2020_2100_depthsurf,chl_max,-9999.9,30.0,0.03,Ocean Color,Maximum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp119_2020_2100_depthsurf,chl_mean,-9999.9,30.0,0.03,Ocean Color,Average Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp119_2020_2100_depthsurf,chl_min,-9999.9,30.0,0.03,Ocean Color,Minimum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp119_2020_2100_depthsurf,chl_range,-9999.9,30.0,0.03,Ocean Color,Range Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp119_2020_2100_depthsurf,chl_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Chlorophyll,mg m-3,NA,NA,NA
chl_ssp126_2020_2100_depthsurf,chl_ltmax,-9999.9,30.0,0.03,Ocean Color,Long-term maximum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp126_2020_2100_depthsurf,chl_ltmin,-9999.9,30.0,0.03,Ocean Color,Long-term minimum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp126_2020_2100_depthsurf,chl_max,-9999.9,30.0,0.03,Ocean Color,Maximum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp126_2020_2100_depthsurf,chl_mean,-9999.9,30.0,0.03,Ocean Color,Average Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp126_2020_2100_depthsurf,chl_min,-9999.9,30.0,0.03,Ocean Color,Minimum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp126_2020_2100_depthsurf,chl_range,-9999.9,30.0,0.03,Ocean Color,Range Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp126_2020_2100_depthsurf,chl_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Chlorophyll,mg m-3,NA,NA,NA
chl_ssp245_2020_2100_depthsurf,chl_ltmax,-9999.9,30.0,0.03,Ocean Color,Long-term maximum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp245_2020_2100_depthsurf,chl_ltmin,-9999.9,30.0,0.03,Ocean Color,Long-term minimum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp245_2020_2100_depthsurf,chl_max,-9999.9,30.0,0.03,Ocean Color,Maximum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp245_2020_2100_depthsurf,chl_mean,-9999.9,30.0,0.03,Ocean Color,Average Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp245_2020_2100_depthsurf,chl_min,-9999.9,30.0,0.03,Ocean Color,Minimum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp245_2020_2100_depthsurf,chl_range,-9999.9,30.0,0.03,Ocean Color,Range Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp245_2020_2100_depthsurf,chl_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Chlorophyll,mg m-3,NA,NA,NA
chl_ssp370_2020_2100_depthsurf,chl_ltmax,-9999.9,30.0,0.03,Ocean Color,Long-term maximum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp370_2020_2100_depthsurf,chl_ltmin,-9999.9,30.0,0.03,Ocean Color,Long-term minimum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp370_2020_2100_depthsurf,chl_max,-9999.9,30.0,0.03,Ocean Color,Maximum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp370_2020_2100_depthsurf,chl_mean,-9999.9,30.0,0.03,Ocean Color,Average Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp370_2020_2100_depthsurf,chl_min,-9999.9,30.0,0.03,Ocean Color,Minimum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp370_2020_2100_depthsurf,chl_range,-9999.9,30.0,0.03,Ocean Color,Range Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp370_2020_2100_depthsurf,chl_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Chlorophyll,mg m-3,NA,NA,NA
chl_ssp460_2020_2100_depthsurf,chl_ltmax,-9999.9,30.0,0.03,Ocean Color,Long-term maximum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp460_2020_2100_depthsurf,chl_ltmin,-9999.9,30.0,0.03,Ocean Color,Long-term minimum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp460_2020_2100_depthsurf,chl_max,-9999.9,30.0,0.03,Ocean Color,Maximum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp460_2020_2100_depthsurf,chl_mean,-9999.9,30.0,0.03,Ocean Color,Average Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp460_2020_2100_depthsurf,chl_min,-9999.9,30.0,0.03,Ocean Color,Minimum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp460_2020_2100_depthsurf,chl_range,-9999.9,30.0,0.03,Ocean Color,Range Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp460_2020_2100_depthsurf,chl_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Chlorophyll,mg m-3,NA,NA,NA
chl_ssp585_2020_2100_depthsurf,chl_ltmax,-9999.9,30.0,0.03,Ocean Color,Long-term maximum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp585_2020_2100_depthsurf,chl_ltmin,-9999.9,30.0,0.03,Ocean Color,Long-term minimum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp585_2020_2100_depthsurf,chl_max,-9999.9,30.0,0.03,Ocean Color,Maximum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp585_2020_2100_depthsurf,chl_mean,-9999.9,30.0,0.03,Ocean Color,Average Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp585_2020_2100_depthsurf,chl_min,-9999.9,30.0,0.03,Ocean Color,Minimum Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp585_2020_2100_depthsurf,chl_range,-9999.9,30.0,0.03,Ocean Color,Range Chlorophyll,mg m-3,Log,concentration_of_chlorophyll_in_sea_water,NA
chl_ssp585_2020_2100_depthsurf,chl_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Chlorophyll,mg m-3,NA,NA,NA
dfe_baseline_2000_2018_depthmax,dfe_ltmax,-9999.9,NA,NA,Unknown,Long-term maximum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_baseline_2000_2018_depthmax,dfe_ltmin,-9999.9,NA,NA,Unknown,Long-term minimum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_baseline_2000_2018_depthmax,dfe_max,-9999.9,NA,NA,Unknown,Maximum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_baseline_2000_2018_depthmax,dfe_mean,-9999.9,NA,NA,Statistics,Average DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_baseline_2000_2018_depthmax,dfe_min,-9999.9,NA,NA,Unknown,Minimum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_baseline_2000_2018_depthmax,dfe_range,-9999.9,NA,NA,Unknown,Range DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp119_2020_2100_depthmax,dfe_ltmax,-9999.9,NA,NA,Unknown,Long-term maximum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp119_2020_2100_depthmax,dfe_ltmin,-9999.9,NA,NA,Unknown,Long-term minimum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp119_2020_2100_depthmax,dfe_max,-9999.9,NA,NA,Unknown,Maximum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp119_2020_2100_depthmax,dfe_mean,-9999.9,NA,NA,Statistics,Average DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp119_2020_2100_depthmax,dfe_min,-9999.9,NA,NA,Unknown,Minimum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp119_2020_2100_depthmax,dfe_range,-9999.9,NA,NA,Unknown,Range DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp119_2020_2100_depthmax,dfe_sd,-9999.9,50.0,0.0,Statistics,Standard deviation DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp126_2020_2100_depthmax,dfe_ltmax,-9999.9,NA,NA,Unknown,Long-term maximum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp126_2020_2100_depthmax,dfe_ltmin,-9999.9,NA,NA,Unknown,Long-term minimum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp126_2020_2100_depthmax,dfe_max,-9999.9,NA,NA,Unknown,Maximum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp126_2020_2100_depthmax,dfe_mean,-9999.9,NA,NA,Statistics,Average DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp126_2020_2100_depthmax,dfe_min,-9999.9,NA,NA,Unknown,Minimum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp126_2020_2100_depthmax,dfe_range,-9999.9,NA,NA,Unknown,Range DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp126_2020_2100_depthmax,dfe_sd,-9999.9,50.0,0.0,Statistics,Standard deviation DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp245_2020_2100_depthmax,dfe_ltmax,-9999.9,NA,NA,Unknown,Long-term maximum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp245_2020_2100_depthmax,dfe_ltmin,-9999.9,NA,NA,Unknown,Long-term minimum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp245_2020_2100_depthmax,dfe_max,-9999.9,NA,NA,Unknown,Maximum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp245_2020_2100_depthmax,dfe_mean,-9999.9,NA,NA,Statistics,Average DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp245_2020_2100_depthmax,dfe_min,-9999.9,NA,NA,Unknown,Minimum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp245_2020_2100_depthmax,dfe_range,-9999.9,NA,NA,Unknown,Range DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp245_2020_2100_depthmax,dfe_sd,-9999.9,50.0,0.0,Statistics,Standard deviation DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp370_2020_2100_depthmax,dfe_ltmax,-9999.9,NA,NA,Unknown,Long-term maximum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp370_2020_2100_depthmax,dfe_ltmin,-9999.9,NA,NA,Unknown,Long-term minimum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp370_2020_2100_depthmax,dfe_max,-9999.9,NA,NA,Unknown,Maximum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp370_2020_2100_depthmax,dfe_mean,-9999.9,NA,NA,Statistics,Average DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp370_2020_2100_depthmax,dfe_min,-9999.9,NA,NA,Unknown,Minimum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp370_2020_2100_depthmax,dfe_range,-9999.9,NA,NA,Unknown,Range DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp370_2020_2100_depthmax,dfe_sd,-9999.9,50.0,0.0,Statistics,Standard deviation DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp460_2020_2100_depthmax,dfe_ltmax,-9999.9,NA,NA,Unknown,Long-term maximum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp460_2020_2100_depthmax,dfe_ltmin,-9999.9,NA,NA,Unknown,Long-term minimum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp460_2020_2100_depthmax,dfe_max,-9999.9,NA,NA,Unknown,Maximum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp460_2020_2100_depthmax,dfe_mean,-9999.9,NA,NA,Statistics,Average DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp460_2020_2100_depthmax,dfe_min,-9999.9,NA,NA,Unknown,Minimum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp460_2020_2100_depthmax,dfe_range,-9999.9,NA,NA,Unknown,Range DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp460_2020_2100_depthmax,dfe_sd,-9999.9,50.0,0.0,Statistics,Standard deviation DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp585_2020_2100_depthmax,dfe_ltmax,-9999.9,NA,NA,Unknown,Long-term maximum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp585_2020_2100_depthmax,dfe_ltmin,-9999.9,NA,NA,Unknown,Long-term minimum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp585_2020_2100_depthmax,dfe_max,-9999.9,NA,NA,Unknown,Maximum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp585_2020_2100_depthmax,dfe_mean,-9999.9,NA,NA,Statistics,Average DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp585_2020_2100_depthmax,dfe_min,-9999.9,NA,NA,Unknown,Minimum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp585_2020_2100_depthmax,dfe_range,-9999.9,NA,NA,Unknown,Range DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp585_2020_2100_depthmax,dfe_sd,-9999.9,50.0,0.0,Statistics,Standard deviation DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_baseline_2000_2018_depthmean,dfe_ltmax,-9999.9,NA,NA,Unknown,Long-term maximum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_baseline_2000_2018_depthmean,dfe_ltmin,-9999.9,NA,NA,Unknown,Long-term minimum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_baseline_2000_2018_depthmean,dfe_max,-9999.9,NA,NA,Unknown,Maximum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_baseline_2000_2018_depthmean,dfe_mean,-9999.9,NA,NA,Statistics,Average DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_baseline_2000_2018_depthmean,dfe_min,-9999.9,NA,NA,Unknown,Minimum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_baseline_2000_2018_depthmean,dfe_range,-9999.9,NA,NA,Unknown,Range DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp119_2020_2100_depthmean,dfe_ltmax,-9999.9,NA,NA,Unknown,Long-term maximum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp119_2020_2100_depthmean,dfe_ltmin,-9999.9,NA,NA,Unknown,Long-term minimum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp119_2020_2100_depthmean,dfe_max,-9999.9,NA,NA,Unknown,Maximum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp119_2020_2100_depthmean,dfe_mean,-9999.9,NA,NA,Statistics,Average DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp119_2020_2100_depthmean,dfe_min,-9999.9,NA,NA,Unknown,Minimum DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp119_2020_2100_depthmean,dfe_range,-9999.9,NA,NA,Unknown,Range DissolvedIron,MMol' 'M-3,NA,NA,NA
dfe_ssp119_2020_2100_depthmean,dfe_sd,-9999.9,50.0,0.0,Statistics,Standard deviation DissolvedIron,MMol' 'M-3,NA,NA,NA
